"","FIPS","State","County","living_alone","living_alone_65over","divorce_marriage","libertarian_votes","self_employed","carpool_drive_alone","religious_adherents","living_grandchildren","living_alone_reversed","living_alone_65over_reversed","divorce_marriage_reversed","libertarian_votes_reversed","self_employed_reversed","county_collectivism_raw","county_collectivism_score"
"33",1065,"Alabama","Hale County",0.3107,0.115,0.328961950498707,0.000852203554906258,0.0753,0.17304522981139,0.604758883248731,0.0344,0.6893,0.885,3.03986524424481,0.999147796445094,0.9247,0.811675100013507,51.8278822052113
"34",1067,"Alabama","Henry County",0.2757,0.1492,0.204316972205795,0.000925069380203515,0.1345,0.0461266473802636,0.473644665356606,0.0581,0.7243,0.8508,4.89435600578871,0.999074930619796,0.8655,-1.30561703469045,45.8125599175247
"35",1069,"Alabama","Houston County",0.2821,0.1045,0.257341556892307,0.00141368156223793,0.1046,0.100833125743862,0.798241208504436,0.038,0.7179,0.8955,3.88588618206924,0.998586318437762,0.8954,1.48411448124269,53.7383127644746
"36",1071,"Alabama","Jackson County",0.2844,0.1237,0.224239470370822,0.00282648270575836,0.1032,0.132286749368756,0.543370845623462,0.0388,0.7156,0.8763,4.45951820322405,0.997173517294242,0.8968,-0.146340592825399,49.1061164863332
"37",1073,"Alabama","Jefferson County",0.3081,0.1013,0.254542727176901,0.00248960831836848,0.0885,0.131263084718656,0.838697821907281,0.0418,0.6919,0.8987,3.92861352233814,0.997510391681631,0.9115,1.93856162233795,55.0294175542196
"38",1075,"Alabama","Lamar County",0.2983,0.1351,0.222518518518519,0.000706713780918728,0.1447,0.117065127782358,0.758170832188959,0.0177,0.7017,0.8649,4.49400798934754,0.999293286219081,0.8553,-1.098395007054,46.401287028399
"39",1077,"Alabama","Lauderdale County",0.2914,0.1142,0.20810476021943,0.00335922737770313,0.1037,0.127181720674749,0.583147267255606,0.0287,0.7086,0.8858,4.80527210884354,0.996640772622297,0.8963,-0.429981566446198,48.3002797090853
"40",1079,"Alabama","Lawrence County",0.202,0.0807,0.161326688026581,0.00272479564032697,0.1105,0.127749510763209,0.521826494656222,0.0422,0.798,0.9193,6.198602427363,0.997275204359673,0.8895,3.73087736110164,60.1214672686839
"41",1081,"Alabama","Lee County",0.3104,0.0583,0.187761550943718,0.00342383801196503,0.0779,0.142368081824137,0.406397284790405,0.0415,0.6896,0.9417,5.32590402547191,0.996576161988035,0.9221,1.61929783754474,54.1223747664815
"42",1083,"Alabama","Limestone County",0.2527,0.0908,0.251925892913987,0.00306995320556764,0.0877,0.119720714909118,0.519654031069556,0.0355,0.7473,0.9092,3.96942127874653,0.996930046794432,0.9123,1.02183356597944,52.4249518695955
"43",1085,"Alabama","Lowndes County",0.2384,0.0962,0.236124634858812,0.000412201154163232,0.0882,0.19910263600673,0.550225683688822,0.0875,0.7616,0.9038,4.23505154639175,0.999587798845837,0.9118,6.49595134597405,67.9771669596626
"44",1087,"Alabama","Macon County",0.3593,0.1243,0.318315208009667,0.000367748460053324,0.0705,0.184351017684351,0.446718254708186,0.0647,0.6407,0.8757,3.14154013015184,0.999632251539947,0.9295,0.739371760016363,51.6224651607562
"45",1089,"Alabama","Madison County",0.2883,0.0852,0.228926971054863,0.00378681351742,0.0796,0.115979241069692,0.504254639184495,0.0294,0.7117,0.9148,4.36820526385399,0.99621318648258,0.9204,0.0601020537029466,49.6926293403871
"46",1091,"Alabama","Marengo County",0.3117,0.1015,0.314968376669009,0.000261529073315317,0.0961,0.151529713278872,0.772530555951871,0.0557,0.6883,0.8985,3.17492190986167,0.999738470926685,0.9039,2.80736621487532,57.4977305203306
"47",1093,"Alabama","Marion County",0.2735,0.1425,0.230018214936248,0.00291380008093889,0.0857,0.139364545184599,0.61177540940993,0.027,0.7265,0.8575,4.34748178650618,0.997086199919061,0.9143,-0.411188431185309,48.3536718525394
"48",1095,"Alabama","Marshall County",0.268,0.1188,0.232113210530477,0.00247241150575891,0.1021,0.191624233606983,0.655156473408658,0.0462,0.732,0.8812,4.30824250681199,0.997527588494241,0.8979,2.44955789951257,56.4811809857421
"49",1097,"Alabama","Mobile County",0.2688,0.0926,0.244404858299595,0.00180240761971955,0.0844,0.127041108519227,0.612924705563304,0.0482,0.7312,0.9074,4.09157169361251,0.99819759238028,0.9156,2.47847918729675,56.5633476665441
"50",1099,"Alabama","Monroe County",0.2639,0.1181,0.246123607774623,0.00053323853537149,0.1079,0.112728785357737,0.648474076642969,0.0519,0.7361,0.8819,4.06299911268855,0.999466761464629,0.8921,1.89704683721692,54.91147218045
"51",1101,"Alabama","Montgomery County",0.3162,0.0975,0.279688564987155,0.00141298225179726,0.0828,0.12625264811597,0.69738798324054,0.0452,0.6838,0.9025,3.57540538007311,0.998587017748203,0.9172,1.48959020093994,53.7538695306837
"52",1103,"Alabama","Morgan County",0.2698,0.1095,0.207728637258839,0.00280954453721657,0.0965,0.131243764935155,0.696794710854465,0.0351,0.7302,0.8905,4.81397275405007,0.997190455462783,0.9035,1.54360200268774,53.9073194913794
"53",1105,"Alabama","Perry County",0.2575,0.0971,0.167379526660964,0.00113654814093197,0.0971,0.239617787578096,0.539137003115853,0.066,0.7425,0.9029,5.97444633730835,0.998863451859068,0.9029,5.95976321274406,66.4538323308007
"54",1107,"Alabama","Pickens County",0.3124,0.1449,0.251297459710462,0.00029800337737161,0.0826,0.164682206942814,0.683682771194166,0.0535,0.6876,0.8551,3.97934782608696,0.999701996622628,0.9174,1.66868560108787,54.2626876264363
"55",1109,"Alabama","Pike County",0.3196,0.1063,0.228201958733479,0.00114654245790039,0.0877,0.16236092777673,0.509285996534849,0.0538,0.6804,0.8937,4.38208333333333,0.9988534575421,0.9123,1.57741510980558,54.0033840511669
"56",1111,"Alabama","Randolph County",0.2506,0.115,0.222151019972231,0.0048151001540832,0.0932,0.19035418236624,0.57321171387422,0.0608,0.7494,0.885,4.50144230769231,0.995184899845917,0.9068,2.76885273125149,57.3883119792509
"57",1113,"Alabama","Russell County",0.317,0.1033,0.312295081967213,0.00190325138778747,0.0786,0.19403530127815,0.694845789185412,0.0522,0.683,0.8967,3.20209973753281,0.998096748612213,0.9214,2.5440570527343,56.7496573349549
"58",1115,"Alabama","St. Clair County",0.2179,0.0838,0.240121314630661,0.001906829382774,0.0958,0.144477064220183,0.475733614058593,0.0369,0.7821,0.9162,4.16456157396162,0.998093170617226,0.9042,2.57384896039014,56.8342974860127
"59",1117,"Alabama","Shelby County",0.2358,0.0528,0.166756666704965,0.0033538166212504,0.1122,0.105976774653083,0.439336699387447,0.0259,0.7642,0.9472,5.99676174727849,0.99664618337875,0.8878,1.8345055177471,54.7337894758568
"60",1119,"Alabama","Sumter County",0.3566,0.1262,0.264386989157631,0.000712250712250712,0.0495,0.177885845917584,0.361113129404926,0.0482,0.6434,0.8738,3.78233438485804,0.999287749287749,0.9505,-0.152419155357934,49.0888470164855
"61",1121,"Alabama","Talladega County",0.2713,0.1149,0.258433567298476,0.00216348965033329,0.0795,0.121858810794093,0.534748635938316,0.0521,0.7287,0.8851,3.86946637951663,0.997836510349667,0.9205,1.28057486598647,53.1600475529764
"62",1123,"Alabama","Tallapoosa County",0.2743,0.1269,0.221359333371124,0.00160530267723059,0.0905,0.141257225433526,0.694564590542099,0.0507,0.7257,0.8731,4.51754161331626,0.998394697322769,0.9095,2.26261661942297,55.9500723918074
"63",1125,"Alabama","Tuscaloosa County",0.3078,0.0837,0.230770436554589,0.00235705596107056,0.0759,0.116705733862243,0.535894090087128,0.0306,0.6922,0.9163,4.33331069148214,0.997642944038929,0.9241,0.452892144003447,50.8085636726598
"64",1127,"Alabama","Walker County",0.2693,0.1162,0.222565436514388,0.00237330727348876,0.0972,0.130275809145488,0.653507005057965,0.0466,0.7307,0.8838,4.49306062819576,0.997626692726511,0.9028,1.68765426998706,54.3165784688603
"65",1129,"Alabama","Washington County",0.2321,0.1213,0.127879078694818,0.00056980056980057,0.0609,0.142536895198954,0.584949661566464,0.0441,0.7679,0.8787,7.81988742964353,0.999430199430199,0.9391,4.9094542407387,63.4698572502224
"66",1131,"Alabama","Wilcox County",0.2984,0.1402,0.223086496577474,0.000153988296889436,0.0944,0.201951633432329,0.610454155955441,0.0708,0.7016,0.8598,4.48256624825662,0.999846011703111,0.9056,3.36844715217775,59.0917867263833
"67",1133,"Alabama","Winston County",0.2489,0.1108,0.230926007975188,0.00498454790150533,0.1453,0.105910671302487,0.611583074661003,0.0307,0.7511,0.8892,4.33039140445127,0.995015452098495,0.8547,-1.02866332779049,46.5993978689185
"68",4001,"Arizona","Apache County",0.2666,0.0878,0.192438487697539,0.00457505564256863,0.0621,0.137547495682211,0.488352582566627,0.0832,0.7334,0.9122,5.1964656964657,0.995424944357431,0.9379,4.13308224917933,61.2641494653513
"69",4003,"Arizona","Cochise County",0.2748,0.1199,0.232466877880184,0.00759934453092995,0.0971,0.144660472137633,0.404047325384861,0.048,0.7252,0.8801,4.30168809044448,0.99240065546907,0.9029,-1.38599241124357,45.5842098537633
"70",4005,"Arizona","Coconino County",0.2397,0.0454,0.199697560761796,0.00491314588547034,0.0933,0.208698988155182,0.296895574352222,0.0505,0.7603,0.9546,5.00757243195786,0.99508685411453,0.9067,3.64693223208547,59.8829753774436
"71",4007,"Arizona","Gila County",0.3007,0.1483,0.299952380952381,0.00671651815698742,0.1279,0.122161770039898,0.375860589212083,0.0382,0.6993,0.8517,3.33386251785998,0.993283481843013,0.8721,-4.66998436386257,36.2542408516658
"72",4009,"Arizona","Graham County",0.2023,0.0849,0.22812030075188,0.00499708503373032,0.0536,0.245035380050217,0.552471789360559,0.0706,0.7977,0.9151,4.38365194462755,0.99500291496627,0.9464,6.72795796772854,68.636308218375
"73",4011,"Arizona","Greenlee County",0.2595,0.0821,0.278090818694067,0.00549261929282527,0.0796,0.181564245810056,0.526490458693848,0.028,0.7405,0.9179,3.59594755661502,0.994507380707175,0.9204,1.00886660414666,52.3881121471794
"74",4012,"Arizona","La Paz County",0.3061,0.1484,0.214818652849741,0.00702449567723343,0.1698,0.174589819099706,0.239591976182342,0.0425,0.6939,0.8516,4.65508924264351,0.992975504322767,0.8302,-4.64249628230042,36.3323357290596
"75",4013,"Arizona","Maricopa County",0.2658,0.0774,0.243037898154592,0.00557158367778737,0.099,0.179059976585717,0.390734682746167,0.0388,0.7342,0.9226,4.11458462895329,0.994428416322213,0.901,0.690917204442494,51.4848035866607
"76",4015,"Arizona","Mohave County",0.2572,0.1142,0.26907031836829,0.00640485171215147,0.1252,0.226014622500746,0.22346717552676,0.0318,0.7428,0.8858,3.71650060127126,0.993595148287849,0.8748,-1.73766950787742,44.5850793876473
"77",4017,"Arizona","Navajo County",0.2234,0.0826,0.1999200119982,0.00441340782122905,0.1265,0.215442989944982,0.436579214324936,0.0792,0.7766,0.9174,5.00200050012503,0.995586592178771,0.8735,4.8179565503248,63.2099081919903
"78",4019,"Arizona","Pima County",0.3095,0.1039,0.28672423288002,0.00488780666348099,0.1033,0.157596552824769,0.398409406455206,0.0382,0.6905,0.8961,3.48767172539076,0.995112193336519,0.8967,-1.60950425062493,44.9492026542582
"79",4021,"Arizona","Pinal County",0.2187,0.0795,0.19498791444338,0.00505324981169494,0.0817,0.209326784028301,0.217191367059638,0.0382,0.7813,0.9205,5.12852297976845,0.994946750188305,0.9183,2.1547367216832,55.6435807449388
"80",4023,"Arizona","Santa Cruz County",0.1995,0.0771,0.180089628681178,0.003683379688792,0.1413,0.156092381205203,0.393315056938001,0.074,0.8005,0.9229,5.55279061500178,0.996316620311208,0.8587,4.21177922253179,61.4877311100481
"81",4025,"Arizona","Yavapai County",0.297,0.1364,0.271321021677384,0.00640253692999358,0.1589,0.173769719802213,0.259779276226941,0.0277,0.703,0.8636,3.68567092154421,0.993597463070006,0.8411,-4.84771826374783,35.7492908394623
"82",4027,"Arizona","Yuma County",0.1972,0.0977,0.139308116775928,0.00470021781497191,0.1066,0.202014400295391,0.373975101021195,0.0525,0.8028,0.9023,7.17833262801523,0.995299782185028,0.8934,4.21857762938626,61.5070456900261
"83",5001,"Arkansas","Arkansas County",0.2681,0.0984,0.251466275659824,0.00272284322155345,0.1166,0.162310866574966,0.713917661286082,0.0343,0.7319,0.9016,3.97667638483965,0.997277156778447,0.8834,1.75579708059766,54.5101752619967
"84",5003,"Arkansas","Ashley County",0.2586,0.1022,0.145608699659018,0.00451284424901643,0.0686,0.104773301422683,0.893424243810918,0.0444,0.7414,0.8978,6.86772151898734,0.995487155750984,0.9314,4.12130048238824,61.2306769354132
"85",5005,"Arkansas","Baxter County",0.3016,0.1509,0.212383456849151,0.00625594314598869,0.1401,0.134178217821782,0.509671669115699,0.0243,0.6984,0.8491,4.70846465556056,0.993744056854011,0.8599,-3.99446051680799,38.1734345172199
"86",5007,"Arkansas","Benton County",0.23,0.0771,0.190171143458176,0.00548157690639254,0.0998,0.146366135809514,0.492543112601033,0.0343,0.77,0.9229,5.25842134519177,0.994518423093607,0.9002,1.8068156211923,54.655121232982
"87",5009,"Arkansas","Boone County",0.2646,0.1205,0.219592800236058,0.0060747059583818,0.1469,0.169110378912685,0.744302631222394,0.0374,0.7354,0.8795,4.55388336468691,0.993925294041618,0.8531,0.219265443742231,50.1448196979642
"88",5011,"Arkansas","Bradley County",0.2739,0.1126,0.144570707070707,0.00272209849047266,0.1,0.234207968901846,0.81760514424748,0.0317,0.7261,0.8874,6.91703056768559,0.997277901509527,0.9,4.57571201810697,62.5216805686803
"89",5013,"Arkansas","Calhoun County",0.289,0.1502,0.253083599817268,0.0063148398737032,0.0731,0.147074610842727,0.448025335320417,0.0627,0.711,0.8498,3.95126353790614,0.993685160126297,0.9269,-0.87566019525393,47.0340866575593
"90",5015,"Arkansas","Carroll County",0.2588,0.0929,0.20550646891764,0.00718404386047831,0.1837,0.202792478324513,0.395066676382715,0.0326,0.7412,0.9071,4.86602687140115,0.992815956139522,0.8163,-1.28056719958959,45.8837276269377
"91",5017,"Arkansas","Chicot County",0.287,0.1396,0.290082028337062,0.00249615975422427,0.1285,0.137614678899083,0.532372881355932,0.0526,0.713,0.8604,3.44730077120823,0.997503840245776,0.8715,-0.777231946504236,47.3137257440781
"92",5019,"Arkansas","Clark County",0.3007,0.0994,0.149550861859675,0.00340884099406202,0.1231,0.164637305699482,0.6794085670798,0.0441,0.6993,0.9006,6.68668831168831,0.996591159005938,0.8769,2.38591901561129,56.3003800511803
"93",5021,"Arkansas","Clay County",0.3193,0.1504,0.181090545272636,0.00689530030847396,0.1383,0.117357181967512,0.44512839644345,0.0234,0.6807,0.8496,5.52209944751381,0.993104699691526,0.8617,-4.82713006034909,35.8077828523205
"94",5023,"Arkansas","Cleburne County",0.2497,0.1381,0.18263379622406,0.00502734168283648,0.1631,0.177955020920502,0.500115517905275,0.0286,0.7503,0.8619,5.4754378470739,0.994972658317164,0.8369,-1.19438642022816,46.128571101471
"95",5025,"Arkansas","Cleveland County",0.2552,0.0899,0.188427672955975,0.00485021398002853,0.0694,0.167336499817318,0.491310852802394,0.0422,0.7448,0.9101,5.30707610146862,0.995149786019972,0.9306,2.42899917562762,56.4227727255098
"96",5027,"Arkansas","Columbia County",0.2903,0.127,0.217532467532467,0.00261560996024273,0.0732,0.0916402632220327,0.529284783317041,0.04,0.7097,0.873,4.59701492537313,0.997384390039757,0.9268,-0.389803871721203,48.414426348836
"97",5029,"Arkansas","Conway County",0.3078,0.134,0.240468227424749,0.00712705824526911,0.122,0.135007385524372,0.488271517886523,0.0404,0.6922,0.866,4.15855354659249,0.992872941754731,0.878,-3.03739676326449,40.8924957336978
"98",5031,"Arkansas","Craighead County",0.263,0.0974,0.244328097731239,0.0046822526478946,0.1204,0.113314690103869,0.561927770807627,0.0386,0.737,0.9026,4.09285714285714,0.995317747352105,0.8796,-0.184332847596101,48.9981787798941
"99",5033,"Arkansas","Crawford County",0.2089,0.0797,0.209115080702543,0.00384765244496396,0.0918,0.171871205866641,0.50319622909537,0.0395,0.7911,0.9203,4.7820558739255,0.996152347555036,0.9082,3.40159690102708,59.1859666554617
"100",5035,"Arkansas","Crittenden County",0.2646,0.0885,0.28475323319608,0.00273897562311695,0.0886,0.158689591078067,0.488310871871439,0.0703,0.7354,0.9115,3.51181262729124,0.997261024376883,0.9114,3.09173834842477,58.305644555857
"101",5037,"Arkansas","Cross County",0.2535,0.1243,0.176770744745474,0.00378681626928471,0.1205,0.115979381443299,0.678791270285395,0.0781,0.7465,0.8757,5.65704467353952,0.996213183730715,0.8795,3.06718876994151,58.2358980980191
"102",5039,"Arkansas","Dallas County",0.3291,0.1407,0.267561660942866,0.00391802290536468,0.0747,0.0790391321193336,0.583415475603746,0.0726,0.6709,0.8593,3.73745624270712,0.996081977094635,0.9253,-0.670495938897278,47.6169675475747
"103",5041,"Arkansas","Desha County",0.289,0.1115,0.189362504715202,0.00427533133817871,0.1009,0.151476578411405,0.655365928659287,0.0578,0.711,0.8885,5.2808764940239,0.995724668661821,0.8991,2.0905063600096,55.461099395394
"104",5043,"Arkansas","Drew County",0.2443,0.0958,0.247160988643955,0.00438729198184569,0.086,0.139349201566737,0.717704900318764,0.0372,0.7557,0.9042,4.04594594594595,0.995612708018154,0.914,2.20094346302182,55.7748561775821
"105",5045,"Arkansas","Faulkner County",0.2407,0.0687,0.187848241740457,0.00417688627698584,0.0979,0.154398159723959,0.476310746487456,0.0288,0.7593,0.9313,5.32344615384615,0.995823113723014,0.9021,2.07827992995663,55.4263635571074
"106",5047,"Arkansas","Franklin County",0.2941,0.1428,0.275785918420369,0.00494208494208494,0.1455,0.157430730478589,0.418096551724138,0.0382,0.7059,0.8572,3.62600094206312,0.995057915057915,0.8545,-3.12937541024951,40.6311802561916
"107",5049,"Arkansas","Fulton County",0.3046,0.1027,0.225765765765766,0.00577416595380667,0.1852,0.219560223170331,0.440751327072274,0.0152,0.6954,0.8973,4.4293695131684,0.994225834046193,0.8148,-2.77703674268786,41.6321902751013
"108",5051,"Arkansas","Garland County",0.3246,0.1535,0.294406061956764,0.00466616345296096,0.1298,0.178698458701093,0.531710822294426,0.0384,0.6754,0.8465,3.39666919000757,0.995333836547039,0.8702,-2.86259261143116,41.3891221997713
"109",5053,"Arkansas","Grant County",0.2052,0.086,0.170229978042298,0.00441631090828794,0.0701,0.127207505518764,0.47958326331709,0.0376,0.7948,0.914,5.87440597420231,0.995583689091712,0.9299,3.04171482861488,58.1635254837229
"110",5055,"Arkansas","Greene County",0.2412,0.1037,0.222813768383322,0.00573023802527182,0.1176,0.117159603853668,0.550700879068662,0.0514,0.7588,0.8963,4.48805299266619,0.994269761974728,0.8824,0.694711793654565,51.495584185467
"111",5057,"Arkansas","Hempstead County",0.2148,0.0697,0.189766970618034,0.00367396924751667,0.1174,0.136391587750584,0.508470078287408,0.0453,0.7852,0.9303,5.26962092899092,0.996326030752483,0.8826,3.15388112160914,58.4821949725083
"112",5059,"Arkansas","Hot Spring County",0.2785,0.1115,0.304754829123328,0.00568799665411962,0.1046,0.172870222929936,0.482489445068797,0.0463,0.7215,0.8885,3.28132618235007,0.99431200334588,0.8954,-0.400743059689994,48.3833476232698
"113",5061,"Arkansas","Howard County",0.2429,0.1122,0.168542888853655,0.00453982666116385,0.0893,0.187538055611934,0.589963013996664,0.0724,0.7571,0.8878,5.93320790216369,0.995460173338836,0.9107,4.56209524281228,62.4829946969605
"114",5063,"Arkansas","Independence County",0.256,0.109,0.201025578414016,0.00276445239450362,0.1209,0.179911323328786,0.579556307474009,0.0317,0.744,0.891,4.97449134527786,0.997235547605496,0.8791,1.49659610535225,53.7737736205662
"115",5065,"Arkansas","Izard County",0.2562,0.1223,0.166067060008634,0.00728248371023381,0.163,0.138235294117647,0.492698598130841,0.0333,0.7438,0.8777,6.02166377816291,0.992717516289766,0.837,-1.75820388943625,44.5267402850595
"116",5067,"Arkansas","Jackson County",0.2897,0.1134,0.241418279417997,0.00519527051236116,0.1079,0.152922011810222,0.563982886036562,0.0489,0.7103,0.8866,4.14218841427736,0.994804729487639,0.8921,0.0677090594096202,49.7142411861121
