"","county_fips","state","county","avg_county_collectivism_score","county_collectivism_score"
"36",1071,"Alabama","Jackson",33.3935615736405,33.206696567117
"37",1073,"Alabama","Jefferson",33.3935615736405,34.6945629909512
"38",1075,"Alabama","Lamar",33.3935615736405,34.8859174874512
"39",1077,"Alabama","Lauderdale",33.3935615736405,35.1844331400839
"40",1079,"Alabama","Lawrence",33.3935615736405,33.0931694862955
"41",1081,"Alabama","Lee",33.3935615736405,33.3378306558558
"42",1083,"Alabama","Limestone",33.3935615736405,33.8795168342125
"43",1085,"Alabama","Lowndes",33.3935615736405,26.5755420166681
"44",1087,"Alabama","Macon",33.3935615736405,32.8328091190944
"45",1089,"Alabama","Madison",33.3935615736405,31.6414053417084
"46",1091,"Alabama","Marengo",33.3935615736405,31.499430360858
"47",1093,"Alabama","Marion",33.3935615736405,29.776579184551
"48",1095,"Alabama","Marshall",33.3935615736405,36.2725880616975
"49",1097,"Alabama","Mobile",33.3935615736405,34.7889098271761
"50",1099,"Alabama","Monroe",33.3935615736405,29.3819037857584
"51",1101,"Alabama","Montgomery",33.3935615736405,33.8728721367465
"52",1103,"Alabama","Morgan",33.3935615736405,34.2954021685009
"53",1105,"Alabama","Perry",33.3935615736405,28.1395723914308
"54",1107,"Alabama","Pickens",33.3935615736405,31.3338271904203
"55",1109,"Alabama","Pike",33.3935615736405,27.9708383759412
"56",1111,"Alabama","Randolph",33.3935615736405,31.6959504868757
"57",1113,"Alabama","Russell",33.3935615736405,32.9377871188331
"58",1115,"Alabama","St Clair",33.3935615736405,37.9217949478032
"59",1117,"Alabama","Shelby",33.3935615736405,35.0721185346434
"60",1119,"Alabama","Sumter",33.3935615736405,32.1852105505282
"61",1121,"Alabama","Talladega",33.3935615736405,37.3208956218784
"62",1123,"Alabama","Tallapoosa",33.3935615736405,34.5111007516156
"63",1125,"Alabama","Tuscaloosa",33.3935615736405,35.7982334769857
"64",1127,"Alabama","Walker",33.3935615736405,36.0312622065838
"65",1129,"Alabama","Washington",33.3935615736405,39.0866299425932
"66",1131,"Alabama","Wilcox",33.3935615736405,34.9251545705092
"67",1133,"Alabama","Winston",33.3935615736405,39.5493287046493
"68",4001,"Arizona","Apache",30.582139469572,32.4940615732813
"69",4003,"Arizona","Cochise",30.582139469572,21.585459422157
"70",4005,"Arizona","Coconino",30.582139469572,34.1729134564893
"71",4007,"Arizona","Gila",30.582139469572,23.5425044497618
"72",4009,"Arizona","Graham",30.582139469572,37.0438772183554
"73",4011,"Arizona","Greenlee",30.582139469572,30.7071432957231
"74",4012,"Arizona","La Paz",30.582139469572,22.4939986154198
"75",4013,"Arizona","Maricopa",30.582139469572,32.7581871938956
"76",4015,"Arizona","Mohave",30.582139469572,22.8864102266185
"77",4017,"Arizona","Navajo",30.582139469572,37.3475290048885
"78",4019,"Arizona","Pima",30.582139469572,27.0475529178786
"79",4021,"Arizona","Pinal",30.582139469572,35.514508674583
"80",4023,"Arizona","Santa Cruz",30.582139469572,43.1152349798917
"81",4025,"Arizona","Yavapai",30.582139469572,20.2943607405067
"82",4027,"Arizona","Yuma",30.582139469572,37.7283502741294
"83",5001,"Arkansas","Arkansas",32.680481961704,32.2175972985355
"84",5003,"Arkansas","Ashley",32.680481961704,32.2522815297483
"85",5005,"Arkansas","Baxter",32.680481961704,23.8928180234779
"86",5007,"Arkansas","Benton",32.680481961704,37.5328234368087
"87",5009,"Arkansas","Boone",32.680481961704,35.4791068426616
"88",5011,"Arkansas","Bradley",32.680481961704,33.6573467223184
"89",5013,"Arkansas","Calhoun",32.680481961704,37.1356037254269
"90",5015,"Arkansas","Carroll",32.680481961704,31.4339931315027
"91",5017,"Arkansas","Chicot",32.680481961704,25.3492298029836
"92",5019,"Arkansas","Clark",32.680481961704,38.153577268532
"93",5021,"Arkansas","Clay",32.680481961704,27.2389467289923
"94",5023,"Arkansas","Cleburne",32.680481961704,31.1391799922915
"95",5025,"Arkansas","Cleveland",32.680481961704,29.7132469490984
"96",5027,"Arkansas","Columbia",32.680481961704,33.9816774644232
"97",5029,"Arkansas","Conway",32.680481961704,33.8454590169881
"98",5031,"Arkansas","Craighead",32.680481961704,34.1698063156492
"99",5033,"Arkansas","Crawford",32.680481961704,32.8547317039535
"100",5035,"Arkansas","Crittenden",32.680481961704,40.4895049645558
"101",5037,"Arkansas","Cross",32.680481961704,41.2310688862026
"102",5039,"Arkansas","Dallas",32.680481961704,29.6139133672575
"103",5041,"Arkansas","Desha",32.680481961704,34.7041693548378
"104",5043,"Arkansas","Drew",32.680481961704,34.4048188988546
"105",5045,"Arkansas","Faulkner",32.680481961704,36.3476170448903
"106",5047,"Arkansas","Franklin",32.680481961704,27.8881845639855
"107",5049,"Arkansas","Fulton",32.680481961704,27.5575003476111
"108",5051,"Arkansas","Garland",32.680481961704,30.1759453034393
"109",5053,"Arkansas","Grant",32.680481961704,36.4957079793928
"110",5055,"Arkansas","Greene",32.680481961704,30.7938586894964
"111",5057,"Arkansas","Hempstead",32.680481961704,35.6111696663063
"112",5059,"Arkansas","Hot Spring",32.680481961704,35.0772267576824
"113",5061,"Arkansas","Howard",32.680481961704,35.4501736560557
"114",5063,"Arkansas","Independence",32.680481961704,37.3319149860889
"115",5065,"Arkansas","Izard",32.680481961704,29.9163826582366
"116",5067,"Arkansas","Jackson",32.680481961704,29.930757270948
"117",5069,"Arkansas","Jefferson",32.680481961704,32.5599477282484
"118",5071,"Arkansas","Johnson",32.680481961704,34.2866263906355
"119",5073,"Arkansas","Lafayette",32.680481961704,33.317281873482
"120",5075,"Arkansas","Lawrence",32.680481961704,31.7356340490118
"121",5077,"Arkansas","Lee",32.680481961704,26.8236040532511
"122",5079,"Arkansas","Lincoln",32.680481961704,26.6335719324447
"123",5081,"Arkansas","Little River",32.680481961704,33.3222137449317
"124",5083,"Arkansas","Logan",32.680481961704,40.8174050130565
"125",5085,"Arkansas","Lonoke",32.680481961704,35.9949536733007
"126",5087,"Arkansas","Madison",32.680481961704,30.1789033874386
"127",5089,"Arkansas","Marion",32.680481961704,27.5992483428335
"128",5091,"Arkansas","Miller",32.680481961704,37.6786696451915
"129",5093,"Arkansas","Mississippi",32.680481961704,39.9727617622898
"130",5095,"Arkansas","Monroe",32.680481961704,25.632790425544
"131",5097,"Arkansas","Montgomery",32.680481961704,30.2658516021071
"132",5099,"Arkansas","Nevada",32.680481961704,39.4245254115822
"133",5101,"Arkansas","Newton",32.680481961704,22.5255192011209
"134",5103,"Arkansas","Ouachita",32.680481961704,38.2703199833953
"135",5105,"Arkansas","Perry",32.680481961704,34.6109201019801
"136",5107,"Arkansas","Phillips",32.680481961704,34.9227805624825
"137",5109,"Arkansas","Pike",32.680481961704,33.4626260609184
"138",5111,"Arkansas","Poinsett",32.680481961704,34.757570103078
"139",5113,"Arkansas","Polk",32.680481961704,29.4987763194287
"140",5115,"Arkansas","Pope",32.680481961704,34.7202659752588
"141",5117,"Arkansas","Prairie",32.680481961704,21.2685766464151
"142",5119,"Arkansas","Pulaski",32.680481961704,30.0375101901697
"143",5121,"Arkansas","Randolph",32.680481961704,28.9280678162812
"144",5123,"Arkansas","St Francis",32.680481961704,29.3159952470236
"145",5125,"Arkansas","Saline",32.680481961704,36.2752317772591
"146",5127,"Arkansas","Scott",32.680481961704,34.2419187216127
"147",5129,"Arkansas","Searcy",32.680481961704,29.4446373887745
"148",5131,"Arkansas","Sebastian",32.680481961704,32.560779517032
"149",5133,"Arkansas","Sevier",32.680481961704,44.2789283267143
"150",5135,"Arkansas","Sharp",32.680481961704,35.0944182052239
"151",5137,"Arkansas","Stone",32.680481961704,28.243266857202
"152",5139,"Arkansas","Union",32.680481961704,33.3338033138774
"153",5141,"Arkansas","Van Buren",32.680481961704,27.0514107058634
"154",5143,"Arkansas","Washington",32.680481961704,33.9757554582191
"155",5145,"Arkansas","White",32.680481961704,34.9058037510146
"156",5147,"Arkansas","Woodruff",32.680481961704,24.8909645532891
"157",5149,"Arkansas","Yell",32.680481961704,35.1089709595815
"158",6001,"California","Alameda",31.1354564751002,38.8687924995631
"159",6003,"California","Alpine",31.1354564751002,23.5935946504637
"160",6005,"California","Amador",31.1354564751002,20.9785892234901
"161",6007,"California","Butte",31.1354564751002,25.2539271449409
"162",6009,"California","Calaveras",31.1354564751002,25.678840899974
"163",6011,"California","Colusa",31.1354564751002,34.3916070962426
"164",6013,"California","Contra Costa",31.1354564751002,37.1057179645824
"165",6015,"California","Del Norte",31.1354564751002,25.7201744785332
"166",6017,"California","El Dorado",31.1354564751002,26.0333013542652
"167",6019,"California","Fresno",31.1354564751002,39.759325128013
"168",6021,"California","Glenn",31.1354564751002,36.6700349578343
"169",6023,"California","Humboldt",31.1354564751002,20.2974121462538
"170",6025,"California","Imperial",31.1354564751002,47.1205168897217
"171",6027,"California","Inyo",31.1354564751002,23.3265651897665
"172",6029,"California","Kern",31.1354564751002,39.9212190066305
"173",6031,"California","Kings",31.1354564751002,43.1291347694595
"174",6033,"California","Lake",31.1354564751002,21.7592723066972
"175",6035,"California","Lassen",31.1354564751002,24.9449495001886
"176",6037,"California","Los Angeles",31.1354564751002,37.7955051245416
"177",6039,"California","Madera",31.1354564751002,42.1530995768565
"178",6041,"California","Marin",31.1354564751002,21.0570578534854
"179",6043,"California","Mariposa",31.1354564751002,27.5860860505914
"180",6045,"California","Mendocino",31.1354564751002,19.5473950027835
"181",6047,"California","Merced",31.1354564751002,42.7549808023515
"182",6049,"California","Modoc",31.1354564751002,23.621887204521
"183",6051,"California","Mono",31.1354564751002,25.9297332275584
"184",6053,"California","Monterey",31.1354564751002,41.5465675184749
"185",6055,"California","Napa",31.1354564751002,29.9351194829452
"186",6057,"California","Nevada",31.1354564751002,17.5613053581247
"187",6059,"California","Orange",31.1354564751002,36.512256234578
"188",6061,"California","Placer",31.1354564751002,27.2987550226663
"189",6063,"California","Plumas",31.1354564751002,21.5536627725343
"190",6065,"California","Riverside",31.1354564751002,41.102949063631
"191",6067,"California","Sacramento",31.1354564751002,32.5194271377063
"192",6069,"California","San Benito",31.1354564751002,46.3607194626893
"193",6071,"California","San Bernardino",31.1354564751002,42.881405798528
"194",6073,"California","San Diego",31.1354564751002,33.4613505531257
"195",6075,"California","San Francisco",31.1354564751002,31.5031423678495
"196",6077,"California","San Joaquin",31.1354564751002,41.5460653776588
"197",6079,"California","San Luis Obispo",31.1354564751002,26.2591800591711
"198",6081,"California","San Mateo",31.1354564751002,37.3508435162451
"199",6083,"California","Santa Barbara",31.1354564751002,35.9147513064838
"200",6085,"California","Santa Clara",31.1354564751002,41.6903996124317
"201",6087,"California","Santa Cruz",31.1354564751002,29.9890713230488
"202",6089,"California","Shasta",31.1354564751002,25.6671099337113
"203",6091,"California","Sierra",31.1354564751002,16.7589427619131
"204",6093,"California","Siskiyou",31.1354564751002,19.5917578648772
"205",6095,"California","Solano",31.1354564751002,35.9007047947057
"206",6097,"California","Sonoma",31.1354564751002,25.1205419248399
"207",6099,"California","Stanislaus",31.1354564751002,38.4111778627633
"208",6101,"California","Sutter",31.1354564751002,37.296979154191
"209",6103,"California","Tehama",31.1354564751002,30.3927271530694
"210",6105,"California","Trinity",31.1354564751002,0
"211",6107,"California","Tulare",31.1354564751002,46.6114012673035
"212",6109,"California","Tuolumne",31.1354564751002,15.5839439848286
"213",6111,"California","Ventura",31.1354564751002,36.3801023229548
"214",6113,"California","Yolo",31.1354564751002,34.5227316219918
"215",6115,"California","Yuba",31.1354564751002,33.6326628914597
"216",8001,"Colorado","Adams",24.9279372942387,34.5142528390186
"217",8003,"Colorado","Alamosa",24.9279372942387,25.7754142064622
"218",8005,"Colorado","Arapahoe",24.9279372942387,28.2066353984439
"219",8007,"Colorado","Archuleta",24.9279372942387,23.5099563382668
"220",8009,"Colorado","Baca",24.9279372942387,14.7272447184589
"221",8011,"Colorado","Bent",24.9279372942387,18.603671999229
"222",8013,"Colorado","Boulder",24.9279372942387,23.8125853855604
"223",8015,"Colorado","Chaffee",24.9279372942387,18.5503058992239
"224",8017,"Colorado","Cheyenne",24.9279372942387,28.8433302957895
"225",8019,"Colorado","Clear Creek",24.9279372942387,10.7286099098748
"226",8021,"Colorado","Conejos",24.9279372942387,29.7343223086193
"227",8023,"Colorado","Costilla",24.9279372942387,31.1965120700627
"228",8025,"Colorado","Crowley",24.9279372942387,17.2995736361696
"229",8027,"Colorado","Custer",24.9279372942387,24.7360758805289
"230",8029,"Colorado","Delta",24.9279372942387,20.1943549871022
"231",8031,"Colorado","Denver",24.9279372942387,23.6930525852748
"232",8033,"Colorado","Dolores",24.9279372942387,22.6347185869731
"233",8035,"Colorado","Douglas",24.9279372942387,32.9506010430921
"234",8037,"Colorado","Eagle",24.9279372942387,27.1855068757086
"235",8039,"Colorado","Elbert",24.9279372942387,37.5032564512778
"236",8041,"Colorado","El Paso",24.9279372942387,29.2257924732487
"237",8043,"Colorado","Fremont",24.9279372942387,20.7975494251839
"238",8045,"Colorado","Garfield",24.9279372942387,35.0892616883458
"239",8047,"Colorado","Gilpin",24.9279372942387,19.5409012275204
"240",8049,"Colorado","Grand",24.9279372942387,19.0134164550379
"241",8051,"Colorado","Gunnison",24.9279372942387,29.0073042843043
"242",8053,"Colorado","Hinsdale",24.9279372942387,17.8040228220692
"243",8055,"Colorado","Huerfano",24.9279372942387,13.7344062535986
"244",8057,"Colorado","Jackson",24.9279372942387,19.6858169796124
"245",8059,"Colorado","Jefferson",24.9279372942387,23.9233198816363
"246",8061,"Colorado","Kiowa",24.9279372942387,39.4453341201338
"247",8063,"Colorado","Kit Carson",24.9279372942387,29.0531439846195
"248",8065,"Colorado","Lake",24.9279372942387,23.3002041474028
"249",8067,"Colorado","La Plata",24.9279372942387,19.515567372334
"250",8069,"Colorado","Larimer",24.9279372942387,25.6625004126017
"251",8071,"Colorado","Las Animas",24.9279372942387,22.6633730112024
"252",8073,"Colorado","Lincoln",24.9279372942387,17.822401399845
"253",8075,"Colorado","Logan",24.9279372942387,28.7963725034452
"254",8077,"Colorado","Mesa",24.9279372942387,22.0944195968865
"255",8079,"Colorado","Mineral",24.9279372942387,25.7009894176364
"256",8081,"Colorado","Moffat",24.9279372942387,32.446238063022
"257",8083,"Colorado","Montezuma",24.9279372942387,26.4094393485725
"258",8085,"Colorado","Montrose",24.9279372942387,24.2159411682544
"259",8087,"Colorado","Morgan",24.9279372942387,33.8211091631526
"260",8089,"Colorado","Otero",24.9279372942387,26.5001869885845
"261",8091,"Colorado","Ouray",24.9279372942387,22.2655096297238
"262",8093,"Colorado","Park",24.9279372942387,30.1147974949426
"263",8095,"Colorado","Phillips",24.9279372942387,24.3879546176375
"264",8097,"Colorado","Pitkin",24.9279372942387,14.5173526042368
"265",8099,"Colorado","Prowers",24.9279372942387,27.1361853924541
"266",8101,"Colorado","Pueblo",24.9279372942387,25.0998335732351
"267",8103,"Colorado","Rio Blanco",24.9279372942387,24.885297701462
"268",8105,"Colorado","Rio Grande",24.9279372942387,25.506042756513
"269",8107,"Colorado","Routt",24.9279372942387,25.2885485297124
"270",8109,"Colorado","Saguache",24.9279372942387,28.4778912120803
"271",8111,"Colorado","San Juan",24.9279372942387,27.6633415951269
"272",8113,"Colorado","San Miguel",24.9279372942387,17.4289866194536
"273",8115,"Colorado","Sedgwick",24.9279372942387,24.3374446390856
"274",8117,"Colorado","Summit",24.9279372942387,23.729026809051
"275",8119,"Colorado","Teller",24.9279372942387,20.0219070348699
"276",8121,"Colorado","Washington",24.9279372942387,25.3328713461674
"277",8123,"Colorado","Weld",24.9279372942387,32.9385202994896
"278",8125,"Colorado","Yuma",24.9279372942387,31.6595440784074
"279",10001,"Delaware","Kent",30.2496398606301,32.2282285034804
"280",10003,"Delaware","New Castle",30.2496398606301,30.8668472247252
"281",10005,"Delaware","Sussex",30.2496398606301,27.6538438536847
"282",12001,"Florida","Alachua",31.1265666980592,29.0391866344061
"283",12003,"Florida","Baker",31.1265666980592,38.7946722701941
"284",12005,"Florida","Bay",31.1265666980592,31.5479722866468
"285",12007,"Florida","Bradford",31.1265666980592,31.3196911539016
"286",12009,"Florida","Brevard",31.1265666980592,25.948147830252
"287",12011,"Florida","Broward",31.1265666980592,31.4892487439549
"288",12013,"Florida","Calhoun",31.1265666980592,23.1280578454275
"289",12015,"Florida","Charlotte",31.1265666980592,25.3000830240887
"290",12017,"Florida","Citrus",31.1265666980592,23.1139181148326
"291",12019,"Florida","Clay",31.1265666980592,38.0361911706077
"292",12021,"Florida","Collier",31.1265666980592,29.9398848548224
"293",12023,"Florida","Columbia",31.1265666980592,35.7137282167776
"294",12027,"Florida","DeSoto",31.1265666980592,34.7612042749223
"295",12029,"Florida","Dixie",31.1265666980592,28.6036546055367
"296",12031,"Florida","Duval",31.1265666980592,33.2939898756939
"297",12033,"Florida","Escambia",31.1265666980592,30.4629240086898
"298",12035,"Florida","Flagler",31.1265666980592,35.5941455969859
"299",12037,"Florida","Franklin",31.1265666980592,22.6971561639845
"300",12039,"Florida","Gadsden",31.1265666980592,32.0545951426888
"301",12041,"Florida","Gilchrist",31.1265666980592,34.3659813533062
"302",12043,"Florida","Glades",31.1265666980592,35.4227796410526
"303",12045,"Florida","Gulf",31.1265666980592,39.3131982682035
"304",12047,"Florida","Hamilton",31.1265666980592,39.2398519112233
"305",12049,"Florida","Hardee",31.1265666980592,51.1421147822099
"306",12051,"Florida","Hendry",31.1265666980592,42.9949251028617
"307",12053,"Florida","Hernando",31.1265666980592,31.0710147500035
"308",12055,"Florida","Highlands",31.1265666980592,28.9982501410753
"309",12057,"Florida","Hillsborough",31.1265666980592,35.2281344229981
"310",12059,"Florida","Holmes",31.1265666980592,28.3300827484985
"311",12061,"Florida","Indian River",31.1265666980592,24.5251221598872
"312",12063,"Florida","Jackson",31.1265666980592,26.1754962370119
"313",12065,"Florida","Jefferson",31.1265666980592,35.7453592497197
"314",12067,"Florida","Lafayette",31.1265666980592,30.2537764717552
"315",12069,"Florida","Lake",31.1265666980592,32.0875200246514
"316",12071,"Florida","Lee",31.1265666980592,28.4329748538736
"317",12073,"Florida","Leon",31.1265666980592,29.580587309289
"318",12075,"Florida","Levy",31.1265666980592,27.5000421625186
"319",12077,"Florida","Liberty",31.1265666980592,34.2444634040694
"320",12079,"Florida","Madison",31.1265666980592,31.7800911045942
"321",12081,"Florida","Manatee",31.1265666980592,27.9454532597552
"322",12083,"Florida","Marion",31.1265666980592,27.7355682477694
"323",12085,"Florida","Martin",31.1265666980592,22.990541791145
"324",12087,"Florida","Monroe",31.1265666980592,24.8600893054552
"325",12089,"Florida","Nassau",31.1265666980592,33.425841486979
"326",12091,"Florida","Okaloosa",31.1265666980592,30.5218649809257
"327",12093,"Florida","Okeechobee",31.1265666980592,34.1605484814581
"328",12095,"Florida","Orange",31.1265666980592,37.8749231117229
"329",12097,"Florida","Osceola",31.1265666980592,42.3288603653175
"330",12099,"Florida","Palm Beach",31.1265666980592,26.579214005711
"331",12101,"Florida","Pasco",31.1265666980592,27.4078381762189
"332",12103,"Florida","Pinellas",31.1265666980592,21.6901961221954
"333",12105,"Florida","Polk",31.1265666980592,33.7728693194407
"334",12107,"Florida","Putnam",31.1265666980592,28.7344097292389
"335",12109,"Florida","St Johns",31.1265666980592,32.9807574479561
"336",12111,"Florida","St Lucie",31.1265666980592,31.0085048784779
"337",12113,"Florida","Santa Rosa",31.1265666980592,34.051225305076
"338",12115,"Florida","Sarasota",31.1265666980592,23.7481250603371
"339",12117,"Florida","Seminole",31.1265666980592,33.9482587926209
"340",12119,"Florida","Sumter",31.1265666980592,20.8506661919218
"341",12121,"Florida","Suwannee",31.1265666980592,33.1434804369994
"342",12123,"Florida","Taylor",31.1265666980592,32.0336204142951
"343",12125,"Florida","Union",31.1265666980592,32.4585429182995
"344",12127,"Florida","Volusia",31.1265666980592,25.5681046408708
"345",12129,"Florida","Wakulla",31.1265666980592,28.5838853562045
"346",12131,"Florida","Walton",31.1265666980592,29.2318720684832
"347",12133,"Florida","Washington",31.1265666980592,29.4479222638146
"348",13001,"Georgia","Appling",33.7314642509802,45.8657335425538
"349",13003,"Georgia","Atkinson",33.7314642509802,41.8489496684565
"350",13005,"Georgia","Bacon",33.7314642509802,29.8713175205014
"351",13007,"Georgia","Baker",33.7314642509802,25.4428178223095
"352",13009,"Georgia","Baldwin",33.7314642509802,29.8026354460872
"353",13011,"Georgia","Banks",33.7314642509802,40.4338443158267
"354",13013,"Georgia","Barrow",33.7314642509802,39.2783616873932
"355",13015,"Georgia","Bartow",33.7314642509802,41.9244100900275
"356",13017,"Georgia","Ben Hill",33.7314642509802,35.6914351392707
"357",13019,"Georgia","Berrien",33.7314642509802,33.3076477633986
"358",13021,"Georgia","Bibb",33.7314642509802,29.5236026661536
"359",13023,"Georgia","Bleckley",33.7314642509802,37.3568936619677
"360",13025,"Georgia","Brantley",33.7314642509802,30.3402122565538
"361",13027,"Georgia","Brooks",33.7314642509802,24.7971511128954
"362",13029,"Georgia","Bryan",33.7314642509802,36.4943214320911
"363",13031,"Georgia","Bulloch",33.7314642509802,31.9492776516907
"364",13033,"Georgia","Burke",33.7314642509802,29.0584912404669
"365",13035,"Georgia","Butts",33.7314642509802,34.5826651929023
"366",13037,"Georgia","Calhoun",33.7314642509802,28.9521105912743
"367",13039,"Georgia","Camden",33.7314642509802,33.4015314366037
"368",13043,"Georgia","Candler",33.7314642509802,29.3562045453529
"369",13045,"Georgia","Carroll",33.7314642509802,38.0394951960124
"370",13047,"Georgia","Catoosa",33.7314642509802,31.4127491669203
"371",13049,"Georgia","Charlton",33.7314642509802,29.7653581976522
"372",13051,"Georgia","Chatham",33.7314642509802,29.3483583554845
"373",13053,"Georgia","Chattahoochee",33.7314642509802,43.052572798183
"374",13055,"Georgia","Chattooga",33.7314642509802,26.8744938963602
"375",13057,"Georgia","Cherokee",33.7314642509802,36.0178898857681
"376",13059,"Georgia","Clarke",33.7314642509802,26.1634433725091
"377",13061,"Georgia","Clay",33.7314642509802,27.4353134440757
"378",13063,"Georgia","Clayton",33.7314642509802,40.4098206138162
"379",13065,"Georgia","Clinch",33.7314642509802,37.1212906263659
"380",13067,"Georgia","Cobb",33.7314642509802,33.1185516195355
"381",13069,"Georgia","Coffee",33.7314642509802,35.9802041106101
"382",13071,"Georgia","Colquitt",33.7314642509802,34.8886781039533
"383",13073,"Georgia","Columbia",33.7314642509802,35.7392114574936
"384",13075,"Georgia","Cook",33.7314642509802,32.6945343037349
"385",13077,"Georgia","Coweta",33.7314642509802,36.5570237823819
"386",13079,"Georgia","Crawford",33.7314642509802,30.9745242084007
"387",13081,"Georgia","Crisp",33.7314642509802,31.7329577910245
"388",13083,"Georgia","Dade",33.7314642509802,31.3414317978241
"389",13085,"Georgia","Dawson",33.7314642509802,35.2024912507649
"390",13087,"Georgia","Decatur",33.7314642509802,37.9249072989869
"391",13089,"Georgia","De Kalb",33.7314642509802,31.7308519477463
"392",13091,"Georgia","Dodge",33.7314642509802,36.0537435629337
"393",13093,"Georgia","Dooly",33.7314642509802,33.4235901469251
"394",13095,"Georgia","Dougherty",33.7314642509802,28.8894705833634
"395",13097,"Georgia","Douglas",33.7314642509802,40.1669585875941
"396",13099,"Georgia","Early",33.7314642509802,35.935577944738
"397",13101,"Georgia","Echols",33.7314642509802,44.439406253976
"398",13103,"Georgia","Effingham",33.7314642509802,35.525342814894
"399",13105,"Georgia","Elbert",33.7314642509802,33.3323116020058
"400",13107,"Georgia","Emanuel",33.7314642509802,32.0255614106642
"401",13109,"Georgia","Evans",33.7314642509802,29.7502497945245
"402",13111,"Georgia","Fannin",33.7314642509802,32.0251954553727
"403",13113,"Georgia","Fayette",33.7314642509802,39.4513407864579
"404",13115,"Georgia","Floyd",33.7314642509802,34.7169665118696
"405",13117,"Georgia","Forsyth",33.7314642509802,38.237934242076
"406",13119,"Georgia","Franklin",33.7314642509802,40.2103349095214
"407",13121,"Georgia","Fulton",33.7314642509802,27.3442255199934
"408",13123,"Georgia","Gilmer",33.7314642509802,34.1946547457083
"409",13125,"Georgia","Glascock",33.7314642509802,33.7997578158228
"410",13127,"Georgia","Glynn",33.7314642509802,29.2753662690347
"411",13129,"Georgia","Gordon",33.7314642509802,36.9498096563962
"412",13131,"Georgia","Grady",33.7314642509802,35.3194659402941
"413",13133,"Georgia","Greene",33.7314642509802,33.8442369537905
"414",13135,"Georgia","Gwinnett",33.7314642509802,41.8503418901851
"415",13137,"Georgia","Habersham",33.7314642509802,33.4190033294294
"416",13139,"Georgia","Hall",33.7314642509802,43.522659093746
"417",13141,"Georgia","Hancock",33.7314642509802,22.0660012875516
"418",13143,"Georgia","Haralson",33.7314642509802,40.3981739677816
"419",13145,"Georgia","Harris",33.7314642509802,39.4525720708707
"420",13147,"Georgia","Hart",33.7314642509802,34.0570151245782
"421",13149,"Georgia","Heard",33.7314642509802,37.0779275555484
"422",13151,"Georgia","Henry",33.7314642509802,36.5749353728411
"423",13153,"Georgia","Houston",33.7314642509802,34.650871726823
"424",13155,"Georgia","Irwin",33.7314642509802,27.7690947474097
"425",13157,"Georgia","Jackson",33.7314642509802,39.4026326420329
"426",13159,"Georgia","Jasper",33.7314642509802,39.8726754575488
"427",13161,"Georgia","Jeff Davis",33.7314642509802,40.8961034751301
"428",13163,"Georgia","Jefferson",33.7314642509802,40.0025857715135
"429",13165,"Georgia","Jenkins",33.7314642509802,24.0410688090678
"430",13167,"Georgia","Johnson",33.7314642509802,27.8516871993574
