"","county_fips","county","state","self_employed","divorce_marriage","living_alone","living_alone_65over","living_grandchildren","carpool_drive_alone","libertarian_vote","religious_adherents","living_alone_reverse","living_alone_65over_reverse","divorce_marriage_reverse","libertarian_vote_reverse","self_employed_reverse","county_collectivism_raw","county_collectivism_score"
"11",1021,"Chilton","Alabama",0.106917572,0.221179764,0.238379304,0.119130589,0.031350106,0.129901639,0.00755755280139824,0.736681921,0.761620696,0.880869411,4.52120927301469,0.992442447198602,0.893082428,4.57783306795487,39.5396046005311
"12",1023,"Choctaw","Alabama",0.054721977,0.218544367,0.355967865,0.172532517,0.059404776,0.103923097,0.00485256198285102,0.614844058,0.644032135,0.827467483,4.57572992489896,0.995147438017149,0.945278023,2.75243284148214,35.602846629914
"13",1025,"Clarke","Alabama",0.089401862,0.289276486,0.351612115,0.134709331,0.06111869,0.055890805,0.00420755352721736,0.756746221,0.648387885,0.865290669,3.45690039943309,0.995792446472783,0.910598138,2.69236213532361,35.4732948593814
"14",1027,"Clay","Alabama",0.117715392,0.154251317,0.26071103,0.121969006,0.017773019,0.097334878,0.00890536582395382,0.686639505,0.73928897,0.878030994,6.48292682000245,0.991094634176046,0.882284608,3.08495822035845,36.3199890498277
"15",1029,"Cleburne","Alabama",0.091883345,0.233516484,0.305676098,0.17253949,0.061085271,0.128463476,0.008740595041511,0.785666844,0.694323902,0.82746051,4.28235293230948,0.991259404958489,0.908116655,3.80076748509525,37.8637424621078
"16",1031,"Coffee","Alabama",0.10750321,0.277392317,0.288120611,0.130383539,0.033710571,0.105585901,0.0125807169259259,0.693388198,0.711879389,0.869616461,3.60500251346183,0.987419283074074,0.89249679,1.79452313744211,33.5369661682916
"17",1033,"Colbert","Alabama",0.090663957,0.300150247,0.294335081,0.132596923,0.025841459,0.090934449,0.0117328920669153,0.603054502,0.705664919,0.867403077,3.33166475788374,0.988267107933085,0.909336043,0.740795131167156,31.2644387151855
"18",1035,"Conecuh","Alabama",0.077987756,0.249202128,0.400853357,0.188636874,0.033389853,0.103147398,0.00490023182199969,0.434853842,0.599146643,0.811363126,4.01280682482776,0.995099768178,0.922012244,-1.6942049832792,26.0129842834506
"19",1037,"Coosa","Alabama",0.073164426,0.265114091,0.275568892,0.134783696,0.022294725,0.15323646,0.00742286782232159,0.4718398,0.724431108,0.865216304,3.77196095548162,0.992577132177678,0.926835574,2.28710028429828,34.5992849852324
"20",1039,"Covington","Alabama",0.08952949,0.3196767,0.313512752,0.166478794,0.054424272,0.091375613,0.00672007480665519,0.578466862,0.686487248,0.833521206,3.1281604195739,0.993279925193345,0.91047051,1.41405334480703,32.716424203295
"21",1041,"Crenshaw","Alabama",0.121784879,0.292662819,0.33994627,0.140731556,0.058590467,0.160833954,0.00686353253302101,0.609519479,0.66005373,0.859268444,3.41690141377337,0.993136467466979,0.878215121,2.72164089608852,35.5364390362799
"22",1043,"Cullman","Alabama",0.115517241,0.253133347,0.25248893,0.125976998,0.041960659,0.128479072,0.0110503989556283,0.626101109,0.74751107,0.874023002,3.9504870134712,0.988949601044372,0.884482759,3.28000497586203,36.7406375510364
"23",1045,"Dale","Alabama",0.090091085,0.308222446,0.323041237,0.135721649,0.031190895,0.111030126,0.0123321253972034,0.503527551,0.676958763,0.864278351,3.2444100453346,0.987667874602797,0.909908915,0.151322343402838,29.9931494592522
"24",1047,"Dallas","Alabama",0.091023052,0.375711941,0.402358842,0.18409815,0.051511335,0.084765178,0.00405047519144648,0.551115387,0.597641158,0.81590185,2.66161356846521,0.995949524808553,0.908976948,-1.12741088034061,27.2353634472539
"25",1049,"De Kalb","Alabama",0.120965387,0.212822165,0.26597898,0.127286882,0.045332606,0.14884637,0.0103835078069901,0.632136074,0.73402102,0.872713118,4.69875870307024,0.98961649219301,0.879034613,3.90259885568404,38.0833575656947
"26",1051,"Elmore","Alabama",0.06710828,0.231434593,0.240243599,0.104990057,0.031054545,0.064468843,0.0118835041758469,0.461847983,0.759756401,0.895009943,4.32087522888162,0.988116495824153,0.93289172,2.5456020492129,35.1567840304761
"27",1053,"Escambia","Alabama",0.076133909,0.357678215,0.366687145,0.17232376,0.036540962,0.070300429,0.00716687190760528,0.655222135,0.633312855,0.82767624,2.79580907660255,0.992833128092395,0.923866091,-0.66724719196093,28.2277776267557
"28",1055,"Etowah","Alabama",0.09148917,0.309169952,0.302879534,0.148642726,0.041659117,0.081250974,0.0117714123768019,0.810646197,0.697120466,0.851357274,3.23446697692019,0.988228587623198,0.90851083,1.87397250486016,33.708311019633
"29",1057,"Fayette","Alabama",0.10292249,0.252316465,0.299365131,0.164251994,0.051306413,0.09689781,0.00769085875165412,0.603333129,0.700634869,0.835748006,3.96327683173589,0.992309141248346,0.89707751,1.82973546002041,33.6129069891394
"30",1059,"Franklin","Alabama",0.09993318,0.255798865,0.304653439,0.135688228,0.023646032,0.179741807,0.0116619134716171,0.625291938,0.695346561,0.864311772,3.9093214897572,0.988338086528383,0.90006682,2.12267030071655,34.2446662889672
"31",1061,"Geneva","Alabama",0.11046832,0.287212479,0.288422673,0.148686363,0.041597242,0.081182393,0.00818727148864089,0.576503245,0.711577327,0.851313637,3.48174286675058,0.991812728511359,0.88953168,1.05792252714376,31.9483730029687
"32",1063,"Greene","Alabama",0.119320594,0.400948367,0.478064067,0.269498607,0.034136546,0.235792019,0.00157692083507853,0.276196636,0.521935933,0.730501393,2.49408672613449,0.998423079164921,0.880679406,-5.02118760007164,18.8378315992248
"33",1065,"Hale","Alabama",0.100681023,0.26681128,0.370164723,0.198593374,0.04573873,0.10798626,0.00432255115189873,0.539330402,0.629835277,0.801406626,3.74796747723709,0.995677448848101,0.899318977,-0.584040517558706,28.4072256918491
"34",1067,"Henry","Alabama",0.092337112,0.232274843,0.322913551,0.180676039,0.036316695,0.084024235,0.00755402987104754,0.615362184,0.677086449,0.819323961,4.30524454170011,0.992445970128952,0.907662888,0.325655510740471,30.3691259032705
"35",1069,"Houston","Alabama",0.104795659,0.290948595,0.312591772,0.128734083,0.043551363,0.09532619,0.0121874128815433,0.841803325,0.687408228,0.871265917,3.43703326699344,0.987812587118457,0.895204341,2.54111976708734,35.1471172956809
"36",1071,"Jackson","Alabama",0.079294291,0.279556871,0.294242864,0.139767779,0.040816327,0.100093765,0.0109984326933491,0.538732193,0.705757136,0.860232221,3.5770896863415,0.989001567306651,0.920705709,1.64138336880994,33.206696567117
"37",1073,"Jefferson","Alabama",0.079388033,0.298180177,0.336591496,0.124968961,0.038414654,0.105150408,0.0120942294511429,0.799448957,0.663408504,0.875031039,3.35367699510085,0.987905770548857,0.920611967,2.33127889383311,34.6945629909512
"38",1075,"Lamar","Alabama",0.073592269,0.227409136,0.26876935,0.169311146,0.024208566,0.104226599,0.00529748184415404,0.695963355,0.73123065,0.830688854,4.39736071113695,0.994702518155846,0.926407731,2.42000635532676,34.8859174874512
"39",1077,"Lauderdale","Alabama",0.077103556,0.243737982,0.293668436,0.131051076,0.038330145,0.116135174,0.0148301984512168,0.662626651,0.706331564,0.868948924,4.10276638788287,0.985169801548783,0.922896444,2.55842241849052,35.1844331400839
"40",1079,"Lawrence","Alabama",0.109786065,0.202569304,0.295424429,0.150596305,0.034455278,0.076510721,0.00959129284617304,0.696005805,0.704575571,0.849403695,4.93658209932932,0.990408707153827,0.890213935,1.58874300824188,33.0931694862955
"41",1081,"Lee","Alabama",0.080470218,0.188950943,0.297824019,0.083310315,0.032182643,0.098303938,0.018038254045284,0.357906578,0.702175981,0.916689685,5.29237898537506,0.981961745954716,0.919529782,1.70218776599884,33.3378306558558
"42",1083,"Limestone","Alabama",0.096880848,0.231201019,0.244114902,0.107228041,0.033810905,0.076173249,0.0168221211996547,0.522960317,0.755885098,0.892771959,4.32524045233555,0.983177878800345,0.903119152,1.95335740356092,33.8795168342125
"43",1085,"Lowndes","Alabama",0.085859941,0.405465288,0.383154211,0.19420145,0.04365514,0.083627043,0.00185937183723482,0.516923674,0.616845789,0.80579855,2.46630236815735,0.998140628162765,0.914140059,-1.43335760041144,26.5755420166681
"44",1087,"Macon","Alabama",0.084558824,0.327511814,0.355910812,0.148366288,0.044473512,0.124976003,0.0051882019314456,0.596252304,0.644089188,0.851633712,3.05332497104975,0.994811798068554,0.915441176,1.46801882941237,32.8328091190944
"45",1089,"Madison","Alabama",0.080923897,0.219824027,0.305635806,0.101467077,0.02643936,0.07821583,0.0230828513415851,0.638830564,0.694364194,0.898532923,4.54909326176615,0.976917148658415,0.919076103,0.915587427407733,31.6414053417084
"46",1091,"Marengo","Alabama",0.081718729,0.327538248,0.415367936,0.156389755,0.046477132,0.078075207,0.00573973001834862,0.871500285,0.584632064,0.843610245,3.05307855221843,0.994260269981651,0.918281271,0.849756313549018,31.499430360858
"47",1093,"Marion","Alabama",0.100319986,0.296571198,0.311218007,0.15347613,0.027022781,0.104116476,0.00901450071163178,0.559694625,0.688781993,0.84652387,3.37187160028938,0.990985499288368,0.899680014,0.0509028023903166,29.776579184551
"48",1095,"Marshall","Alabama",0.1039165,0.240474842,0.259059282,0.11850821,0.035006862,0.114934799,0.0120324944556802,0.646365201,0.740940718,0.88149179,4.15843916013468,0.98796750554432,0.8960835,3.06297927852008,36.2725880616975
"49",1097,"Mobile","Alabama",0.088825735,0.279152593,0.322953542,0.115259547,0.042774972,0.082480479,0.0110639138966828,0.729747908,0.677046458,0.884740453,3.58227014570486,0.988936086103317,0.911174265,2.37502573768214,34.7889098271761
"50",1099,"Monroe","Alabama",0.080064309,0.284053395,0.370101398,0.167169087,0.043577083,0.044693732,0.00512274499193851,0.656837953,0.629898602,0.832830913,3.52046487597869,0.994877255008061,0.919935691,-0.132100716676988,29.3819037857584
"51",1101,"Montgomery","Alabama",0.079293632,0.348737198,0.347254266,0.127985644,0.039505571,0.111547134,0.00949405274087392,0.737846904,0.652745734,0.872014356,2.86748877302157,0.990505947259126,0.920706368,1.95027638299788,33.8728721367465
"52",1103,"Morgan","Alabama",0.087853046,0.227688481,0.295329556,0.144133822,0.043808834,0.089088592,0.0141466626486356,0.689663834,0.704670444,0.855866178,4.39196570510741,0.985853337351364,0.912146954,2.14619556863553,34.2954021685009
"53",1105,"Perry","Alabama",0.129943503,0.337595908,0.387317073,0.144065041,0.049469257,0.0697419,0.00353327856692161,0.549054165,0.612682927,0.855934959,2.96212121149288,0.996466721433078,0.870056497,-0.708146291610938,28.1395723914308
"54",1107,"Pickens","Alabama",0.099208063,0.326011056,0.324862346,0.134971057,0.033088235,0.045231238,0.00376242368204386,0.696281964,0.675137654,0.865028943,3.0673806350911,0.996237576317956,0.900791937,0.772969254990241,31.3338271904203
"55",1109,"Pike","Alabama",0.096568236,0.303745086,0.361703901,0.127375792,0.030963777,0.091369656,0.0113907977015389,0.488412251,0.638296099,0.872624208,3.29223433099425,0.988609202298461,0.903431764,-0.786385063815667,27.9708383759412
"56",1111,"Randolph","Alabama",0.082665738,0.2375971,0.287661817,0.138389277,0.024179377,0.077570487,0.00694804103838701,0.495925707,0.712338183,0.861610723,4.20880557885597,0.993051958961613,0.917334262,0.940878979767444,31.6959504868757
"57",1113,"Russell","Alabama",0.087010401,0.293085704,0.327934532,0.107833944,0.032855773,0.084659323,0.00905925131846312,0.61037798,0.672065468,0.892166056,3.41197126421424,0.990940748681537,0.912989599,1.5166951427463,32.9377871188331
"58",1115,"St Clair","Alabama",0.072798584,0.228318027,0.233790413,0.108103316,0.043526161,0.075398633,0.0107039958863887,0.520685378,0.766209587,0.891896684,4.3798556475788,0.989296004113611,0.927201416,3.82768532493362,37.9217949478032
"59",1117,"Shelby","Alabama",0.09651935,0.177783906,0.245153743,0.098464954,0.031555125,0.084049741,0.015883403146368,0.440589354,0.754846257,0.901535046,5.62480610590252,0.984116596853632,0.90348065,2.50634425982864,35.0721185346435
"60",1119,"Sumter","Alabama",0.092114445,0.269306375,0.322217591,0.141934139,0.042777527,0.115554249,0.00545659894929264,0.405751316,0.677782409,0.858065861,3.71324295609415,0.994543401050707,0.907885555,1.16773961932447,32.1852105505282
"61",1121,"Talladega","Alabama",0.07048266,0.276057426,0.279736704,0.11449674,0.03939603,0.115646259,0.00722092782898242,0.564267368,0.720263296,0.88550326,3.62243470313311,0.992779072171018,0.92951734,3.54905967057101,37.3208956218784
"62",1123,"Tallapoosa","Alabama",0.109615385,0.270706825,0.306728312,0.160846818,0.041400338,0.127789833,0.00701595669460721,0.731088572,0.693271688,0.839153182,3.69403320363275,0.992984043305393,0.890384615,2.24621092274322,34.5111007516156
"63",1125,"Tuscaloosa","Alabama",0.084386421,0.216083925,0.296909479,0.096892959,0.034384505,0.12395747,0.0123813985514794,0.49214662,0.703090521,0.903107041,4.62783152425614,0.987618601448521,0.915613579,2.84303002768369,35.7982334769857
"64",1127,"Walker","Alabama",0.076696165,0.27554836,0.291245246,0.147665669,0.045814808,0.117605667,0.00975743004010266,0.666401396,0.708754754,0.852334331,3.62912702510732,0.990242569959897,0.923303835,2.95108104300085,36.0312622065838
"65",1129,"Washington","Alabama",0.07073955,0.187576127,0.239375227,0.116600073,0.036143352,0.047140163,0.00548537414218116,0.655315831,0.760624773,0.883399927,5.33116882192583,0.994514625857819,0.92926045,4.36779728486692,39.0866299425932
"66",1131,"Wilcox","Alabama",0.063378176,0.273641102,0.330539257,0.151718357,0.053480081,0.090976331,0.00251029729027613,0.531415094,0.669460743,0.848281643,3.6544217688467,0.997489702709724,0.936621824,2.43819984876343,34.9251545705092
"67",1133,"Winston","Alabama",0.130973089,0.257541029,0.249478194,0.119301329,0.026178344,0.257023061,0.00869483937451258,0.582327952,0.750521806,0.880698671,3.88287646392839,0.991305160625487,0.869026911,4.58234195115067,39.5493287046493
"68",4001,"Apache","Arizona",0.050926434,0.230473965,0.322450217,0.125846558,0.083062277,0.055700909,0.0282831134881724,0.384907832,0.677549783,0.874153442,4.33888487144307,0.971716886511828,0.949073566,1.31094799817011,32.4940615732813
"69",4003,"Cochise","Arizona",0.098665158,0.268432882,0.337620773,0.182266506,0.033878476,0.11274387,0.0334695055542834,0.454016437,0.662379227,0.817733494,3.72532602023026,0.966530494445717,0.901334842,-3.74716453650567,21.585459422157
"70",4005,"Coconino","Arizona",0.085438893,0.219404539,0.270055584,0.086646279,0.056378215,0.163199178,0.0352922886658478,0.324436082,0.729944416,0.913353721,4.5577908486205,0.964707711334152,0.914561107,2.08939986915007,34.1729134564893
"71",4007,"Gila","Arizona",0.121549326,0.290550694,0.330368935,0.199700625,0.033319822,0.19662672,0.0240143215990167,0.330586424,0.669631065,0.800299375,3.44174018734232,0.975985678400983,0.878450674,-2.83971976513026,23.5425044497618
"72",4009,"Graham","Arizona",0.081271331,0.297232898,0.218006324,0.090031619,0.057601643,0.123686268,0.0273035315076692,0.456777308,0.781993676,0.909968381,3.36436513834347,0.972696468492331,0.918728669,3.4206114753042,37.0438772183554
"73",4011,"Greenlee","Arizona",0.045564127,0.241129032,0.298728814,0.118038741,0.058156819,0.150426847,0.0398009952218453,0.290494615,0.701271186,0.881961259,4.14715719507388,0.960199004778155,0.954435873,0.48238778367672,30.7071432957231
"74",4012,"La Paz","Arizona",0.106822755,0.250534524,0.342049153,0.202109752,0.037895422,0.145441389,0.0239630285269509,0.306094099,0.657950847,0.797890248,3.9914658628046,0.976036971473049,0.893177245,-3.32589209316033,22.4939986154197
"75",4013,"Maricopa","Arizona",0.098794787,0.240893075,0.260687697,0.100242561,0.0369098,0.142551445,0.0290458562165033,0.472375043,0.739312303,0.899757439,4.15121937398989,0.970954143783497,0.901205213,1.43341805380601,32.7581871938956
"76",4015,"Mohave","Arizona",0.107849469,0.299066633,0.309712196,0.179018378,0.026772812,0.147049121,0.022725175991516,0.256279687,0.690287804,0.820981622,3.34373644417898,0.977274824008484,0.892150531,-3.14393824959181,22.8864102266185
"77",4017,"Navajo","Arizona",0.101092172,0.226236426,0.256941302,0.1127113,0.075060797,0.129953771,0.0245182493953774,0.451221455,0.743058698,0.8872887,4.42015469250739,0.975481750604623,0.898907828,3.56140906663277,37.3475290048885
"78",4019,"Pima","Arizona",0.10012593,0.281659501,0.311003959,0.135590616,0.033459723,0.135234854,0.0258807546074795,0.388417848,0.688996041,0.864409384,3.55038618065293,0.97411924539252,0.89987407,-1.21449507129531,27.0475529178786
"79",4021,"Pinal","Arizona",0.084012602,0.230119423,0.210931415,0.112033798,0.039545764,0.157281059,0.0268810640237385,0.401061458,0.789068585,0.887966202,4.34556973489369,0.973118935976262,0.915987398,2.7114722020751,35.514508674583
"80",4023,"Santa Cruz","Arizona",0.106793049,0.242414496,0.235841691,0.117470422,0.069110512,0.137138571,0.0188714255649417,0.882292475,0.764158309,0.882529578,4.12516584816776,0.981128574435058,0.893206951,6.23578525932225,43.1152349798917
"81",4025,"Yavapai","Arizona",0.163900415,0.283800939,0.314927446,0.1904601,0.024129735,0.134550648,0.0247608032446708,0.415627686,0.685072554,0.8095399,3.52359651635966,0.975239196755329,0.836099585,-4.34582258037664,20.2943607405067
"82",4027,"Yuma","Arizona",0.063137789,0.18518696,0.22101556,0.123369667,0.053158111,0.155660377,0.0258017365108971,0.350464241,0.77898444,0.876630333,5.399948246896,0.974198263489103,0.936862211,3.73798868780996,37.7283502741294
"83",5001,"Arkansas","Arkansas",0.139764319,0.290995826,0.30218021,0.132794633,0.044011346,0.084429825,0.00950719097361729,0.673858534,0.69781979,0.867205367,3.43647540841359,0.990492809026383,0.860235681,1.18275674193866,32.2175972985355
"84",5003,"Ashley","Arkansas",0.063032887,0.284474826,0.348762858,0.168612733,0.030737705,0.068449762,0.00694898906459753,0.874829504,0.651237142,0.831387267,3.51524953564784,0.993051010935402,0.936967113,1.19883916406964,32.2522815297484
"85",5005,"Baxter","Arkansas",0.136490794,0.253456451,0.332632354,0.205351979,0.020964848,0.160566706,0.0157894659601561,0.489177697,0.667367646,0.794648021,3.94545096822176,0.984210534039844,0.863509206,-2.67728598546417,23.8928180234779
"86",5007,"Benton","Arkansas",0.107967029,0.166082034,0.222082485,0.080987673,0.032298521,0.105402712,0.0195349271442058,0.48812484,0.777917515,0.919012327,6.02112086368114,0.980465072855794,0.892032971,3.64732659077721,37.5328234368087
"87",5009,"Boone","Arkansas",0.115692801,0.231636085,0.299762721,0.133337727,0.051963193,0.109685039,0.0116377375413112,0.657265941,0.700237279,0.866662273,4.31711665304652,0.988362262458689,0.884307199,2.69505704206543,35.4791068426616
"88",5011,"Bradley","Arkansas",0.067022697,0.387632408,0.369110677,0.1672707,0.06402345,0.098438993,0.00991980434318555,0.773162636,0.630889323,0.8327293,2.57976366104044,0.990080195656814,0.932977303,1.85034132393554,33.6573467223184
"89",5013,"Calhoun","Arkansas",0.054169203,0.321643836,0.289719626,0.173564753,0.048765239,0.114860014,0.013362262636572,0.911795737,0.710280374,0.826435247,3.10902895711019,0.986637737363428,0.945830797,3.46314332207551,37.135603725427
"90",5015,"Carroll","Arkansas",0.161014075,0.2008521,0.253500044,0.138504887,0.026995116,0.13365484,0.0107560566861914,0.438251946,0.746499956,0.861495113,4.97878787426171,0.989243943313809,0.838985925,0.819414307721809,31.4339931315027
"91",5017,"Chicot","Arkansas",0.106582126,0.390722569,0.383483034,0.179141717,0.044576297,0.061998541,0.00626226788666829,0.556720219,0.616516966,0.820858283,2.55936073147594,0.993737732113332,0.893417874,-2.00197538420552,25.3492298029836
"92",5019,"Clark","Arkansas",0.069611916,0.233864434,0.299308611,0.127215588,0.02360093,0.167615609,0.0110891306557475,0.78760608,0.700691389,0.872784412,4.27598152868341,0.988910869344253,0.930388084,3.9351584040278,38.153577268532
"93",5021,"Clay","Arkansas",0.125176692,0.285528455,0.311067128,0.195282863,0.048035395,0.107433102,0.0147282534947907,0.519447499,0.688932872,0.804717137,3.50227790781833,0.985271746505209,0.874823308,-1.12574938035876,27.2389467289923
"94",5023,"Cleburne","Arkansas",0.157042404,0.253469086,0.307641634,0.161678901,0.044712197,0.124237603,0.0098935690488959,0.63392821,0.692358366,0.838321099,3.94525429424557,0.990106430951104,0.842957596,0.682715030016675,31.1391799922915
"95",5025,"Cleveland","Arkansas",0.111187137,0.2734989,0.284828592,0.166666667,0.035799051,0.068073248,0.012545468,0.644503311,0.715171408,0.833333333,3.65632183529806,0.987454532,0.888812863,0.021536842430097,29.7132469490984
"96",5027,"Columbia","Arkansas",0.095212305,0.246941046,0.31216458,0.159085101,0.033389518,0.07745754,0.00540088466620241,0.827332135,0.68783542,0.840914899,4.04954954309216,0.994599115333798,0.904787695,2.00072735592147,33.9816774644232
"97",5029,"Conway","Arkansas",0.134628265,0.308370562,0.267276181,0.137853242,0.043923755,0.15392311,0.0108168048635579,0.512527154,0.732723819,0.862146758,3.24285169607078,0.989183195136442,0.865371735,1.93756543775083,33.8454590169881
"98",5031,"Craighead","Arkansas",0.112556803,0.252559319,0.270123492,0.101697717,0.037490424,0.116490346,0.0202039810275636,0.604211056,0.729876508,0.898302283,3.95946585522746,0.979796018972436,0.887443197,2.08795914669884,34.1698063156492
"99",5033,"Crawford","Arkansas",0.108170638,0.248347718,0.246755532,0.111697682,0.035634149,0.084251706,0.018626637493317,0.52759716,0.753244468,0.888302318,4.02661239673642,0.981373362506683,0.891829362,1.47818391745317,32.8547317039535
"100",5035,"Crittenden","Arkansas",0.088626873,0.384735092,0.29278528,0.098186905,0.053023663,0.168781165,0.00775300291000183,0.658742188,0.70721472,0.901813095,2.59919102986322,0.992246997089998,0.911373127,5.01828390403852,40.4895049645558
"101",5037,"Cross","Arkansas",0.100096246,0.305990783,0.257617307,0.129189519,0.081632653,0.146123431,0.011094691440363,0.580348126,0.742382693,0.870810481,3.26807229353702,0.988905308559637,0.899903754,5.36213307145529,41.2310688862026
"102",5039,"Dallas","Arkansas",0.058622002,0.309951776,0.370467453,0.220183486,0.054330884,0.093095768,0.00733395360626652,0.670934897,0.629532547,0.779816514,3.2263083403013,0.992666046393733,0.941377998,-0.0245222610611693,29.6139133672575
"103",5041,"Desha","Arkansas",0.075425191,0.292339301,0.345861395,0.184227678,0.062211982,0.120559115,0.00509159128530259,0.666783677,0.654138605,0.815772322,3.42068273605128,0.994908408714697,0.924574809,2.33573318311001,34.7041693548378
"104",5043,"Drew","Arkansas",0.076966135,0.297314082,0.297844641,0.170403587,0.043413323,0.095697832,0.0103697224351477,0.803688761,0.702155359,0.829596413,3.36344647139855,0.989630277564852,0.923033865,2.19693003741883,34.4048188988546
"105",5045,"Faulkner","Arkansas",0.087116922,0.22584281,0.245695839,0.08184235,0.033712971,0.095013199,0.0189959259474168,0.551442129,0.754304161,0.91815765,4.42785847377652,0.981004074052583,0.912883078,3.09776879922072,36.3476170448903
"106",5047,"Franklin","Arkansas",0.111819665,0.273447447,0.310216257,0.157196122,0.042007001,0.096734977,0.0177714942855941,0.474001287,0.689783743,0.842803878,3.65700982390229,0.982228505714406,0.888180335,-0.824710073427374,27.8881845639855
"107",5049,"Fulton","Arkansas",0.110614262,0.340471513,0.34623431,0.1958159,0.043969541,0.169157393,0.0106588119340692,0.424761905,0.65376569,0.8041841,2.93710328711113,0.989341188065931,0.889385738,-0.97804209128726,27.5575003476111
"108",5051,"Garland","Arkansas",0.120484207,0.324331002,0.299329014,0.163257751,0.040487451,0.136511508,0.011698085360619,0.510730685,0.700670986,0.836742249,3.08326985034875,0.988301914639381,0.879515793,0.236081319663977,30.1759453034393
"109",5053,"Grant","Arkansas",0.073759959,0.196903484,0.269107351,0.125291715,0.040708272,0.096830986,0.0104117876463415,0.501280766,0.730892649,0.874708285,5.07863029990876,0.989588212353659,0.926240041,3.16643576513455,36.4957079793928
"110",5055,"Greene","Arkansas",0.108625878,0.32499191,0.271687053,0.13195423,0.028310666,0.12975628,0.0143674738167702,0.467377995,0.728312947,0.86804577,3.07699967054565,0.98563252618323,0.891374122,0.522596071972328,30.7938586894964
"111",5057,"Hempstead","Arkansas",0.072120977,0.281444414,0.323997281,0.146159075,0.054209446,0.119787718,0.00978223157943925,0.631796661,0.676002719,0.853840925,3.55309947633212,0.990217768420561,0.927879023,2.75629207606778,35.6111696663063
"112",5059,"Hot Spring","Arkansas",0.088930494,0.28928047,0.271008403,0.126806723,0.03827183,0.153571773,0.0137081373010671,0.506023002,0.728991597,0.873193277,3.45685279064985,0.986291862698933,0.911069506,2.50871284625479,35.0772267576824
"113",5061,"Howard","Arkansas",0.112047967,0.262327416,0.289816233,0.157733538,0.04753317,0.159554731,0.00921120324575921,0.608916699,0.710183767,0.842266462,3.81203007771022,0.990788796754241,0.887952033,2.68164127056584,35.4501736560557
"114",5063,"Independence","Arkansas",0.091725385,0.241968815,0.273496567,0.117361448,0.048129027,0.113857621,0.0179926424801544,0.731061205,0.726503433,0.882638552,4.13276396795182,0.982007357519846,0.908274615,3.55416914137814,37.331914986089
"115",5065,"Izard","Arkansas",0.156689721,0.311887149,0.334226804,0.173195876,0.075134353,0.113201912,0.0115600890886403,0.494954703,0.665773196,0.826804124,3.20628792563685,0.98843991091136,0.843310279,0.115727029440096,29.9163826582366
