"","county.fips","state","county","people.living.alone","elder.living.alone","family.with.grandchild","marry.divorce.ratio","non.religious.ratio","self.employed.rate","voting.for.libertarian","people.living.alone_zscore","elder.living.alone_zscore","family.with.grandchild_zscore","marry.divorce.ratio_zscore","non.religious.ratio_zscore","self.employed.rate_zscore","voting.for.libertarian_zscore","score"
"709",18027,"Indiana","Daviess",0.264004819,0.273325766,0.053523793,4.897435897,0.430214793,0.074646498,0.036419523,-0.496771390221506,-0.109709838213779,-0.0540099852429785,0.210645072025902,-0.382634933089369,-0.756094486664255,0.459101889988309,1.02145370093172
"710",18029,"Indiana","Dearborn",0.233755577,0.26100434,0.056618288,4.352,0.674875195,0.089705882,0.038387555,-1.07850619268912,-0.366020242889597,0.041319172983965,-0.0722337680467916,0.895454410361876,-0.318979474604131,0.604909524046328,0.3766949168054
"711",18031,"Indiana","Decatur",0.267393868,0.283074451,0.049528302,4.060606061,0.573889393,0.12118948,0.043881781,-0.431595285955223,0.0930823870860421,-0.177095268539066,-0.223359097204461,0.367911431109853,0.594866225822002,1.01196596115714,-1.58996689055442
"712",18033,"Indiana","De",0.255346958,0.290743155,0.043072719,4.105263158,0.648422512,0.072849258,0.04882255,-0.663274043697155,0.252606830570023,-0.375966261464945,-0.200198634407906,0.757267388793939,-0.808261333878918,1.37801785376722,-1.09212432261215
"713",18035,"Indiana","Delaware",0.313209947,0.271801213,0.043024429,3.083969466,0.689096807,0.059106488,0.053289783,0.449511343655713,-0.141423602219645,-0.377453885471698,-0.72987109739675,0.969747146723431,-1.2071601915141,1.70898639214256,-1.42724387686291
"714",18037,"Indiana","Dubois",0.310929721,0.248001332,0.024777122,4.385245902,0.341842931,0.093033135,0.049586424,0.405659440798394,-0.63650892191773,-0.939581281450238,-0.0549914811957476,-0.844283545451021,-0.22240233471434,1.4346117814363,-1.02166622040609
"715",18039,"Indiana","Elkhart",0.253872139,0.252774194,0.061814053,4.438596491,0.541456771,0.081240532,0.026264131,-0.691636854892242,-0.537223807460861,0.201380153465437,-0.0273223218746936,0.198485613856506,-0.564695472505717,-0.293291201410479,2.11706419775292
"716",18041,"Indiana","Fayette",0.290585925,0.286506936,0.056732458,2.759562842,0.507094623,0.108442429,0.036934208,0.0144200785855696,0.16448496819911,0.0448362993631544,-0.898117760320401,0.018980083669016,0.224869195957035,0.497233892991894,0.0229658402809312
"717",18043,"Indiana","Floyd",0.276172147,0.272814397,0.036134984,3.461538462,0.469670991,0.07372594,0.034883285,-0.2627768276259,-0.120347340344512,-0.589690451535248,-0.53405288993489,-0.176518431257976,-0.78281468460011,0.345285027188302,0.941534695039839
"718",18045,"Indiana","Fountain",0.286716352,0.298965632,0.038141166,3.838028169,0.69785788,NA,0.03090609,-0.059997167466051,0.42365086454041,-0.527887914672191,-0.338794432981023,1.01551439776595,NA,0.0506224438881395,NA
"719",18047,"Indiana","Franklin",0.267086331,0.235903688,0.051708633,5.285714286,0.627210884,0.065538239,0.025458683,-0.437509648237308,-0.888164211594751,-0.10992788940738,0.412017480607243,0.646459283017787,-1.02047161806828,-0.352965265265519,1.53070609013345
"720",18049,"Indiana","Fulton",0.282801418,0.299119344,0.049898683,3.170886076,0.680273438,0.074133863,0.034061209,-0.135286768348074,0.4268483828247,-0.165685294067221,-0.68479362824761,0.923654465602773,-0.770974275519327,0.284379027399741,-0.209512497779424
"721",18051,"Indiana","Gibson",0.258297146,0.272727273,0.032878412,3.767605634,0.568416588,0.084167938,0.043489499,-0.606537844045531,-0.122159694506845,-0.690012561432156,-0.375317597527669,0.339321869038886,-0.479724327006347,0.982902556546058,-0.428497523930708
"722",18053,"Indiana","Grant",0.308376744,0.275892699,0.063348416,3.097222222,0.611032786,0.064456982,0.047509518,0.356562158598749,-0.0563124769014022,0.248647812067105,-0.722997834625329,0.561945996510925,-1.05185627939275,1.28073788608251,-0.119431638205598
"723",18055,"Indiana","Greene",0.270285439,0.261923077,0.086994869,3.566666667,0.692659806,0.099177263,0.040610243,-0.375986372366376,-0.346908668282839,0.97710155315991,-0.479530360609461,0.988360011802544,-0.044062331908186,0.769584122085969,0.465645152438259
"724",18057,"Indiana","Hamilton",0.202364467,0.23525534,0.028123541,7.294117647,0.599832502,0.090410525,0.059343878,-1.68220069766512,-0.901651152006579,-0.836491340653873,1.45363358303583,0.503436472668863,-0.298526444557013,2.15752242626827,-2.06870552839813
"725",18059,"Indiana","Hancock",0.223929961,0.233457163,0.031225681,5.495412844,0.670678858,0.119565709,0.057623449,-1.26746639152262,-0.939056844703898,-0.740926670198069,0.520773221067715,0.873533030533397,0.54773450514552,2.03005921324389,-2.50650340396207
"726",18061,"Indiana","Harrison",0.258571725,0.286421634,0.064348549,3.926470588,0.691985676,0.081899995,0.041060319,-0.601257309732415,0.162710515295716,0.279457956211784,-0.292925635130442,0.984838402412314,-0.545553841134991,0.802929370896099,-0.231283546394497
"727",18063,"Indiana","Hendricks",0.192653113,0.260091469,0.040994421,5.611650485,0.612233105,0.060439678,0.057628695,-1.86896348004766,-0.385009792916259,-0.439990407209158,0.581057425388917,0.568216381543,-1.16846290064693,2.03044787910312,-0.197275919633341
"728",18065,"Indiana","Henry",0.280934823,0.29402834,0.048584752,3,0.707282169,0.071535166,0.05260274,-0.171183974420611,0.320945275875374,-0.206162314129715,-0.773420092382688,1.06474624420306,-0.846404284508779,1.65808472269505,-1.45893020559112
"729",18067,"Indiana","Howard",0.312510815,0.264243245,0.046951606,3.721804511,0.526381219,0.082660963,0.050704532,0.436066067376764,-0.298644514523697,-0.256473086466299,-0.399071385313783,0.119731952862174,-0.523465916655652,1.51745021196047,-1.10853950217257
"730",18069,"Indiana","Huntington",0.278938907,0.301057318,0.048633441,4.007518797,0.609186624,0.054965883,0.050637636,-0.209568202362652,0.46716213386222,-0.204662398510232,-0.250891688560384,0.552301771457765,-1.32734575850085,1.51249401841893,-0.948814672825259
"731",18071,"Indiana","Jackson",0.252870214,0.250792063,0.053791013,3.776119403,0.453519428,0.114207221,0.047450667,-0.710905259765408,-0.578456112774425,-0.0457779933795553,-0.370902110551815,-0.260893100724846,0.392198558473065,1.2763777308249,0.206802301138975
"732",18073,"Indiana","Jasper",0.262787161,0.220390456,0.058993036,4.546218487,0.519290358,0.103350949,0.046508139,-0.520188639357968,-1.2108705908523,0.11447577134367,0.0284935596289545,0.0826897760084221,0.0770834471107414,1.20654767841039,0.450720540395434
"733",18075,"Indiana","Jay",0.299287994,0.323800738,0.100785662,3.226666667,0.625451704,0.131379427,0.047224315,0.181772913105341,0.940270943176342,1.40194136966374,-0.655864199569671,0.637269446032182,0.890640528794622,1.25960775473493,-1.85175601661
"734",18077,"Indiana","Jefferson",0.301380609,0.291648448,0.048321305,2.744047619,0.603101336,0.061153628,0.044394952,0.222016796693094,0.271438742978554,-0.214278074778032,-0.90616440394956,0.520512639742729,-1.14773972479456,1.04998579486776,-0.22432792031605
"735",18079,"Indiana","Jennings",0.223353235,0.294401819,0.089948126,3.055555556,0.6756238,0.117568101,0.04758478,-1.27855763095559,0.328714389095542,1.06807972692908,-0.744607373367838,0.899365072100077,0.489751758639328,1.28631390016891,0.0870996112486562
"736",18081,"Indiana","Johnson",0.228852459,0.293301578,0.040336276,4.711864407,0.648397367,0.080490545,0.052168267,-1.17279993999047,0.305827166792626,-0.460265252972771,0.114402327222178,0.757136033019656,-0.586464661507733,1.62589546957717,-1.5042616480862
"737",18083,"Indiana","Knox",0.311627291,0.329084589,0.049235656,4.580357143,0.556308914,0.060900027,0.04101875,0.41907467765482,1.05018565500083,-0.186110534951997,0.0461988545390191,0.276072201389842,-1.15510076985281,0.79984960515034,-1.62239075883404
"738",18085,"Indiana","Kosciusko",0.268702438,0.25773399,0.043660519,3.911111111,0.664194915,0.087771103,0.052855845,-0.406429673194908,-0.434050090403314,-0.357858467073357,-0.300891504377004,0.839661352141218,-0.375138540998791,1.67683677612622,-1.35784678636678
"739",18087,"Indiana","Lagrange",0.181839829,0.235418627,0.068576871,6.941176471,0.391929981,0.111991467,0.046796482,-2.07691790190611,-0.898254454493784,0.40971584222306,1.27058807570874,-0.582632193918011,0.327883886874793,1.2279104462044,1.14113798375303
"740",18089,"Indiana","Lake",0.291117876,0.285324305,0.05955592,3.920353982,0.494311209,0.078755666,0.038877159,0.0246502327794312,0.139883868440676,0.131816002269691,-0.29609788400511,-0.0477996039010446,-0.63682141282026,0.641183324912037,0.306817476863961
"741",18091,"Indiana","La",0.284746625,0.293708525,0.042583688,3.24137931,0.639244954,0.08590604,0.055274178,-0.0978777446805195,0.314292481623199,-0.391031373406273,-0.648233797153668,0.709324448363777,-0.429274024610729,1.85600632880343,-2.09526906575177
"742",18093,"Indiana","Lawrence",0.302355392,0.302087488,0.053623885,3.662068966,0.601541845,0.084125197,0.043612727,0.240763223329298,0.488591738648621,-0.0509265463926163,-0.430051967585049,0.512365964547173,-0.480964931052997,0.992032277571783,-1.37366285185144
"743",18095,"Indiana","Madison",0.299483984,0.310897116,0.052107877,2.8,0.695686588,0.094097651,0.050112707,0.185542072145281,0.671849692535079,-0.0976287600026924,-0.877145880006341,1.00417171564806,-0.191503599136696,1.47360305753087,-2.36414581871895
"744",18097,"Indiana","Marion",0.366965697,0.326328092,0.047769372,3.235772358,0.492952846,0.070656804,0.050225498,1.48330883873835,0.99284498180621,-0.231280948684007,-0.651141724715508,-0.0548956000681662,-0.871899697616191,1.48195952168036,-2.61145726850906
"745",18099,"Indiana","Marshall",0.268840795,0.289054356,0.054728728,4.157480315,0.616487688,0.104548571,0.040226382,-0.40376887653544,0.2174764199255,-0.0168907010728047,-0.173117305721441,0.590442034524346,0.111845729218261,0.74114461286196,-1.10091331534599
"746",18101,"Indiana","Martin",0.334178499,0.239157373,0.036257606,3.401408451,0.579902161,NA,0.038987342,0.852765628697033,-0.82048102954767,-0.585912952447318,-0.565238053688859,0.399321723264301,NA,0.649346567452511,NA
"747",18103,"Indiana","Miami",0.271904472,0.265389082,0.036583511,2.981481481,0.778154719,0.081023877,0.052008929,-0.344850126293052,-0.274808803854938,-0.575873107719195,-0.783024332227181,1.43497963774672,-0.570984119699911,1.61409042941749,-1.65127579280832
"748",18105,"Indiana","Monroe",0.33136809,0.314368861,0.030440868,3.634615385,0.718382742,0.074138404,0.049880301,0.798717572733575,0.744068960490042,-0.765103656315534,-0.444290189146623,1.12273488454504,-0.770842468051653,1.45638455244514,-3.67187696933105
"749",18107,"Indiana","Montgomery",0.293514916,0.230873852,0.053242542,4.258064516,0.664382117,0.0977738,0.045388574,0.0707486305808365,-0.992794901306558,-0.062674216751023,-0.120951428365337,0.840639282690326,-0.0847993730893486,1.12360130161155,-0.899117728872493
"750",18109,"Indiana","Morgan",0.217782069,0.24278438,0.071380822,4.557377049,0.57982725,0.096211857,0.047200667,-1.3856988661814,-0.745032000195708,0.496094488347742,0.0342807127899415,0.398930393281907,-0.130136468768841,1.25785572075875,1.06589499666309
"751",18111,"Indiana","Newton",0.265986518,0.233709818,0.096192385,3.363013699,0.734273319,NA,0.039676523,-0.458660574872306,-0.93380111332237,1.26044066279132,-0.585150683147934,1.20574618085196,NA,0.700406637130108,NA
"752",18113,"Indiana","Noble",0.266918992,0.285494091,0.065303356,4.045801527,0.714920876,0.104118602,0.046654825,-0.440727808881139,0.143415758204758,0.308871785472841,-0.231037156952216,1.10465033139755,0.0993654109914017,1.21741535668464,-1.58421010597215
"753",18115,"Indiana","Ohio",0.301412873,0.205702648,0.028649922,3.921428571,0.611784512,NA,0.03873843,0.22263727808125,-1.51640649329417,-0.820275622859319,-0.295540571053126,0.565872962141412,NA,0.630905165174169,NA
"754",18117,"Indiana","Orange",0.281580272,0.294805195,0.04894313,2.952095808,0.623345246,NA,0.041625977,-0.158771096553525,0.337105419954837,-0.195122104639295,-0.798264592611061,0.626265452332263,NA,0.844837863576092,NA
"755",18119,"Indiana","Owen",0.29535765,0.266624244,0.080056845,3.082352941,0.757469162,0.071070234,0.049636236,0.106186956588819,-0.2491149538038,0.763368460142041,-0.730709474040941,1.32691969118841,-0.859899441866287,1.43830225489796,-0.268316572822122
"756",18121,"Indiana","Parke",0.240623301,0.257038391,0.059249864,3.764285714,0.677457291,NA,0.04136253,-0.946430352093111,-0.448519946504557,0.122387626767289,-0.377039404111907,0.908943104708777,NA,0.825319591632504,NA
"757",18123,"Indiana","Perry",0.315306936,0.338399189,0.046239702,3.448275862,0.614084507,NA,0.050716511,0.489839345319085,1.24394804057157,-0.278404034507383,-0.540931258089577,0.577887980000703,NA,1.5183377125948,NA
"758",18125,"Indiana","Pike",0.324361225,0.330369677,0.036473571,4.946902655,0.771836735,NA,0.04733233,0.663965858072683,1.07691806611331,-0.579259924519827,0.236299964199595,1.40197491791267,NA,1.26761037440411,NA
"759",18127,"Indiana","Porter",0.260576937,0.255844156,0.046590756,4.72972973,0.618023843,0.094432482,0.04007576,-0.562694306840451,-0.473362432766132,-0.267589448504756,0.123667800718808,0.598466804038905,-0.181784764913258,0.729985324061226,-0.501867872803853
"760",18129,"Indiana","Posey",0.246545382,0.224204171,0.045630778,5.06779661,0.546784553,0.096001245,0.043474773,-0.832540535590198,-1.13153766015351,-0.297162575834541,0.298999067706163,0.226317585613143,-0.136249711310502,0.981811536065121,0.296037141835246
"761",18131,"Indiana","Pulaski",0.317027864,0.210148181,0.041898865,2.770588235,0.606680518,NA,0.047084789,0.522935173311766,-1.42393047937908,-0.412128062890163,-0.892399672456475,0.539210043716064,NA,1.24927054682897,NA
"762",18133,"Indiana","Putnam",0.2517441,0.24015748,0.054772154,4.876190476,0.711076621,0.069448829,0.046798365,-0.732561991043037,-0.799676795533756,-0.0155529176783692,0.199626581892797,1.0845682040535,-0.906962486817484,1.22804995398422,-0.0885963842146127
"763",18135,"Indiana","Randolph",0.304151092,0.286392405,0.058430061,3.443708609,0.723981716,0.092864688,0.047423272,0.275297020400679,0.162102493398067,0.0971327370673787,-0.543299967663085,1.1519835449133,-0.2272916922363,1.27434808896185,-1.99600675070714
"764",18137,"Indiana","Ripley",0.257122315,0.303168507,0.047542015,4.581967213,0.430246594,0.118426417,0.040109461,-0.629131470679805,0.511079104749934,-0.238284919098244,0.0470338834334156,-0.382468806822598,0.514665314777574,0.732482165106183,-1.03194510966295
"765",18139,"Indiana","Rush",0.264378199,0.23154848,0.041252635,3.619047619,0.6959766,NA,0.055031882,-0.489590775892547,-0.978761284119259,-0.432035854604481,-0.452364083096077,1.00568671866303,NA,1.83805509299948,NA
"766",18141,"Indiana","St.",0.329408445,0.30906103,0.037844447,3.650406504,0.602175793,0.073719124,0.034288057,0.761030886337213,0.633655416508944,-0.53702865411431,-0.436100457867954,0.515677665895159,-0.783012526419019,0.301185751157685,-1.52946538972634
"767",18143,"Indiana","Scott",0.328364476,0.294283037,0.075582616,2.587209302,0.676919291,0.082114016,0.037969095,0.740953917135892,0.326243484957645,0.625535151545783,-0.987505293751525,0.906132629204136,-0.539341648657787,0.573906642717204,-0.394854580059781
"768",18145,"Indiana","Shelby",0.278201818,0.296133138,0.051015827,4.248062016,0.578182222,0.105985772,0.054084193,-0.223743444301477,0.36472930112869,-0.131270503563995,-0.126139014318865,0.390336878600774,0.153562052571715,1.76784267220916,-2.457858949454
"769",18147,"Indiana","Spencer",0.281829733,0.276420184,0.042693774,4.34375,0.534881373,0.106444307,0.052816548,-0.153973616155227,-0.0453397296065337,-0.387640058922788,-0.0765124567862674,0.164136180748199,0.166871530041377,1.67392533840795,-2.11674730557228
"770",18149,"Indiana","Starke",0.26941232,0.283906465,0.079891433,2.941860465,0.728466903,0.069724232,0.040104054,-0.392777659533035,0.110389949135755,0.75827277030553,-0.803572937682427,1.17541385754757,-0.898968614978743,0.732081571072472,0.835706604743933
"771",18151,"Indiana","Steuben",0.275403609,0.273022972,0.033676675,4.408333333,0.60522724,0.080825451,0.045532705,-0.277556877374546,-0.116008561484399,-0.665421233983343,-0.0430176713723391,0.531618218027524,-0.57674365032766,1.13427968494293,-1.31799237639485
"772",18153,"Indiana","Sullivan",0.271815182,0.31314716,0.031023102,3.232876712,0.655666042,0.099186565,0.035985512,-0.346567296611315,0.718655126271271,-0.747167328381216,-0.652643490525654,0.795107098147353,-0.0437923312333785,0.42694686554503,-1.64487329997452
"773",18155,"Indiana","Switzerland",0.313714903,0.332210243,0.081263499,2.865384615,0.743658211,NA,0.044121677,0.459222346626129,1.11520553513618,0.800540699906906,-0.843235526559619,1.25477222003357,NA,1.02973938566445,NA
"774",18157,"Indiana","Tippecanoe",0.31597053,0.290440023,0.030459186,4.18556701,0.708828409,0.056891094,0.064494295,0.502601176657164,0.246301076220633,-0.764539351147679,-0.15855073291834,1.0728236970735,-1.27146441372053,2.53910672834375,-3.69535688280386
"775",18159,"Indiana","Tipton",0.217871649,0.281342183,0.044841592,7.05952381,0.65577186,NA,0.044474035,-1.38397611876164,0.0570477339471144,-0.321474276795276,1.33196643046343,0.795659884201164,NA,1.05584489935601,NA
"776",18161,"Indiana","Union",0.235815603,0.261538462,0.056382979,6.333333333,0.751234655,NA,0.038344492,-1.03888904068947,-0.354909432666311,0.0340702328844579,0.955343034505323,1.29435104953968,NA,0.601719070768414,NA
"777",18163,"Indiana","Vanderburgh",0.326836405,0.311812493,0.034944937,3.087837838,0.543150731,0.076228539,0.045138264,0.711566996255643,0.690891372394289,-0.626351095278573,-0.727864847734143,0.207334745986326,-0.710174024658996,1.10505632425292,-1.90316166177461
"778",18165,"Indiana","Vermillion",0.239956569,0.301581464,0.047929269,3.894366197,0.762419846,NA,0.046758922,-0.959252531515618,0.478065423251712,-0.226355154196372,-0.309575901343705,1.35278172857358,NA,1.22512769941206,NA
"779",18167,"Indiana","Vigo",0.347482099,0.305869309,0.045310482,2.753424658,0.620340452,0.076073,0.043519992,1.1086122749736,0.567261210097907,-0.307029629445375,-0.901301200170296,0.610568612307181,-0.714688713431181,0.985161723157846,-1.96264353638043
"780",18169,"Indiana","Wabash",0.282580954,0.285109983,0.044903493,3.96124031,0.646694215,0.08326452,0.032364634,-0.139526596291242,0.135425540439443,-0.319567351683616,-0.274893051130915,0.748238882505379,-0.505947017786085,0.158683110487829,-0.441548219908025
"781",18171,"Indiana","Warren",0.225912627,0.271659325,0.069120287,6.410526316,0.769075829,NA,0.032624113,-1.22933697942465,-0.144375157558989,0.426456341027244,0.995377549308795,1.38755213225539,NA,0.177907401087647,NA
"782",18173,"Indiana","Warrick",0.224524191,0.220567467,0.022814157,5.577981651,0.611271088,0.086029968,0.036484855,-1.25603852593609,-1.20718840657898,-1.00005247338267,0.563595793763817,0.563190869993652,-0.425676879520692,0.463942209834875,0.29812246506075
"783",18175,"Indiana","Washington",0.272248849,0.293663472,0.059674843,3.460526316,0.672095664,0.075353839,0.033276855,-0.33822727980753,0.313355288747808,0.135479549789988,-0.53457781814009,0.880934328968024,-0.735563144230486,0.226267776666042,0.323290397586221
"784",18177,"Indiana","Wayne",0.296866267,0.31120221,0.040019376,2.974358974,0.63520803,0.067666795,0.032708534,0.13519975011582,0.678196260424555,-0.470027689248195,-0.786718270469331,0.68823583123348,-0.958687963331102,0.184161987534824,-0.410415284756442
"785",18179,"Indiana","Wells",0.276438849,0.235118364,0.044874101,5.086206897,0.511355571,0.073350885,0.032035661,-0.25764777892816,-0.904500527881651,-0.320472803015289,0.308547175303426,0.0412389869785915,-0.793701064205558,0.134310145617863,1.1512802601002
"786",18181,"Indiana","White",0.255809085,0.2678487,0.052543437,4.090225564,0.671662346,0.06427156,0.036261631,-0.654386701691695,-0.223643810052442,-0.0842108781973162,-0.20799756581598,0.878670705130254,-1.05723835476623,0.447403981134851,0.732980867863929
"787",18183,"Indiana","Whitley",0.242404372,0.286745407,0.03708561,4.40625,0.62259074,0.073881055,0.041191937,-0.912177890944967,0.169445643896343,-0.56040542235645,-0.0440981481538758,0.622323964170358,-0.77831230288943,0.812680690579645,-0.430267379014522
"788",19001,"Iowa","Adair",0.340251572,0.366421569,0.029559748,4.222222222,0.661686233,NA,0.033324587,0.969559230402041,1.82686981908808,-0.79224748039569,-0.13954027924228,0.82655616755026,NA,0.229804147003952,NA
"789",19003,"Iowa","Adams",0.296272073,0.312636166,0.011118378,3.704697987,0.609611231,NA,0.044159544,0.123772576859133,0.708025424893613,-1.36035319026163,-0.407943323690798,0.554519889622448,NA,1.03254487748515,NA
"790",19005,"Iowa","Allamakee",0.314241486,0.288912965,0.010835913,5.495145631,0.366119053,NA,0.032789253,0.469349266748221,0.21453520318423,-1.36905482031066,0.520634636673273,-0.71746673089955,NA,0.190142300056942,NA
"791",19007,"Iowa","Appanoose",0.324390244,0.311008468,0.037398374,3.807407407,0.677843631,NA,0.022653194,0.664523933618273,0.674166037752058,-0.550770399891171,-0.354675246261455,0.910961318661311,NA,-0.560818447259409,NA
"792",19009,"Iowa","Audubon",0.32786229,0.296633941,0.018014412,4.948717949,0.471272471,NA,0.031359906,0.731296185100425,0.375147009240791,-1.14791364315479,0.237241428199188,-0.168152408374754,NA,0.0842447819688587,NA
"793",19011,"Iowa","Benton",0.237220844,0.272910881,0.035136476,5.196428571,0.550889541,0.083202641,0.039150535,-1.01186431076221,-0.118340279385436,-0.620450535853649,0.365711325047663,0.247761764462302,-0.507743123113585,0.661437217007412,-0.257413129109796
"794",19013,"Iowa","Black",0.319797999,0.300849575,0.029327597,4.773195876,0.510332154,0.085589559,0.036767332,0.57620870449756,0.462840662272926,-0.799399134998959,0.146210601862881,0.0358927259943281,-0.438460230111021,0.484870377184699,-2.06696197670033
"795",19015,"Iowa","Boone",0.292910448,0.295470884,0.035354478,4.106870229,0.537712895,0.127791385,0.045294449,0.0591238740802271,0.350953087990844,-0.61373475600854,-0.199365160881695,0.178927859599228,0.786493704322769,1.11662776482165,-2.90649588594156
"796",19017,"Iowa","Bremer",0.255550944,0.267800729,0.012969496,6.831325301,0.39370898,0.093715632,0.040109322,-0.659351110507089,-0.224641703187757,-1.30332756226135,1.21361608006059,-0.573338823820833,-0.202592116422144,0.732471866868586,-1.5894917552527
"797",19019,"Iowa","Buchanan",0.257351997,0.292599502,0.022601772,5.643564356,0.483588621,0.167672017,0.046625049,-0.624714367834704,0.29122257608428,-1.00659521566211,0.59760888241689,-0.103813676243729,1.9440724563916,1.21520931119772,-4.32618039767418
"798",19021,"Iowa","Buena",0.320676792,0.363079897,0.06767919,4.607476636,0.49848725,0.093348296,0.034791012,0.593109110539633,1.75735633074559,0.382061839199523,0.0602638083959153,-0.0259842489997823,-0.213254443650809,0.338448701448966,-2.12787741927999
"799",19023,"Iowa","Butler",0.259215017,0.29222973,0.029692833,8.232876712,0.54388168,NA,0.029149474,-0.588885913961605,0.283530575908506,-0.788147657638622,1.94050120006568,0.211153173978226,NA,-0.0795217930492994,NA
"800",19025,"Iowa","Calhoun",0.322990844,0.293118467,0.009664293,4.761061947,0.420670898,NA,0.033533631,0.637611534207631,0.302018090269292,-1.40514780102702,0.139917595150409,-0.432491593156974,NA,0.245291807293024,NA
"801",19027,"Iowa","Carroll",0.34687821,0.327449476,0.021915306,5.663157895,0.179865125,0.117402165,0.030159332,1.09699865344459,1.01617202096848,-1.02774251948113,0.60777065874244,-1.6904446161919,0.484935285625478,-0.00470339288377199,-2.53847112918644
"802",19029,"Iowa","Cass",0.354855461,0.280054645,0.020598927,3.949640288,0.504456464,NA,0.028912281,1.25041223434422,0.0302643579145431,-1.06829495274653,-0.280909158222923,0.00519852001316148,NA,-0.0970949575837804,NA
"803",19031,"Iowa","Cedar",0.281533668,0.31092437,0.033735266,4.593495935,0.649932451,NA,0.038255948,-0.15966735599481,0.672416630466536,-0.663616276887056,0.0530130122821361,0.765155207702867,NA,0.595159019331225,NA
"804",19033,"Iowa","Cerro",0.351014359,0.336919805,0.011957688,4.4,0.423052844,0.132896362,0.03705639,1.17654252503951,1.21317388247405,-1.33449736700405,-0.0473395790171148,-0.42004846883285,0.934671218284937,0.506286117927503,-4.69778306288009
"805",19035,"Iowa","Cherokee",0.35544284,0.29285987,0.007998439,5.336633663,0.402813519,NA,0.032917865,1.26170834571582,0.296638753355047,-1.45646617754693,0.438425743030397,-0.525777329693408,NA,0.199670911091453,NA
"806",19037,"Iowa","Chickasaw",0.267532468,0.3092827,0.010989011,7.045977011,0.262404262,NA,0.036674437,-0.428929816069331,0.638266597666424,-1.36433847613618,1.32494066848316,-1.25926576356595,NA,0.477987968684318,NA
"807",19039,"Iowa","Clarke",0.27513369,0.32484472,0.033957219,3.957142857,0.572425113,NA,0.035922766,-0.282747793436088,0.961987865299988,-0.656778782350486,-0.277018108829294,0.360262131719637,NA,0.422298137370587,NA
"808",19041,"Iowa","Clay",0.344542525,0.313068921,0.024520106,4.120967742,0.354675293,NA,0.033422305,1.05208019723661,0.717027597951787,-0.947498928410681,-0.192053782684397,-0.77724815684936,NA,0.237043882122528,NA
"809",19043,"Iowa","Clayton",0.314660473,0.318090308,0.018855035,5.089285714,0.396995834,NA,0.036586702,0.477406966828159,0.82148253149632,-1.12201737155758,0.310143938894796,-0.556168521489358,NA,0.471487854471704,NA
"810",19045,"Iowa","Clinton",0.306601057,0.343292683,0.032089201,3.803030303,0.516272062,0.09378795,0.035765379,0.322413239224528,1.3457425428815,-0.714325032544065,-0.356945339061008,0.0669224024512514,-0.200493007757264,0.410637642977463,-2.30260251326054
"811",19047,"Iowa","Crawford",0.249553499,0.299470899,0.043675921,5.40625,0.509712557,NA,0.02480173,-0.7746902810683,0.434161432817113,-0.35738399233838,0.47453078996439,0.0326559932968383,NA,-0.401637625581468,NA
"812",19049,"Iowa","Dallas",0.261969976,0.277460317,0.019594417,6.212765957,0.530789141,0.077700325,0.045932239,-0.535904238266347,-0.0237028744124456,-1.09923993495867,0.892813304318738,0.142758638377733,-0.66745383403633,1.163880376022,-2.07163130696202
"813",19051,"Iowa","Davis",0.22952381,0.243046358,0.013968254,8.116883117,0.589681668,NA,0.02189593,-1.15988893080315,-0.739582331691741,-1.27255977643121,1.88034356506231,0.45040920443711,NA,-0.61692265298234,NA
"814",19053,"Iowa","Decatur",0.26498526,0.268068331,0.035047494,5.552083333,0.691955526,NA,0.032940546,-0.477916152412038,-0.219075044189679,-0.623191719522503,0.550164176600428,0.984680900857546,NA,0.201351301932695,NA
"815",19055,"Iowa","Delaware",0.263248848,0.358592693,0.011664747,6.887640449,0.467520586,NA,0.036467915,-0.511309759161669,1.66401347634684,-1.34352172120083,1.2428227454678,-0.18775200110474,NA,0.462687158432793,NA
"816",19057,"Iowa","Des",0.332003286,0.312535371,0.034444314,3.464285714,0.640992033,0.099806455,0.033240852,0.810933271215812,0.705928686477191,-0.641773310916035,-0.532628085547387,0.718451070546255,-0.0257993492610781,0.223600384952395,-2.54225928929922
"817",19059,"Iowa","Dickinson",0.35437253,0.238430311,0.013463439,4.871794872,0.32565102,NA,0.028201661,1.24112480261649,-0.835605379232877,-1.28811113101745,0.197346894457888,-0.928868990132874,NA,-0.14974340075661,NA
"818",19061,"Iowa","Dubuque",0.29248242,0.277993642,0.026964132,5.663043478,0.445389156,0.093284371,0.040485911,0.050892303053403,-0.0126086433896952,-0.872208148731036,0.607711318775227,-0.303365090133904,-0.215109936355287,0.760372607863791,-1.76010070854457
"819",19063,"Iowa","Emmet",0.356587137,0.262210797,0.036047718,3.492063492,0.416808692,NA,0.029244688,1.28371476125706,-0.340923514483812,-0.592378772027552,-0.518221726039962,-0.452667495307309,NA,-0.0724675743835459,NA
"820",19065,"Iowa","Fayette",0.34821759,0.284805481,0.029974096,3.96,0.51914501,0.102098753,0.032882206,1.12275678516006,0.12909128733882,-0.779483056458015,-0.275536311789152,0.0819304879161384,0.0407370952518846,0.197029005663658,-2.07549140599942
