county_fips,county_state_name,county_name,self_employed,divorce_marriage,living_alone,living_alone_65over,living_grandchildren,carpool_drive_alone
4011,"Greenlee County, Arizona",Greenlee County,0.045564127,0.241129032,0.298728814,0.118038741,0.058156819,0.150426847
4012,"La Paz County, Arizona",La Paz County,0.106822755,0.250534524,0.342049153,0.202109752,0.037895422,0.145441389
4013,"Maricopa County, Arizona",Maricopa County,0.098794787,0.240893075,0.260687697,0.100242561,0.0369098,0.142551445
4015,"Mohave County, Arizona",Mohave County,0.107849469,0.299066633,0.309712196,0.179018378,0.026772812,0.147049121
4017,"Navajo County, Arizona",Navajo County,0.101092172,0.226236426,0.256941302,0.1127113,0.075060797,0.129953771
4019,"Pima County, Arizona",Pima County,0.10012593,0.281659501,0.311003959,0.135590616,0.033459723,0.135234854
4021,"Pinal County, Arizona",Pinal County,0.084012602,0.230119423,0.210931415,0.112033798,0.039545764,0.157281059
4023,"Santa Cruz County, Arizona",Santa Cruz County,0.106793049,0.242414496,0.235841691,0.117470422,0.069110512,0.137138571
4025,"Yavapai County, Arizona",Yavapai County,0.163900415,0.283800939,0.314927446,0.1904601,0.024129735,0.134550648
4027,"Yuma County, Arizona",Yuma County,0.063137789,0.18518696,0.22101556,0.123369667,0.053158111,0.155660377
5001,"Arkansas County, Arkansas",Arkansas County,0.139764319,0.290995826,0.30218021,0.132794633,0.044011346,0.084429825
5003,"Ashley County, Arkansas",Ashley County,0.063032887,0.284474826,0.348762858,0.168612733,0.030737705,0.068449762
5005,"Baxter County, Arkansas",Baxter County,0.136490794,0.253456451,0.332632354,0.205351979,0.020964848,0.160566706
5007,"Benton County, Arkansas",Benton County,0.107967029,0.166082034,0.222082485,0.080987673,0.032298521,0.105402712
5009,"Boone County, Arkansas",Boone County,0.115692801,0.231636085,0.299762721,0.133337727,0.051963193,0.109685039
5011,"Bradley County, Arkansas",Bradley County,0.067022697,0.387632408,0.369110677,0.1672707,0.06402345,0.098438993
5013,"Calhoun County, Arkansas",Calhoun County,0.054169203,0.321643836,0.289719626,0.173564753,0.048765239,0.114860014
5015,"Carroll County, Arkansas",Carroll County,0.161014075,0.2008521,0.253500044,0.138504887,0.026995116,0.13365484
5017,"Chicot County, Arkansas",Chicot County,0.106582126,0.390722569,0.383483034,0.179141717,0.044576297,0.061998541
5019,"Clark County, Arkansas",Clark County,0.069611916,0.233864434,0.299308611,0.127215588,0.02360093,0.167615609
5021,"Clay County, Arkansas",Clay County,0.125176692,0.285528455,0.311067128,0.195282863,0.048035395,0.107433102
5023,"Cleburne County, Arkansas",Cleburne County,0.157042404,0.253469086,0.307641634,0.161678901,0.044712197,0.124237603
5025,"Cleveland County, Arkansas",Cleveland County,0.111187137,0.2734989,0.284828592,0.166666667,0.035799051,0.068073248
5027,"Columbia County, Arkansas",Columbia County,0.095212305,0.246941046,0.31216458,0.159085101,0.033389518,0.07745754
5029,"Conway County, Arkansas",Conway County,0.134628265,0.308370562,0.267276181,0.137853242,0.043923755,0.15392311
5031,"Craighead County, Arkansas",Craighead County,0.112556803,0.252559319,0.270123492,0.101697717,0.037490424,0.116490346
5033,"Crawford County, Arkansas",Crawford County,0.108170638,0.248347718,0.246755532,0.111697682,0.035634149,0.084251706
5035,"Crittenden County, Arkansas",Crittenden County,0.088626873,0.384735092,0.29278528,0.098186905,0.053023663,0.168781165
5037,"Cross County, Arkansas",Cross County,0.100096246,0.305990783,0.257617307,0.129189519,0.081632653,0.146123431
5039,"Dallas County, Arkansas",Dallas County,0.058622002,0.309951776,0.370467453,0.220183486,0.054330884,0.093095768
5041,"Desha County, Arkansas",Desha County,0.075425191,0.292339301,0.345861395,0.184227678,0.062211982,0.120559115
5043,"Drew County, Arkansas",Drew County,0.076966135,0.297314082,0.297844641,0.170403587,0.043413323,0.095697832
5045,"Faulkner County, Arkansas",Faulkner County,0.087116922,0.22584281,0.245695839,0.08184235,0.033712971,0.095013199
5047,"Franklin County, Arkansas",Franklin County,0.111819665,0.273447447,0.310216257,0.157196122,0.042007001,0.096734977
5049,"Fulton County, Arkansas",Fulton County,0.110614262,0.340471513,0.34623431,0.1958159,0.043969541,0.169157393
5051,"Garland County, Arkansas",Garland County,0.120484207,0.324331002,0.299329014,0.163257751,0.040487451,0.136511508
5053,"Grant County, Arkansas",Grant County,0.073759959,0.196903484,0.269107351,0.125291715,0.040708272,0.096830986
5055,"Greene County, Arkansas",Greene County,0.108625878,0.32499191,0.271687053,0.13195423,0.028310666,0.12975628
5057,"Hempstead County, Arkansas",Hempstead County,0.072120977,0.281444414,0.323997281,0.146159075,0.054209446,0.119787718
5059,"Hot Spring County, Arkansas",Hot Spring County,0.088930494,0.28928047,0.271008403,0.126806723,0.03827183,0.153571773
5061,"Howard County, Arkansas",Howard County,0.112047967,0.262327416,0.289816233,0.157733538,0.04753317,0.159554731
5063,"Independence County, Arkansas",Independence County,0.091725385,0.241968815,0.273496567,0.117361448,0.048129027,0.113857621
5065,"Izard County, Arkansas",Izard County,0.156689721,0.311887149,0.334226804,0.173195876,0.075134353,0.113201912
5067,"Jackson County, Arkansas",Jackson County,0.109041653,0.526800516,0.335349902,0.137017659,0.042438844,0.127897351
5069,"Jefferson County, Arkansas",Jefferson County,0.081404472,0.331570078,0.336271522,0.13679051,0.041258894,0.073628602
5071,"Johnson County, Arkansas",Johnson County,0.086205164,0.268254262,0.289928276,0.113950904,0.046713465,0.102892713
5073,"Lafayette County, Arkansas",Lafayette County,0.123821765,0.255935614,0.296427169,0.158617982,0.052594172,0.105013193
5075,"Lawrence County, Arkansas",Lawrence County,0.125077018,0.30347432,0.281176286,0.141531687,0.042435238,0.105921913
5077,"Lee County, Arkansas",Lee County,0.15521327,0.608674464,0.347641145,0.194122196,0.020605847,0.166300768
5079,"Lincoln County, Arkansas",Lincoln County,0.09273183,0.424838061,0.279159266,0.156305506,0.014557671,0.097893031
5081,"Little River County, Arkansas",Little River County,0.058858502,0.305311585,0.292141952,0.144486692,0.026692456,0.089648799
5083,"Logan County, Arkansas",Logan County,0.095823891,0.237003381,0.282569899,0.131469363,0.068274238,0.146426577
5085,"Lonoke County, Arkansas",Lonoke County,0.089273957,0.232707588,0.238416358,0.093285476,0.04794229,0.106583946
5087,"Madison County, Arkansas",Madison County,0.219086784,0.188232265,0.23936,0.10832,0.048346056,0.082588112
5089,"Marion County, Arkansas",Marion County,0.121886416,0.291127897,0.300280112,0.172829132,0.037623762,0.160592004
5091,"Miller County, Arkansas",Miller County,0.066497588,0.391721784,0.328941562,0.122612368,0.063102542,0.123617339
5093,"Mississippi County, Arkansas",Mississippi County,0.095254937,0.297755282,0.295834722,0.123492169,0.062955543,0.154967083
5095,"Monroe County, Arkansas",Monroe County,0.141501294,0.291133455,0.429936306,0.234253362,0.051109617,0.153685311
5097,"Montgomery County, Arkansas",Montgomery County,0.149892275,0.289342511,0.272777933,0.154639175,0.029031188,0.169957414
5099,"Nevada County, Arkansas",Nevada County,0.095222828,0.459572685,0.355738744,0.114140774,0.065870498,0.19890153
5101,"Newton County, Arkansas",Newton County,0.162180814,0.281360947,0.290189329,0.150430293,0.013383939,0.086337761
5103,"Ouachita County, Arkansas",Ouachita County,0.089443333,0.312721295,0.320605272,0.139614612,0.053442465,0.069701853
5105,"Perry County, Arkansas",Perry County,0.100520833,0.229438154,0.22277357,0.128493079,0.029252111,0.107609042
5107,"Phillips County, Arkansas",Phillips County,0.074106827,0.32380527,0.372491909,0.158414239,0.061207779,0.150827852
5109,"Pike County, Arkansas",Pike County,0.140632374,0.185409699,0.29972548,0.149987522,0.036935287,0.16935003
5111,"Poinsett County, Arkansas",Poinsett County,0.105319036,0.38887574,0.30808192,0.102070029,0.036358512,0.118312483
5113,"Polk County, Arkansas",Polk County,0.1559238,0.216225429,0.303615395,0.160036284,0.016365959,0.180481969
5115,"Pope County, Arkansas",Pope County,0.101737978,0.24031561,0.283693633,0.121685526,0.040218095,0.132580971
5117,"Prairie County, Arkansas",Prairie County,0.157259197,0.356614383,0.34037417,0.232649366,0.029912234,0.118079888
5119,"Pulaski County, Arkansas",Pulaski County,0.089936288,0.332981496,0.363132421,0.117996281,0.030430394,0.107340674
5121,"Randolph County, Arkansas",Randolph County,0.133958567,0.281015281,0.324200278,0.15605007,0.046996497,0.133940853
5123,"St. Francis County, Arkansas",St. Francis County,0.091469552,0.385705934,0.353246112,0.142310541,0.026026924,0.10333935
5125,"Saline County, Arkansas",Saline County,0.08889678,0.208748693,0.239306716,0.097781904,0.033029757,0.126831222
5127,"Scott County, Arkansas",Scott County,0.090218191,0.235135695,0.286849526,0.136375288,0.037381703,0.114540059
5129,"Searcy County, Arkansas",Searcy County,0.103578802,0.255781162,0.273405699,0.183175034,0.025574015,0.169344333
5131,"Sebastian County, Arkansas",Sebastian County,0.093016,0.264311481,0.28477498,0.116732868,0.040642099,0.120542191
5133,"Sevier County, Arkansas",Sevier County,0.120757465,0.219197047,0.268266282,0.105538517,0.038600451,0.286066078
5135,"Sharp County, Arkansas",Sharp County,0.117581366,0.30343537,0.289957977,0.155484712,0.038262931,0.185101114
5137,"Stone County, Arkansas",Stone County,0.157665728,0.419196429,0.316423589,0.202282815,0.071479039,0.144758195
5139,"Union County, Arkansas",Union County,0.087666338,0.286356096,0.328714859,0.125301205,0.029566878,0.078700995
5141,"Van Buren County, Arkansas",Van Buren County,0.115164916,0.310175543,0.311868872,0.193180155,0.028058463,0.164403851
5143,"Washington County, Arkansas",Washington County,0.10171831,0.22189814,0.277774816,0.087245817,0.02889084,0.149569711
5145,"White County, Arkansas",White County,0.114131614,0.285504599,0.270876754,0.116923718,0.0415567,0.102479154
5147,"Woodruff County, Arkansas",Woodruff County,0.133840304,0.212086659,0.331683168,0.154226961,0.032085561,0.037004405
5149,"Yell County, Arkansas",Yell County,0.128219485,0.224570524,0.254676816,0.121016643,0.049342626,0.151545651
6001,"Alameda County, California",Alameda County,0.094513383,0.159860511,0.248812771,0.093779979,0.039925017,0.149508114
6003,"Alpine County, California",Alpine County,0.09752322,0.285981308,0.31954023,0.156321839,0.062370062,0.138539043
6005,"Amador County, California",Amador County,0.162184292,0.303023529,0.294569705,0.154525246,0.038032147,0.111073079
6007,"Butte County, California",Butte County,0.119503449,0.279864733,0.272758915,0.119504555,0.028832772,0.12924446
6009,"Calaveras County, California",Calaveras County,0.144626195,0.230303574,0.225782068,0.144202814,0.035801025,0.132439162
6011,"Colusa County, California",Colusa County,0.127878289,0.164972635,0.263993541,0.155139935,0.060651828,0.147851229
6013,"Contra Costa County, California",Contra Costa County,0.113385618,0.177117225,0.220354582,0.106311056,0.041936719,0.156522822
6015,"Del Norte County, California",Del Norte County,0.150020178,0.350313321,0.267576076,0.136726128,0.042011135,0.193040716
6017,"El Dorado County, California",El Dorado County,0.142100297,0.184124126,0.237132597,0.122143902,0.027093615,0.108549282
6019,"Fresno County, California",Fresno County,0.089601062,0.201024162,0.228441641,0.094925893,0.056593785,0.154213179
6021,"Glenn County, California",Glenn County,0.119638284,0.167314189,0.244508315,0.10059536,0.04621139,0.150548138
6023,"Humboldt County, California",Humboldt County,0.166856803,0.354865996,0.315515185,0.129938526,0.018856701,0.156893741
6025,"Imperial County, California",Imperial County,0.07833226,0.20799986,0.225884655,0.099119599,0.078870537,0.10952986
6027,"Inyo County, California",Inyo County,0.113150586,0.264343979,0.367307937,0.161167028,0.022538738,0.210058612
6029,"Kern County, California",Kern County,0.090931884,0.19801774,0.207348495,0.085045352,0.052494324,0.150244695
6031,"Kings County, California",Kings County,0.071170746,0.196693996,0.179657751,0.076868376,0.052465974,0.175019639
6033,"Lake County, California",Lake County,0.147748741,0.336636106,0.319288708,0.167704912,0.034134425,0.165465054
6035,"Lassen County, California",Lassen County,0.10061988,0.245316682,0.268459384,0.152605042,0.018341929,0.146907951
6037,"Los Angeles County, California",Los Angeles County,0.133136261,0.190897984,0.258908392,0.089518488,0.05010421,0.136729993
6039,"Madera County, California",Madera County,0.101327182,0.232065593,0.167248102,0.092277174,0.061618781,0.17206004
6041,"Marin County, California",Marin County,0.212006268,0.238610589,0.291257268,0.161933873,0.013892107,0.135532021
6043,"Mariposa County, California",Mariposa County,0.116243795,0.214699684,0.327892589,0.174674214,0.036495767,0.236020334
6045,"Mendocino County, California",Mendocino County,0.181309442,0.335026779,0.325578031,0.189107851,0.03380883,0.13027365
6047,"Merced County, California",Merced County,0.084028832,0.18379655,0.194091348,0.080993233,0.064140278,0.127847993
6049,"Modoc County, California",Modoc County,0.147114178,0.211111111,0.292976785,0.150749339,0.019397993,0.096461668
6051,"Mono County, California",Mono County,0.20401154,0.143843314,0.29143066,0.054083684,0.003739801,0.170358883
6053,"Monterey County, California",Monterey County,0.104121556,0.17556844,0.203805364,0.100616158,0.053127379,0.148566981
6055,"Napa County, California",Napa County,0.124592465,0.208895647,0.253850217,0.136758909,0.030270342,0.129684418
6057,"Nevada County, California",Nevada County,0.211255104,0.275135722,0.283641193,0.157913799,0.022043711,0.099186011
6059,"Orange County, California",Orange County,0.124959484,0.181060006,0.216383784,0.093047269,0.041632769,0.126578977
6061,"Placer County, California",Placer County,0.119399452,0.194461949,0.235772304,0.127778834,0.027527659,0.087887047
6063,"Plumas County, California",Plumas County,0.162268095,0.316155989,0.29553307,0.157946693,0.029444522,0.11514724
6065,"Riverside County, California",Riverside County,0.101756942,0.188209388,0.200053068,0.097828464,0.06035815,0.14845848
6067,"Sacramento County, California",Sacramento County,0.097304551,0.238458541,0.2592967,0.102797523,0.043224901,0.136028833
6069,"San Benito County, California",San Benito County,0.101634929,0.182114883,0.159530526,0.075811001,0.052447828,0.16328824
6071,"San Bernardino County, California",San Bernardino County,0.093634863,0.197606845,0.182695688,0.075155168,0.062039197,0.141033207
6073,"San Diego County, California",San Diego County,0.114420332,0.201165394,0.240531973,0.091500987,0.036747208,0.122092105
6075,"San Francisco County, California",San Francisco County,0.105902816,0.196465953,0.370705184,0.114490553,0.02181704,0.224454929
6077,"San Joaquin County, California",San Joaquin County,0.088348468,0.187436193,0.199816362,0.089258412,0.060340905,0.160073069
6079,"San Luis Obispo County, California",San Luis Obispo County,0.13463264,0.2145925,0.266440948,0.140158558,0.027861567,0.133490368
6081,"San Mateo County, California",San Mateo County,0.101976063,0.151200951,0.231879178,0.098648245,0.035193138,0.152695396
6083,"Santa Barbara County, California",Santa Barbara County,0.118002953,0.20121098,0.243366299,0.118332523,0.04535838,0.183757298
6085,"Santa Clara County, California",Santa Clara County,0.081591981,0.135968729,0.210024725,0.077757891,0.039839248,0.139414644
6087,"Santa Cruz County, California",Santa Cruz County,0.137035435,0.232020941,0.246126421,0.120555101,0.027441416,0.137642375
6089,"Shasta County, California",Shasta County,0.120672485,0.288568027,0.273320489,0.138495507,0.027185868,0.121393716
6091,"Sierra County, California",Sierra County,0.148833467,0.185053381,0.366519824,0.133039648,0.022412971,0.063444109
6093,"Siskiyou County, California",Siskiyou County,0.141731336,0.311178768,0.339407502,0.180093777,0.020708682,0.124388424
6095,"Solano County, California",Solano County,0.087279292,0.219218022,0.235187467,0.10028583,0.04783736,0.155177741
6097,"Sonoma County, California",Sonoma County,0.139124297,0.258287999,0.269513269,0.143261641,0.022338624,0.129386028
6099,"Stanislaus County, California",Stanislaus County,0.094589009,0.209816292,0.203303613,0.090715631,0.056397196,0.130299863
6101,"Sutter County, California",Sutter County,0.109630541,0.209558068,0.217336037,0.105868466,0.059262571,0.168653214
