"","county_fips","state","county","avg_county_collectivism_score","county_collectivism_score"
"31",1061,"Alabama","Geneva",37.5321067959305,36.4012779857894
"32",1063,"Alabama","Greene",37.5321067959305,25.2348843064299
"33",1065,"Alabama","Hale",37.5321067959305,33.2662971108883
"34",1067,"Alabama","Henry",37.5321067959305,34.8040690130981
"35",1069,"Alabama","Houston",37.5321067959305,38.6723092216866
"36",1071,"Alabama","Jackson",37.5321067959305,37.5831449419129
"37",1073,"Alabama","Jefferson",37.5321067959305,38.4326508337199
"38",1075,"Alabama","Lamar",37.5321067959305,39.1900685857575
"39",1077,"Alabama","Lauderdale",37.5321067959305,39.079910088846
"40",1079,"Alabama","Lawrence",37.5321067959305,37.4848135162369
"41",1081,"Alabama","Lee",37.5321067959305,37.4530239920783
"42",1083,"Alabama","Limestone",37.5321067959305,37.3809370535475
"43",1085,"Alabama","Lowndes",37.5321067959305,32.3402344097748
"44",1087,"Alabama","Macon",37.5321067959305,36.931686657973
"45",1089,"Alabama","Madison",37.5321067959305,35.5304862584649
"46",1091,"Alabama","Marengo",37.5321067959305,36.0489828643364
"47",1093,"Alabama","Marion",37.5321067959305,34.3036609712657
"48",1095,"Alabama","Marshall",37.5321067959305,39.8089469550355
"49",1097,"Alabama","Mobile",37.5321067959305,38.425607396039
"50",1099,"Alabama","Monroe",37.5321067959305,34.2002343210345
"51",1101,"Alabama","Montgomery",37.5321067959305,37.6924178074822
"52",1103,"Alabama","Morgan",37.5321067959305,37.8373562798054
"53",1105,"Alabama","Perry",37.5321067959305,32.8957189605607
"54",1107,"Alabama","Pickens",37.5321067959305,35.8910150267713
"55",1109,"Alabama","Pike",37.5321067959305,32.7898509334396
"56",1111,"Alabama","Randolph",37.5321067959305,36.4066473655637
"57",1113,"Alabama","Russell",37.5321067959305,36.7886837078426
"58",1115,"Alabama","St. Clair",37.5321067959305,41.2730135391141
"59",1117,"Alabama","Shelby",37.5321067959305,39.0106447567793
"60",1119,"Alabama","Sumter",37.5321067959305,36.44434803453
"61",1121,"Alabama","Talladega",37.5321067959305,40.9950095148647
"62",1123,"Alabama","Tallapoosa",37.5321067959305,38.7153636067244
"63",1125,"Alabama","Tuscaloosa",37.5321067959305,39.6825229289445
"64",1127,"Alabama","Walker",37.5321067959305,39.7763579031192
"65",1129,"Alabama","Washington",37.5321067959305,42.7665646153417
"66",1131,"Alabama","Wilcox",37.5321067959305,39.1785066385589
"67",1133,"Alabama","Winston",37.5321067959305,42.5951772284757
"68",2013,"Alaska","Aleutians East Borough",38.0643092073784,36.4880643363932
"69",2016,"Alaska","Aleutians West Census Area",38.0643092073784,39.3232222818509
"70",2020,"Alaska","Anchorage Municipality",38.0643092073784,38.3816410038912
"71",4001,"Arizona","Apache",36.773299108845,39.4366753808992
"72",4003,"Arizona","Cochise",36.773299108845,28.8488933192691
"73",4005,"Arizona","Coconino",36.773299108845,39.7506371299362
"74",4007,"Arizona","Gila",36.773299108845,30.7007223074596
"75",4009,"Arizona","Graham",36.773299108845,42.6874297046053
"76",4011,"Arizona","Greenlee",36.773299108845,38.2108403685165
"77",4012,"Arizona","La Paz",36.773299108845,29.7357364749026
"78",4013,"Arizona","Maricopa",36.773299108845,38.9134319121693
"79",4015,"Arizona","Mohave",36.773299108845,29.8306441314955
"80",4017,"Arizona","Navajo",36.773299108845,42.4003483359724
"81",4019,"Arizona","Pima",36.773299108845,33.4290139323584
"82",4021,"Arizona","Pinal",36.773299108845,40.9565484073266
"83",4023,"Arizona","Santa Cruz",36.773299108845,47.0979233645197
"84",4025,"Arizona","Yavapai",36.773299108845,27.2982493383964
"85",4027,"Arizona","Yuma",36.773299108845,42.3023925248477
"86",5001,"Arkansas","Arkansas",37.5447610855174,36.8711475484571
"87",5003,"Arkansas","Ashley",37.5447610855174,37.674696248469
"88",5005,"Arkansas","Baxter",37.5447610855174,30.435532046666
"89",5007,"Arkansas","Benton",37.5447610855174,40.7628682215723
"90",5009,"Arkansas","Boone",37.5447610855174,39.6685673389889
"91",5011,"Arkansas","Bradley",37.5447610855174,37.6801817965406
"92",5013,"Arkansas","Calhoun",37.5447610855174,41.990659543704
"93",5015,"Arkansas","Carroll",37.5447610855174,36.0774798318298
"94",5017,"Arkansas","Chicot",37.5447610855174,31.1573049128995
"95",5019,"Arkansas","Clark",37.5447610855174,41.7541820010833
"96",5021,"Arkansas","Clay",37.5447610855174,32.6748219553074
"97",5023,"Arkansas","Cleburne",37.5447610855174,35.6996266201056
"98",5025,"Arkansas","Cleveland",37.5447610855174,35.2487909940874
"99",5027,"Arkansas","Columbia",37.5447610855174,37.9252784846098
"100",5029,"Arkansas","Conway",37.5447610855174,38.0490842277486
"101",5031,"Arkansas","Craighead",37.5447610855174,39.5305789818514
"102",5033,"Arkansas","Crawford",37.5447610855174,38.0616046151549
"103",5035,"Arkansas","Crittenden",37.5447610855174,43.9151532003341
"104",5037,"Arkansas","Cross",37.5447610855174,45.2438942815693
"105",5039,"Arkansas","Dallas",37.5447610855174,34.7673851276239
"106",5041,"Arkansas","Desha",37.5447610855174,39.0707925196176
"107",5043,"Arkansas","Drew",37.5447610855174,40.0440075688348
"108",5045,"Arkansas","Faulkner",37.5447610855174,39.9278838367958
"109",5047,"Arkansas","Franklin",37.5447610855174,34.1430377764488
"110",5049,"Arkansas","Fulton",37.5447610855174,32.984614235199
"111",5051,"Arkansas","Garland",37.5447610855174,35.0180119218027
"112",5053,"Arkansas","Grant",37.5447610855174,40.9692085611297
"113",5055,"Arkansas","Greene",37.5447610855174,35.2640461359327
"114",5057,"Arkansas","Hempstead",37.5447610855174,40.785598230644
"115",5059,"Arkansas","Hot Spring",37.5447610855174,40.232359494868
"116",5061,"Arkansas","Howard",37.5447610855174,40.1912489388981
"117",5063,"Arkansas","Independence",37.5447610855174,42.252269104183
"118",5065,"Arkansas","Izard",37.5447610855174,34.6015199349728
"119",5067,"Arkansas","Jackson",37.5447610855174,35.0644921205648
"120",5069,"Arkansas","Jefferson",37.5447610855174,37.79426846396
"121",5071,"Arkansas","Johnson",37.5447610855174,38.7704044644668
"122",5073,"Arkansas","Lafayette",37.5447610855174,38.3936819335273
"123",5075,"Arkansas","Lawrence",37.5447610855174,36.5301442367448
"124",5077,"Arkansas","Lee",37.5447610855174,32.2994029960882
"125",5079,"Arkansas","Lincoln",37.5447610855174,32.4531745097367
"126",5081,"Arkansas","Little River",37.5447610855174,37.4467352006927
"127",5083,"Arkansas","Logan",37.5447610855174,43.9114933538459
"128",5085,"Arkansas","Lonoke",37.5447610855174,40.7010697270757
"129",5087,"Arkansas","Madison",37.5447610855174,36.0523447911095
"130",5089,"Arkansas","Marion",37.5447610855174,33.6191893413717
"131",5091,"Arkansas","Miller",37.5447610855174,41.6353563509007
"132",5093,"Arkansas","Mississippi",37.5447610855174,43.3845117430084
"133",5095,"Arkansas","Monroe",37.5447610855174,31.2632411134921
"134",5097,"Arkansas","Montgomery",37.5447610855174,35.5873157305182
"135",5099,"Arkansas","Nevada",37.5447610855174,43.7014765663218
"136",5101,"Arkansas","Newton",37.5447610855174,28.8289761768294
"137",5103,"Arkansas","Ouachita",37.5447610855174,41.7954825715562
"138",5105,"Arkansas","Perry",37.5447610855174,39.4244024307066
"139",5107,"Arkansas","Phillips",37.5447610855174,39.5900284163407
"140",5109,"Arkansas","Pike",37.5447610855174,38.1663807375525
"141",5111,"Arkansas","Poinsett",37.5447610855174,40.3834140624646
"142",5113,"Arkansas","Polk",37.5447610855174,34.0500441976823
"143",5115,"Arkansas","Pope",37.5447610855174,38.9525884744259
"144",5117,"Arkansas","Prairie",37.5447610855174,27.6917912152682
"145",5119,"Arkansas","Pulaski",37.5447610855174,34.9643201569872
"146",5121,"Arkansas","Randolph",37.5447610855174,35.9292944066687
"147",5123,"Arkansas","St. Francis",37.5447610855174,34.0426534717063
"148",5125,"Arkansas","Saline",37.5447610855174,40.3328674101709
"149",5127,"Arkansas","Scott",37.5447610855174,38.541563459704
"150",5129,"Arkansas","Searcy",37.5447610855174,35.0883756815525
"151",5131,"Arkansas","Sebastian",37.5447610855174,37.72338303791
"152",5133,"Arkansas","Sevier",37.5447610855174,46.7021882452228
"153",5135,"Arkansas","Sharp",37.5447610855174,39.5306676020628
"154",5137,"Arkansas","Stone",37.5447610855174,34.2654084332702
"155",5139,"Arkansas","Union",37.5447610855174,36.9256855281413
"156",5141,"Arkansas","Van Buren",37.5447610855174,33.7887633605293
"157",5143,"Arkansas","Washington",37.5447610855174,39.8722652977778
"158",5145,"Arkansas","White",37.5447610855174,38.3750510090335
"159",5147,"Arkansas","Woodruff",37.5447610855174,31.3927002641263
"160",5149,"Arkansas","Yell",37.5447610855174,40.2170468847599
"161",6001,"California","Alameda",37.6231581616532,43.9894428275405
"162",6003,"California","Alpine",37.6231581616532,29.7036796587625
"163",6005,"California","Amador",37.6231581616532,28.7114404409172
"164",6007,"California","Butte",37.6231581616532,32.4075032539773
"165",6009,"California","Calaveras",37.6231581616532,33.5761073485162
"166",6011,"California","Colusa",37.6231581616532,41.018914477479
"167",6013,"California","Contra Costa",37.6231581616532,42.8333564092596
"168",6015,"California","Del Norte",37.6231581616532,33.2820333363271
"169",6017,"California","El Dorado",37.6231581616532,34.0706195770173
"170",6019,"California","Fresno",37.6231581616532,44.8567021624121
"171",6021,"California","Glenn",37.6231581616532,42.8580518819241
"172",6023,"California","Humboldt",37.6231581616532,27.0415624670138
"173",6025,"California","Imperial",37.6231581616532,51.4838859992522
"174",6027,"California","Inyo",37.6231581616532,30.7377790649433
"175",6029,"California","Kern",37.6231581616532,45.2479171161996
"176",6031,"California","Kings",37.6231581616532,47.9543732912947
"177",6033,"California","Lake",37.6231581616532,29.9157929970335
"178",6035,"California","Lassen",37.6231581616532,32.9535236281817
"179",6037,"California","Los Angeles",37.6231581616532,43.0462755470024
"180",6039,"California","Madera",37.6231581616532,47.2286341945219
"181",6041,"California","Marin",37.6231581616532,28.4213959382962
"182",6043,"California","Mariposa",37.6231581616532,33.7921341082178
"183",6045,"California","Mendocino",37.6231581616532,26.8661445672612
"184",6047,"California","Merced",37.6231581616532,47.8003375251258
"185",6049,"California","Modoc",37.6231581616532,31.0710765031061
"186",6051,"California","Mono",37.6231581616532,32.132836798744
"187",6053,"California","Monterey",37.6231581616532,46.6483570821234
"188",6055,"California","Napa",37.6231581616532,36.8685932254768
"189",6057,"California","Nevada",37.6231581616532,25.8620610192871
"190",6059,"California","Orange",37.6231581616532,42.5955875113716
"191",6061,"California","Placer",37.6231581616532,34.391317264847
"192",6063,"California","Plumas",37.6231581616532,29.3316467135243
"193",6065,"California","Riverside",37.6231581616532,46.2411749332334
"194",6067,"California","Sacramento",37.6231581616532,39.1361333828505
"195",6069,"California","San Benito",37.6231581616532,50.9455761557583
"196",6071,"California","San Bernardino",37.6231581616532,47.7210396071755
"197",6073,"California","San Diego",37.6231581616532,39.6106600265747
"198",6075,"California","San Francisco",37.6231581616532,37.2686276015585
"199",6077,"California","San Joaquin",37.6231581616532,46.9538312868882
"200",6079,"California","San Luis Obispo",37.6231581616532,33.722052775272
"201",6081,"California","San Mateo",37.6231581616532,42.8463125347247
"202",6083,"California","Santa Barbara",37.6231581616532,41.845193971323
"203",6085,"California","Santa Clara",37.6231581616532,47.0072286428369
"204",6087,"California","Santa Cruz",37.6231581616532,36.2686596462906
"205",6089,"California","Shasta",37.6231581616532,32.913223923804
"206",6091,"California","Sierra",37.6231581616532,26.1922712074744
"207",6093,"California","Siskiyou",37.6231581616532,27.7151974609225
"208",6095,"California","Solano",37.6231581616532,41.7856256782091
"209",6097,"California","Sonoma",37.6231581616532,32.3425589082102
"210",6099,"California","Stanislaus",37.6231581616532,44.1832106755083
"211",6101,"California","Sutter",37.6231581616532,43.5244618310633
"212",6103,"California","Tehama",37.6231581616532,36.8063291286176
"213",6105,"California","Trinity",37.6231581616532,10.4293179191044
"214",6107,"California","Tulare",37.6231581616532,51.1548208708311
"215",6109,"California","Tuolumne",37.6231581616532,23.9940636440945
"216",6111,"California","Ventura",37.6231581616532,42.3409811798821
"217",6113,"California","Yolo",37.6231581616532,40.8701725110561
"218",6115,"California","Yuba",37.6231581616532,39.6253639356615
"219",8001,"Colorado","Adams",32.6415636876729,41.2364883576673
"220",8003,"Colorado","Alamosa",32.6415636876729,35.2151106897933
"221",8005,"Colorado","Arapahoe",32.6415636876729,35.9353829509455
"222",8007,"Colorado","Archuleta",32.6415636876729,31.5007987423377
"223",8009,"Colorado","Baca",32.6415636876729,21.8474735756533
"224",8011,"Colorado","Bent",32.6415636876729,28.3514766941472
"225",8013,"Colorado","Boulder",32.6415636876729,31.6842789813677
"226",8014,"Colorado","Broomfield",32.6415636876729,35.3940209600661
"227",8015,"Colorado","Chaffee",32.6415636876729,27.2835498949726
"228",8017,"Colorado","Cheyenne",32.6415636876729,36.0549889962428
"229",8019,"Colorado","Clear Creek",32.6415636876729,21.2010729117583
"230",8021,"Colorado","Conejos",32.6415636876729,37.6748377652168
"231",8023,"Colorado","Costilla",32.6415636876729,39.4838169017785
"232",8025,"Colorado","Crowley",32.6415636876729,25.7603957769341
"233",8027,"Colorado","Custer",32.6415636876729,33.7518131613645
"234",8029,"Colorado","Delta",32.6415636876729,27.2211696021925
"235",8031,"Colorado","Denver",32.6415636876729,31.7873456400793
"236",8033,"Colorado","Dolores",32.6415636876729,30.6284007014395
"237",8035,"Colorado","Douglas",32.6415636876729,40.1588636343047
"238",8037,"Colorado","Eagle",32.6415636876729,35.7243626706566
"239",8039,"Colorado","Elbert",32.6415636876729,42.8008956431594
"240",8041,"Colorado","El Paso",32.6415636876729,35.9422378845398
"241",8043,"Colorado","Fremont",32.6415636876729,28.1307136990257
"242",8045,"Colorado","Garfield",32.6415636876729,41.3112136229545
"243",8047,"Colorado","Gilpin",32.6415636876729,28.1878501422712
"244",8049,"Colorado","Grand",32.6415636876729,27.820629427167
"245",8051,"Colorado","Gunnison",32.6415636876729,37.0397404330979
"246",8053,"Colorado","Hinsdale",32.6415636876729,26.0000732071298
"247",8055,"Colorado","Huerfano",32.6415636876729,21.744397618989
"248",8057,"Colorado","Jackson",32.6415636876729,28.2853317647337
"249",8059,"Colorado","Jefferson",32.6415636876729,32.2403579050301
"250",8061,"Colorado","Kiowa",32.6415636876729,44.3743563376092
"251",8063,"Colorado","Kit Carson",32.6415636876729,35.2447349959652
"252",8065,"Colorado","Lake",32.6415636876729,29.6560346135122
"253",8067,"Colorado","La Plata",32.6415636876729,29.2188283304267
"254",8069,"Colorado","Larimer",32.6415636876729,33.745922606094
"255",8071,"Colorado","Las Animas",32.6415636876729,30.3912973606249
"256",8073,"Colorado","Lincoln",32.6415636876729,25.7898621806704
"257",8075,"Colorado","Logan",32.6415636876729,34.8403487157426
"258",8077,"Colorado","Mesa",32.6415636876729,30.219937570217
"259",8079,"Colorado","Mineral",32.6415636876729,37.372105809046
"260",8081,"Colorado","Moffat",32.6415636876729,37.3543602550609
"261",8083,"Colorado","Montezuma",32.6415636876729,33.9092209101288
"262",8085,"Colorado","Montrose",32.6415636876729,31.3852736397866
"263",8087,"Colorado","Morgan",32.6415636876729,39.3460535364624
"264",8089,"Colorado","Otero",32.6415636876729,34.1951029756433
"265",8091,"Colorado","Ouray",32.6415636876729,30.7837601143052
"266",8093,"Colorado","Park",32.6415636876729,36.3833467874332
"267",8095,"Colorado","Phillips",32.6415636876729,30.9711093623946
"268",8097,"Colorado","Pitkin",32.6415636876729,23.7083106767975
"269",8099,"Colorado","Prowers",32.6415636876729,34.4821022511578
"270",8101,"Colorado","Pueblo",32.6415636876729,33.4980401468901
"271",8103,"Colorado","Rio Blanco",32.6415636876729,31.9336853212811
"272",8105,"Colorado","Rio Grande",32.6415636876729,33.4788539086968
"273",8107,"Colorado","Routt",32.6415636876729,33.5648049098242
"274",8109,"Colorado","Saguache",32.6415636876729,34.8780878073748
"275",8111,"Colorado","San Juan",32.6415636876729,34.0835589583673
"276",8113,"Colorado","San Miguel",32.6415636876729,25.7975733649777
"277",8115,"Colorado","Sedgwick",32.6415636876729,31.2490364439781
"278",8117,"Colorado","Summit",32.6415636876729,32.1883573845497
"279",8119,"Colorado","Teller",32.6415636876729,28.0465894236969
"280",8121,"Colorado","Washington",32.6415636876729,32.5316792306383
"281",8123,"Colorado","Weld",32.6415636876729,39.9612985827834
"282",8125,"Colorado","Yuma",32.6415636876729,37.077351541912
"283",10001,"Delaware","Kent",36.8351232994137,38.7441099830193
"284",10003,"Delaware","New Castle",36.8351232994137,37.4785679256999
"285",10005,"Delaware","Sussex",36.8351232994137,34.282691989522
"286",11001,"District of Columbia","District of Columbia",34.4166019812195,34.4166019812195
"287",12001,"Florida","Alachua",37.1041968838093,35.6098367762259
"288",12003,"Florida","Baker",37.1041968838093,42.9606005533959
"289",12005,"Florida","Bay",37.1041968838093,37.4739665658025
"290",12007,"Florida","Bradford",37.1041968838093,36.222252794483
"291",12009,"Florida","Brevard",37.1041968838093,32.9362745416735
"292",12011,"Florida","Broward",37.1041968838093,37.2444602003488
"293",12013,"Florida","Calhoun",37.1041968838093,30.3851335045945
"294",12015,"Florida","Charlotte",37.1041968838093,32.1836297060747
"295",12017,"Florida","Citrus",37.1041968838093,30.1971737376727
"296",12019,"Florida","Clay",37.1041968838093,42.8575895493805
"297",12021,"Florida","Collier",37.1041968838093,36.2636919103397
"298",12023,"Florida","Columbia",37.1041968838093,40.7250701965489
"299",12027,"Florida","DeSoto",37.1041968838093,40.1469159866401
"300",12029,"Florida","Dixie",37.1041968838093,34.4263943921549
"301",12031,"Florida","Duval",37.1041968838093,38.8005179002509
"302",12033,"Florida","Escambia",37.1041968838093,36.1268837370896
"303",12035,"Florida","Flagler",37.1041968838093,41.1071162397786
"304",12037,"Florida","Franklin",37.1041968838093,29.6349758326333
"305",12039,"Florida","Gadsden",37.1041968838093,37.2742795681351
"306",12041,"Florida","Gilchrist",37.1041968838093,39.6610239794171
"307",12043,"Florida","Glades",37.1041968838093,40.4373567219031
"308",12045,"Florida","Gulf",37.1041968838093,44.9631430197562
"309",12047,"Florida","Hamilton",37.1041968838093,43.6658472355657
"310",12049,"Florida","Hardee",37.1041968838093,54.7280603090726
"311",12051,"Florida","Hendry",37.1041968838093,47.5293740505765
"312",12053,"Florida","Hernando",37.1041968838093,37.120884806187
"313",12055,"Florida","Highlands",37.1041968838093,35.4003843954725
"314",12057,"Florida","Hillsborough",37.1041968838093,40.877087635389
"315",12059,"Florida","Holmes",37.1041968838093,34.2835844167298
"316",12061,"Florida","Indian River",37.1041968838093,31.5096121671553
"317",12063,"Florida","Jackson",37.1041968838093,32.1051299611283
"318",12065,"Florida","Jefferson",37.1041968838093,40.6342573170843
"319",12067,"Florida","Lafayette",37.1041968838093,36.0961100288681
"320",12069,"Florida","Lake",37.1041968838093,38.138668249969
"321",12071,"Florida","Lee",37.1041968838093,35.0229639090848
"322",12073,"Florida","Leon",37.1041968838093,36.1293115483704
"323",12075,"Florida","Levy",37.1041968838093,33.7724793746745
"324",12077,"Florida","Liberty",37.1041968838093,40.5389321739352
"325",12079,"Florida","Madison",37.1041968838093,37.2457823261962
"326",12081,"Florida","Manatee",37.1041968838093,34.6037935596169
"327",12083,"Florida","Marion",37.1041968838093,34.0360915687269
"328",12085,"Florida","Martin",37.1041968838093,30.3062420394743
"329",12086,"Florida","Miami-Dade",37.1041968838093,40.9853705329372
"330",12087,"Florida","Monroe",37.1041968838093,31.954244546558
"331",12089,"Florida","Nassau",37.1041968838093,38.8729853390377
"332",12091,"Florida","Okaloosa",37.1041968838093,36.574588052978
"333",12093,"Florida","Okeechobee",37.1041968838093,39.7996850924365
"334",12095,"Florida","Orange",37.1041968838093,43.3775835862732
"335",12097,"Florida","Osceola",37.1041968838093,46.9674962554527
"336",12099,"Florida","Palm Beach",37.1041968838093,33.0343467653633
"337",12101,"Florida","Pasco",37.1041968838093,34.0205025352248
"338",12103,"Florida","Pinellas",37.1041968838093,29.203373741662
"339",12105,"Florida","Polk",37.1041968838093,39.4443064152142
"340",12107,"Florida","Putnam",37.1041968838093,34.6948482986263
"341",12109,"Florida","St. Johns",37.1041968838093,38.9151364592756
"342",12111,"Florida","St. Lucie",37.1041968838093,37.008197025966
"343",12113,"Florida","Santa Rosa",37.1041968838093,39.2471678908891
"344",12115,"Florida","Sarasota",37.1041968838093,30.7082380095123
"345",12117,"Florida","Seminole",37.1041968838093,40.051758022552
"346",12119,"Florida","Sumter",37.1041968838093,27.9051875272285
"347",12121,"Florida","Suwannee",37.1041968838093,38.5298965486699
"348",12123,"Florida","Taylor",37.1041968838093,37.6329807529295
"349",12125,"Florida","Union",37.1041968838093,37.6273887344567
"350",12127,"Florida","Volusia",37.1041968838093,32.2997075281333
"351",12129,"Florida","Wakulla",37.1041968838093,35.0127005035451
"352",12131,"Florida","Walton",37.1041968838093,35.36366550822
"353",12133,"Florida","Washington",37.1041968838093,35.366951054506
"354",13001,"Georgia","Appling",38.6650799820016,49.4103004223685
"355",13003,"Georgia","Atkinson",38.6650799820016,45.045925728197
"356",13005,"Georgia","Bacon",38.6650799820016,35.2203956001083
"357",13007,"Georgia","Baker",38.6650799820016,31.5125333309345
"358",13009,"Georgia","Baldwin",38.6650799820016,35.3889836331245
"359",13011,"Georgia","Banks",38.6650799820016,44.6121373299453
"360",13013,"Georgia","Barrow",38.6650799820016,43.8218016720099
"361",13015,"Georgia","Bartow",38.6650799820016,45.9196691175166
"362",13017,"Georgia","Ben Hill",38.6650799820016,39.979937052074
"363",13019,"Georgia","Berrien",38.6650799820016,38.4739939114715
"364",13021,"Georgia","Bibb",38.6650799820016,35.0139203241251
"365",13023,"Georgia","Bleckley",38.6650799820016,41.8172563557222
"366",13025,"Georgia","Brantley",38.6650799820016,35.7757551575462
"367",13027,"Georgia","Brooks",38.6650799820016,30.6566112047354
"368",13029,"Georgia","Bryan",38.6650799820016,41.16299475149
"369",13031,"Georgia","Bulloch",38.6650799820016,37.4497061201136
"370",13033,"Georgia","Burke",38.6650799820016,34.3771717948502
"371",13035,"Georgia","Butts",38.6650799820016,39.7697224297562
"372",13037,"Georgia","Calhoun",38.6650799820016,34.0880505192676
"373",13039,"Georgia","Camden",38.6650799820016,37.5370848756582
"374",13043,"Georgia","Candler",38.6650799820016,35.325417648637
"375",13045,"Georgia","Carroll",38.6650799820016,42.5575326340201
"376",13047,"Georgia","Catoosa",38.6650799820016,36.7382205887091
"377",13049,"Georgia","Charlton",38.6650799820016,34.4114288517862
"378",13051,"Georgia","Chatham",38.6650799820016,34.8952627354677
"379",13053,"Georgia","Chattahoochee",38.6650799820016,45.4378627089211
"380",13055,"Georgia","Chattooga",38.6650799820016,31.9758446892508
"381",13057,"Georgia","Cherokee",38.6650799820016,41.6533568503359
"382",13059,"Georgia","Clarke",38.6650799820016,33.1319885119219
"383",13061,"Georgia","Clay",38.6650799820016,32.6144859592299
"384",13063,"Georgia","Clayton",38.6650799820016,44.2600688511129
"385",13065,"Georgia","Clinch",38.6650799820016,42.0580914730953
"386",13067,"Georgia","Cobb",38.6650799820016,39.1150285990369
"387",13069,"Georgia","Coffee",38.6650799820016,40.5130882990445
"388",13071,"Georgia","Colquitt",38.6650799820016,39.8175249923465
"389",13073,"Georgia","Columbia",38.6650799820016,40.477785116918
"390",13075,"Georgia","Cook",38.6650799820016,37.266925123135
"391",13077,"Georgia","Coweta",38.6650799820016,41.806419764982
"392",13079,"Georgia","Crawford",38.6650799820016,36.2030634535591
"393",13081,"Georgia","Crisp",38.6650799820016,36.787573761106
"394",13083,"Georgia","Dade",38.6650799820016,37.179595136796
"395",13085,"Georgia","Dawson",38.6650799820016,40.3977335850832
"396",13087,"Georgia","Decatur",38.6650799820016,41.8680991081823
"397",13089,"Georgia","DeKalb",38.6650799820016,37.5880674147727
"398",13091,"Georgia","Dodge",38.6650799820016,41.1544161340538
"399",13093,"Georgia","Dooly",38.6650799820016,37.4260741130523
"400",13095,"Georgia","Dougherty",38.6650799820016,34.0521757141285
"401",13097,"Georgia","Douglas",38.6650799820016,44.5084476684376
"402",13099,"Georgia","Early",38.6650799820016,40.7351414188484
"403",13101,"Georgia","Echols",38.6650799820016,46.4413432869048
"404",13103,"Georgia","Effingham",38.6650799820016,39.8429478278574
"405",13105,"Georgia","Elbert",38.6650799820016,38.4710565930214
"406",13107,"Georgia","Emanuel",38.6650799820016,36.5526636432417
"407",13109,"Georgia","Evans",38.6650799820016,35.2543539115896
"408",13111,"Georgia","Fannin",38.6650799820016,37.4245887935292
"409",13113,"Georgia","Fayette",38.6650799820016,44.3011345238858
"410",13115,"Georgia","Floyd",38.6650799820016,40.0484221005948
"411",13117,"Georgia","Forsyth",38.6650799820016,43.6129490013941
"412",13119,"Georgia","Franklin",38.6650799820016,44.3704448103765
"413",13121,"Georgia","Fulton",38.6650799820016,34.2161718942477
"414",13123,"Georgia","Gilmer",38.6650799820016,39.2348529460399
"415",13125,"Georgia","Glascock",38.6650799820016,38.7785779424448
"416",13127,"Georgia","Glynn",38.6650799820016,34.6721154719691
"417",13129,"Georgia","Gordon",38.6650799820016,42.0046652492301
"418",13131,"Georgia","Grady",38.6650799820016,40.3806077563753
"419",13133,"Georgia","Greene",38.6650799820016,38.6964954301968
"420",13135,"Georgia","Gwinnett",38.6650799820016,46.7701713190036
"421",13137,"Georgia","Habersham",38.6650799820016,38.8231092858646
"422",13139,"Georgia","Hall",38.6650799820016,47.4583017368118
"423",13141,"Georgia","Hancock",38.6650799820016,28.2605899892488
"424",13143,"Georgia","Haralson",38.6650799820016,44.9566530467215
"425",13145,"Georgia","Harris",38.6650799820016,43.6805797804992
"426",13147,"Georgia","Hart",38.6650799820016,39.2104511493918
"427",13149,"Georgia","Heard",38.6650799820016,41.7683870845901
