county_fips,state,county,self_employed,divorce_marriage,living_alone,living_alone_65over,living_grandchildren,carpool_drive_alone,religious_adherents,libertarian_vote16,county_collectivism_score
4017,Arizona,Navajo,0.101092172,0.226236426,0.256941302,0.1127113,0.075060797,0.129953771,0.451221455,0.034992803,38.14116954
4019,Arizona,Pima,0.10012593,0.281659501,0.311003959,0.135590616,0.033459723,0.135234854,0.388417848,0.037045821,27.6085119
4021,Arizona,Pinal,0.084012602,0.230119423,0.210931415,0.112033798,0.039545764,0.157281059,0.401061458,0.038673521,36.18655544
4023,Arizona,Santa,0.106793049,0.242414496,0.235841691,0.117470422,0.069110512,0.137138571,0.882292475,0.026288566,44.0257438
4025,Arizona,Yavapai,0.163900415,0.283800939,0.314927446,0.1904601,0.024129735,0.134550648,0.415627686,0.03491481,20.82493429
4027,Arizona,Yuma,0.063137789,0.18518696,0.22101556,0.123369667,0.053158111,0.155660377,0.350464241,0.035332956,38.73830104
5001,Arkansas,Arkansas,0.139764319,0.290995826,0.30218021,0.132794633,0.044011346,0.084429825,0.673858534,0.011703511,32.99945084
5003,Arkansas,Ashley,0.063032887,0.284474826,0.348762858,0.168612733,0.030737705,0.068449762,0.874829504,0.010743802,32.53431716
5005,Arkansas,Baxter,0.136490794,0.253456451,0.332632354,0.205351979,0.020964848,0.160566706,0.489177697,0.02286755,24.25769203
5007,Arkansas,Benton,0.107967029,0.166082034,0.222082485,0.080987673,0.032298521,0.105402712,0.48812484,0.022624461,39.01113349
5009,Arkansas,Boone,0.115692801,0.231636085,0.299762721,0.133337727,0.051963193,0.109685039,0.657265941,0.014335426,36.42062688
5011,Arkansas,Bradley,0.067022697,0.387632408,0.369110677,0.1672707,0.06402345,0.098438993,0.773162636,0.01080841,34.75799655
5013,Arkansas,Calhoun,0.054169203,0.321643836,0.289719626,0.173564753,0.048765239,0.114860014,0.911795737,0.019391803,37.69690574
5015,Arkansas,Carroll,0.161014075,0.2008521,0.253500044,0.138504887,0.026995116,0.13365484,0.438251946,0.013035382,32.27003953
5017,Arkansas,Chicot,0.106582126,0.390722569,0.383483034,0.179141717,0.044576297,0.061998541,0.556720219,0.008381226,25.78604441
5019,Arkansas,Clark,0.069611916,0.233864434,0.299308611,0.127215588,0.02360093,0.167615609,0.78760608,0.012767898,39.21101729
5021,Arkansas,Clay,0.125176692,0.285528455,0.311067128,0.195282863,0.048035395,0.107433102,0.519447499,0.019230769,28.01926822
5023,Arkansas,Cleburne,0.157042404,0.253469086,0.307641634,0.161678901,0.044712197,0.124237603,0.63392821,0.011506381,32.05346944
5025,Arkansas,Cleveland,0.111187137,0.2734989,0.284828592,0.166666667,0.035799051,0.068073248,0.644503311,0.017590936,30.2161162
5027,Arkansas,Columbia,0.095212305,0.246941046,0.31216458,0.159085101,0.033389518,0.07745754,0.827332135,0.004650423,34.90867487
5029,Arkansas,Conway,0.134628265,0.308370562,0.267276181,0.137853242,0.043923755,0.15392311,0.512527154,0.012652608,34.84171904
5031,Arkansas,Craighead,0.112556803,0.252559319,0.270123492,0.101697717,0.037490424,0.116490346,0.604211056,0.028982655,34.7598162
5033,Arkansas,Crawford,0.108170638,0.248347718,0.246755532,0.111697682,0.035634149,0.084251706,0.52759716,0.025879733,33.52828316
5035,Arkansas,Crittenden,0.088626873,0.384735092,0.29278528,0.098186905,0.053023663,0.168781165,0.658742188,0.008662968,41.50579858
5037,Arkansas,Cross,0.100096246,0.305990783,0.257617307,0.129189519,0.081632653,0.146123431,0.580348126,0.015274949,42.051391
5039,Arkansas,Dallas,0.058622002,0.309951776,0.370467453,0.220183486,0.054330884,0.093095768,0.670934897,0.009382894,30.24202088
5041,Arkansas,Desha,0.075425191,0.292339301,0.345861395,0.184227678,0.062211982,0.120559115,0.666783677,0.005860416,35.45735189
5043,Arkansas,Drew,0.076966135,0.297314082,0.297844641,0.170403587,0.043413323,0.095697832,0.803688761,0.016830933,34.59890807
5045,Arkansas,Faulkner,0.087116922,0.22584281,0.245695839,0.08184235,0.033712971,0.095013199,0.551442129,0.022558619,37.69161601
5047,Arkansas,Franklin,0.111819665,0.273447447,0.310216257,0.157196122,0.042007001,0.096734977,0.474001287,0.026144756,28.27029556
5049,Arkansas,Fulton,0.110614262,0.340471513,0.34623431,0.1958159,0.043969541,0.169157393,0.424761905,0.013894299,28.24051768
5051,Arkansas,Garland,0.120484207,0.324331002,0.299329014,0.163257751,0.040487451,0.136511508,0.510730685,0.014436692,31.03289477
5053,Arkansas,Grant,0.073759959,0.196903484,0.269107351,0.125291715,0.040708272,0.096830986,0.501280766,0.013994307,37.17116413
5055,Arkansas,Greene,0.108625878,0.32499191,0.271687053,0.13195423,0.028310666,0.12975628,0.467377995,0.017057929,31.84481152
5057,Arkansas,Hempstead,0.072120977,0.281444414,0.323997281,0.146159075,0.054209446,0.119787718,0.631796661,0.015037594,36.0018571
5059,Arkansas,Hot,0.088930494,0.28928047,0.271008403,0.126806723,0.03827183,0.153571773,0.506023002,0.020010047,35.58069723
5061,Arkansas,Howard,0.112047967,0.262327416,0.289816233,0.157733538,0.04753317,0.159554731,0.608916699,0.01283697,36.06151218
5063,Arkansas,Independence,0.091725385,0.241968815,0.273496567,0.117361448,0.048129027,0.113857621,0.731061205,0.025855737,37.96076334
5065,Arkansas,Izard,0.156689721,0.311887149,0.334226804,0.173195876,0.075134353,0.113201912,0.494954703,0.013653741,30.93612571
5067,Arkansas,Jackson,0.109041653,0.526800516,0.335349902,0.137017659,0.042438844,0.127897351,0.529811996,0.01354154,30.6174466
5069,Arkansas,Jefferson,0.081404472,0.331570078,0.336271522,0.13679051,0.041258894,0.073628602,0.695227475,0.01143122,32.97018684
5071,Arkansas,Johnson,0.086205164,0.268254262,0.289928276,0.113950904,0.046713465,0.102892713,0.49209678,0.018312052,35.18340177
5073,Arkansas,Lafayette,0.123821765,0.255935614,0.296427169,0.158617982,0.052594172,0.105013193,0.54977806,0.009090909,33.77148793
5075,Arkansas,Lawrence,0.125077018,0.30347432,0.281176286,0.141531687,0.042435238,0.105921913,0.561235816,0.015633883,32.54384509
5077,Arkansas,Lee,0.15521327,0.608674464,0.347641145,0.194122196,0.020605847,0.166300768,0.758139535,0.004246285,27.28769354
5079,Arkansas,Lincoln,0.09273183,0.424838061,0.279159266,0.156305506,0.014557671,0.097893031,0.401205471,0.01254574,27.01231261
5081,Arkansas,Little,0.058858502,0.305311585,0.292141952,0.144486692,0.026692456,0.089648799,0.670131382,0.010321797,34.27758676
5083,Arkansas,Logan,0.095823891,0.237003381,0.282569899,0.131469363,0.068274238,0.146426577,0.704793905,0.013616368,42.12668975
5085,Arkansas,Lonoke,0.089273957,0.232707588,0.238416358,0.093285476,0.04794229,0.106583946,0.418942106,0.028302583,36.85977521
5087,Arkansas,Madison,0.219086784,0.188232265,0.23936,0.10832,0.048346056,0.082588112,0.322740754,0.021049554,30.5581092
5089,Arkansas,Marion,0.121886416,0.291127897,0.300280112,0.172829132,0.037623762,0.160592004,0.335373826,0.022090896,28.07424713
5091,Arkansas,Miller,0.066497588,0.391721784,0.328941562,0.122612368,0.063102542,0.123617339,0.626737089,0.008993625,38.5586525
5093,Arkansas,Mississippi,0.095254937,0.297755282,0.295834722,0.123492169,0.062955543,0.154967083,0.733882266,0.013707967,41.1418622
5095,Arkansas,Monroe,0.141501294,0.291133455,0.429936306,0.234253362,0.051109617,0.153685311,0.699661715,0.007252058,26.19774106
5097,Arkansas,Montgomery,0.149892275,0.289342511,0.272777933,0.154639175,0.029031188,0.169957414,0.443658652,0.014610846,30.83322842
5099,Arkansas,Nevada,0.095222828,0.459572685,0.355738744,0.114140774,0.065870498,0.19890153,0.631167268,0.006601283,40.01833382
5101,Arkansas,Newton,0.162180814,0.281360947,0.290189329,0.150430293,0.013383939,0.086337761,0.257716263,0.013056222,22.86039544
5103,Arkansas,Ouachita,0.089443333,0.312721295,0.320605272,0.139614612,0.053442465,0.069701853,1.081103753,0.009763463,39.3392295
5105,Arkansas,Perry,0.100520833,0.229438154,0.22277357,0.128493079,0.029252111,0.107609042,0.475296936,0.016522883,35.22658051
5107,Arkansas,Phillips,0.074106827,0.32380527,0.372491909,0.158414239,0.061207779,0.150827852,0.55395944,0.005132875,35.48583251
5109,Arkansas,Pike,0.140632374,0.185409699,0.29972548,0.149987522,0.036935287,0.16935003,0.56995379,0.018337101,34.29142496
5111,Arkansas,Poinsett,0.105319036,0.38887574,0.30808192,0.102070029,0.036358512,0.118312483,0.744088831,0.01994302,34.99050366
5113,Arkansas,Polk,0.1559238,0.216225429,0.303615395,0.160036284,0.016365959,0.180481969,0.538941782,0.012511443,30.48768503
5115,Arkansas,Pope,0.101737978,0.24031561,0.283693633,0.121685526,0.040218095,0.132580971,0.504630725,0.015634091,35.68482322
5117,Arkansas,Prairie,0.157259197,0.356614383,0.34037417,0.232649366,0.029912234,0.118079888,0.484786284,0.010379981,21.61758842
5119,Arkansas,Pulaski,0.089936288,0.332981496,0.363132421,0.117996281,0.030430394,0.107340674,0.62246414,0.016800068,30.85940721
5121,Arkansas,Randolph,0.133958567,0.281015281,0.324200278,0.15605007,0.046996497,0.133940853,0.571805503,0.03182317,28.96237571
5123,Arkansas,St.,0.091469552,0.385705934,0.353246112,0.142310541,0.026026924,0.10333935,0.579774794,0.004801561,30.05324258
5125,Arkansas,Saline,0.08889678,0.208748693,0.239306716,0.097781904,0.033029757,0.126831222,0.366962144,0.017024934,37.2538219
5127,Arkansas,Scott,0.090218191,0.235135695,0.286849526,0.136375288,0.037381703,0.114540059,0.555307035,0.013526728,35.14040396
5129,Arkansas,Searcy,0.103578802,0.255781162,0.273405699,0.183175034,0.025574015,0.169344333,0.388732754,0.018240343,29.93258459
5131,Arkansas,Sebastian,0.093016,0.264311481,0.28477498,0.116732868,0.040642099,0.120542191,0.626882839,0.036516791,33.51054926
5133,Arkansas,Sevier,0.120757465,0.219197047,0.268266282,0.105538517,0.038600451,0.286066078,0.707620431,0.010984648,45.72078066
5135,Arkansas,Sharp,0.117581366,0.30343537,0.289957977,0.155484712,0.038262931,0.185101114,0.655433964,0.012096145,35.87864498
5137,Arkansas,Stone,0.157665728,0.419196429,0.316423589,0.202282815,0.071479039,0.144758195,0.514200178,0.021359915,28.74640043
5139,Arkansas,Union,0.087666338,0.286356096,0.328714859,0.125301205,0.029566878,0.078700995,0.822502176,0.010186317,34.59602333
5141,Arkansas,Van,0.115164916,0.310175543,0.311868872,0.193180155,0.028058463,0.164403851,0.529817675,0.024799019,27.18019399
5143,Arkansas,Washington,0.10171831,0.22189814,0.277774816,0.087245817,0.02889084,0.149569711,0.59261564,0.041045186,34.49277765
5145,Arkansas,White,0.114131614,0.285504599,0.270876754,0.116923718,0.0415567,0.102479154,0.665889979,0.014516365,36.26984038
5147,Arkansas,Woodruff,0.133840304,0.212086659,0.331683168,0.154226961,0.032085561,0.037004405,0.430531185,0.017502917,25.08342772
5149,Arkansas,Yell,0.128219485,0.224570524,0.254676816,0.121016643,0.049342626,0.151545651,0.434930662,0.024382668,35.74562862
6001,California,Alameda,0.094513383,0.159860511,0.248812771,0.093779979,0.039925017,0.149508114,0.410493517,0.0256329,39.27898805
6003,California,Alpine,0.09752322,0.285981308,0.31954023,0.156321839,0.062370062,0.138539043,0,0.041528239,24.65827887
6005,California,Amador,0.162184292,0.303023529,0.294569705,0.154525246,0.038032147,0.111073079,0.273706577,0.044758671,21.25774695
6007,California,Butte,0.119503449,0.279864733,0.272758915,0.119504555,0.028832772,0.12924446,0.289502533,0.047679429,25.66149409
6009,California,Calaveras,0.144626195,0.230303574,0.225782068,0.144202814,0.035801025,0.132439162,0.172900291,0.046916833,25.63763868
6011,California,Colusa,0.127878289,0.164972635,0.263993541,0.155139935,0.060651828,0.147851229,0.478593342,0.038823354,34.49751361
6013,California,Contra,0.113385618,0.177117225,0.220354582,0.106311056,0.041936719,0.156522822,0.415713848,0.034085672,37.4397399
6015,California,Del,0.150020178,0.350313321,0.267576076,0.136726128,0.042011135,0.193040716,0.140864362,0.04352375,25.84896479
6017,California,El,0.142100297,0.184124126,0.237132597,0.122143902,0.027093615,0.108549282,0.302011141,0.054467836,26.00333573
6019,California,Fresno,0.089601062,0.201024162,0.228441641,0.094925893,0.056593785,0.154213179,0.429060907,0.03220907,40.30178416
6021,California,Glenn,0.119638284,0.167314189,0.244508315,0.10059536,0.04621139,0.150548138,0.46789086,0.039598733,36.87737043
6023,California,Humboldt,0.166856803,0.354865996,0.315515185,0.129938526,0.018856701,0.156893741,0.192103354,0.036123451,20.99274868
6025,California,Imperial,0.07833226,0.20799986,0.225884655,0.099119599,0.078870537,0.10952986,0.862672647,0.025389366,47.57358191
6027,California,Inyo,0.113150586,0.264343979,0.367307937,0.161167028,0.022538738,0.210058612,0.308003786,0.040102702,23.57544857
6029,California,Kern,0.090931884,0.19801774,0.207348495,0.085045352,0.052494324,0.150244695,0.455619284,0.038330951,40.4281495
6031,California,Kings,0.071170746,0.196693996,0.179657751,0.076868376,0.052465974,0.175019639,0.452218564,0.038997377,43.76463551
6033,California,Lake,0.147748741,0.336636106,0.319288708,0.167704912,0.034134425,0.165465054,0.303654475,0.044360719,21.76000545
6035,California,Lassen,0.10061988,0.245316682,0.268459384,0.152605042,0.018341929,0.146907951,0.257806294,0.044209739,24.79529479
6037,California,Los,0.133136261,0.190897984,0.258908392,0.089518488,0.05010421,0.136729993,0.510446515,0.025905656,38.21974076
6039,California,Madera,0.101327182,0.232065593,0.167248102,0.092277174,0.061618781,0.17206004,0.444100989,0.035810329,42.6626367
6041,California,Marin,0.212006268,0.238610589,0.291257268,0.161933873,0.013892107,0.135532021,0.37058032,0.02971219,21.21248727
6043,California,Mariposa,0.116243795,0.214699684,0.327892589,0.174674214,0.036495767,0.236020334,0.287782383,0.036724119,28.2651596
6045,California,Mendocino,0.181309442,0.335026779,0.325578031,0.189107851,0.03380883,0.13027365,0.39983188,0.03510484,19.96523095
6047,California,Merced,0.084028832,0.18379655,0.194091348,0.080993233,0.064140278,0.127847993,0.451291243,0.033883054,43.19307484
6049,California,Modoc,0.147114178,0.211111111,0.292976785,0.150749339,0.019397993,0.096461668,0.331149425,0.031746032,23.61139531
6051,California,Mono,0.20401154,0.143843314,0.29143066,0.054083684,0.003739801,0.170358883,0.163546798,0.042037493,26.69049559
6053,California,Monterey,0.104121556,0.17556844,0.203805364,0.100616158,0.053127379,0.148566981,0.596877242,0.034443317,42.01915103
6055,California,Napa,0.124592465,0.208895647,0.253850217,0.136758909,0.030270342,0.129684418,0.50099624,0.041566187,30.09185925
6057,California,Nevada,0.211255104,0.275135722,0.283641193,0.157913799,0.022043711,0.099186011,0.285482341,0.043287522,17.63896353
6059,California,Orange,0.124959484,0.181060006,0.216383784,0.093047269,0.041632769,0.126578977,0.49506917,0.038519575,36.74692543
6061,California,Placer,0.119399452,0.194461949,0.235772304,0.127778834,0.027527659,0.087887047,0.386416925,0.048297696,27.61407382
6063,California,Plumas,0.162268095,0.316155989,0.29553307,0.157946693,0.029444522,0.11514724,0.384234462,0.041725888,21.69966978
6065,California,Riverside,0.101756942,0.188209388,0.200053068,0.097828464,0.06035815,0.14845848,0.441931862,0.032059208,41.54918935
6067,California,Sacramento,0.097304551,0.238458541,0.2592967,0.102797523,0.043224901,0.136028833,0.392437486,0.043415706,32.77638156
6069,California,San,0.101634929,0.182114883,0.159530526,0.075811001,0.052447828,0.16328824,0.736874893,0.036841154,46.90860592
6071,California,San,0.093634863,0.197606845,0.182695688,0.075155168,0.062039197,0.141033207,0.424227215,0.032185996,43.39951079
6073,California,San,0.114420332,0.201165394,0.240531973,0.091500987,0.036747208,0.122092105,0.414212065,0.039546081,33.83678886
6075,California,San,0.105902816,0.196465953,0.370705184,0.114490553,0.02181704,0.224454929,0.35134931,0.021743228,31.88198525
6077,California,San,0.088348468,0.187436193,0.199816362,0.089258412,0.060340905,0.160073069,0.380925859,0.035457837,41.88060557
6079,California,San,0.13463264,0.2145925,0.266440948,0.140158558,0.027861567,0.133490368,0.386110954,0.047178613,26.42348568
6081,California,San,0.101976063,0.151200951,0.231879178,0.098648245,0.035193138,0.152695396,0.336352529,0.030098048,37.70675981
6083,California,Santa,0.118002953,0.20121098,0.243366299,0.118332523,0.04535838,0.183757298,0.463700475,0.037724035,36.29304811
6085,California,Santa,0.081591981,0.135968729,0.210024725,0.077757891,0.039839248,0.139414644,0.455226289,0.035921734,42.01702084
6087,California,Santa,0.137035435,0.232020941,0.246126421,0.120555101,0.027441416,0.137642375,0.394844588,0.033573719,30.36135441
6089,California,Shasta,0.120672485,0.288568027,0.273320489,0.138495507,0.027185868,0.121393716,0.385182949,0.041740719,25.87929763
6091,California,Sierra,0.148833467,0.185053381,0.366519824,0.133039648,0.022412971,0.063444109,0.191594561,0.052744887,16.38838007
6093,California,Siskiyou,0.141731336,0.311178768,0.339407502,0.180093777,0.020708682,0.124388424,0.473568382,0.042662116,19.65398679
6095,California,Solano,0.087279292,0.219218022,0.235187467,0.10028583,0.04783736,0.155177741,0.322983257,0.037197186,36.28450875
6097,California,Sonoma,0.139124297,0.258287999,0.269513269,0.143261641,0.022338624,0.129386028,0.364206332,0.038862535,25.3150107
6099,California,Stanislaus,0.094589009,0.209816292,0.203303613,0.090715631,0.056397196,0.130299863,0.387244564,0.038198227,38.74524405
6101,California,Sutter,0.109630541,0.209558068,0.217336037,0.105868466,0.059262571,0.168653214,0.367227726,0.042484626,37.54063264
