"","county_fips","county","state","self_employed","divorce_marriage","living_alone","living_alone_65over","living_grandchildren","carpool_drive_alone","libertarian_vote","religious_adherents"
"52",1103,"Morgan","Alabama",0.087853046,0.227688481,0.295329556,0.144133822,0.043808834,0.089088592,0.0131231152972711,0.689663834
"53",1105,"Perry","Alabama",0.129943503,0.337595908,0.387317073,0.144065041,0.049469257,0.0697419,0.00458891013384321,0.549054165
"54",1107,"Pickens","Alabama",0.099208063,0.326011056,0.324862346,0.134971057,0.033088235,0.045231238,0.00413736036408771,0.696281964
"55",1109,"Pike","Alabama",0.096568236,0.303745086,0.361703901,0.127375792,0.030963777,0.091369656,0.00968138140307781,0.488412251
"56",1111,"Randolph","Alabama",0.082665738,0.2375971,0.287661817,0.138389277,0.024179377,0.077570487,0.00562886407677402,0.495925707
"57",1113,"Russell","Alabama",0.087010401,0.293085704,0.327934532,0.107833944,0.032855773,0.084659323,0.00928313563692625,0.61037798
"58",1115,"St Clair","Alabama",0.072798584,0.228318027,0.233790413,0.108103316,0.043526161,0.075398633,0.0100357777727774,0.520685378
"59",1117,"Shelby","Alabama",0.09651935,0.177783906,0.245153743,0.098464954,0.031555125,0.084049741,0.012718573292736,0.440589354
"60",1119,"Sumter","Alabama",0.092114445,0.269306375,0.322217591,0.141934139,0.042777527,0.115554249,0.00588141789858528,0.405751316
"61",1121,"Talladega","Alabama",0.07048266,0.276057426,0.279736704,0.11449674,0.03939603,0.115646259,0.00692594565796484,0.564267368
"62",1123,"Tallapoosa","Alabama",0.109615385,0.270706825,0.306728312,0.160846818,0.041400338,0.127789833,0.00619313038921443,0.731088572
"63",1125,"Tuscaloosa","Alabama",0.084386421,0.216083925,0.296909479,0.096892959,0.034384505,0.12395747,0.0102803531029588,0.49214662
"64",1127,"Walker","Alabama",0.076696165,0.27554836,0.291245246,0.147665669,0.045814808,0.117605667,0.00888675008020533,0.666401396
"65",1129,"Washington","Alabama",0.07073955,0.187576127,0.239375227,0.116600073,0.036143352,0.047140163,0.00506985128436233,0.655315831
"66",1131,"Wilcox","Alabama",0.063378176,0.273641102,0.330539257,0.151718357,0.053480081,0.090976331,0.00287989158055226,0.531415094
"67",1133,"Winston","Alabama",0.130973089,0.257541029,0.249478194,0.119301329,0.026178344,0.257023061,0.00903934774902517,0.582327952
"68",2013,"Aleutians East Borough","Alaska",0.093275488,0.18208303,0.310344828,0.126807564,0.048535565,0.332608696,0.039932581356152,0.416666667
"69",2016,"Aleutians West Census Area","Alaska",0.029783647,0.16097786,0.324045408,0.056759546,0.040011682,0.193120097,0.0258684405025868,0.188264526
"70",2020,"Anchorage Municipality","Alaska",0.087287034,0.25006074,0.278501689,0.080459985,0.038716011,0.176803395,0.0204081632653061,0.376426195
"71",2050,"Bethel Census Area","Alaska",0.048003657,0.119376826,0.203066813,0.045783133,0.13361527,0.541732283,NA,0.386585235
"72",2060,"Bristol Bay Borough","Alaska",0.094117647,0.131513648,0.246478873,0.088028169,0.025490196,0.097643098,NA,0.266587678
"73",2063,"Chugach Census Area","Alaska",0.126236184,0.175448926,0.294010889,0.103811252,0.003944316,0.17357174,NA,0.362292312
"74",2066,"Copper River Census Area","Alaska",0.138790036,0.287054409,0.302752294,0.123853211,0.025,0.056100982,NA,0.330913259
"75",2068,"Denali Borough","Alaska",0.079613095,0.158504007,0.363809524,0.192380952,0.009398496,1.208219178,NA,0.378011118
"76",2070,"Dillingham Census Area","Alaska",0.043927649,0.200624512,0.197254335,0.076589595,0.122222222,0.55354201,NA,0.354745728
"77",2090,"Fairbanks North Star Borough","Alaska",0.100337469,0.195342493,0.281319786,0.088571907,0.027282829,0.184011244,NA,0.3021588
"78",2100,"Haines Borough","Alaska",0.255583127,0.190315315,0.374045802,0.240458015,0.002945508,0.18705036,NA,0.307692308
"79",2105,"Hoonah-Angoon Census Area","Alaska",0.196595745,0.298572997,0.376009227,0.160322953,0.031946956,0.094292804,NA,0.192389006
"80",2110,"Juneau City and Borough","Alaska",0.107188743,0.250228311,0.335407544,0.122685719,0.038037406,0.176824818,NA,0.326492017
"81",2122,"Kenai Peninsula Borough","Alaska",0.150156578,0.267807566,0.327830697,0.137838886,0.021743697,0.159468836,NA,0.4297352
"82",2130,"Ketchikan Gateway Borough","Alaska",0.105512489,0.269083969,0.289152299,0.11404454,0.030627182,0.244520842,NA,0.31438199
"83",2150,"Kodiak Island Borough","Alaska",0.122984199,0.121886855,0.207701019,0.077010193,0.065777308,0.255719733,NA,0.330661782
"84",2158,"Kusilvak Census Area","Alaska",0.018382353,0.115194734,0.121244635,0.054184549,0.180863477,0.519736842,NA,0.675071702
"85",2164,"Lake and Peninsula Borough","Alaska",0.022587269,0.130548303,0.220858896,0.058282209,0.070567986,0.15,NA,0.449186992
"86",2170,"Matanuska-Susitna Borough","Alaska",0.121157205,0.202977316,0.227589717,0.084270807,0.034367639,0.12926456,NA,0.305441675
"87",2180,"Nome Census Area","Alaska",0.026769149,0.225375626,0.204594401,0.044149318,0.133209033,0.357581967,NA,0.341728051
"88",2185,"North Slope Borough","Alaska",0.016954425,0.126784015,0.207103321,0.079335793,0.054082876,1.259488085,NA,0.145408395
"89",2188,"Northwest Arctic Borough","Alaska",0.030775076,0.212008502,0.199887387,0.038851351,0.138184791,1.047619048,NA,0.182086488
"90",2195,"Petersburg Borough","Alaska",0.189221557,0.142940832,0.261562998,0.145135566,0.035073069,0.159021407,NA,0.348440259
"91",2198,"Prince of Wales-Hyder Census Area","Alaska",0.13151184,0.222731057,0.296486718,0.125535561,0.042663892,0.28024607,NA,0.315313749
"92",2220,"Sitka City and Borough","Alaska",0.175518578,0.206207259,0.27753686,0.098872507,0.031318681,0.137765593,NA,0.276661149
"93",2230,"Skagway Municipality","Alaska",0.133848134,0.338329764,0.434146341,0.207317073,0.007290401,0.064748201,NA,0.221774194
"94",2240,"Southeast Fairbanks Census Area","Alaska",0.102685051,0.212773723,0.269072636,0.111466423,0.037557548,0.164718976,NA,0.330934195
"95",2275,"Wrangell City and Borough","Alaska",0.160736196,0.33172497,0.369612069,0.163793103,0.062276306,0.042750929,NA,0.368594264
"96",2282,"Yakutat City and Borough","Alaska",0.130434783,0.130044843,0.272727273,0.125541126,0.017291066,0.378571429,NA,0.613293051
"97",2290,"Yukon-Koyukuk Census Area","Alaska",0.048346056,0.290647482,0.388354187,0.14533205,0.052512887,0.351851852,NA,0.695676586
"98",4001,"Apache","Arizona",0.050926434,0.230473965,0.322450217,0.125846558,0.083062277,0.055700909,0.0124246559763448,0.384907832
"99",4003,"Cochise","Arizona",0.098665158,0.268432882,0.337620773,0.182266506,0.033878476,0.11274387,0.0190761391085669,0.454016437
"100",4005,"Coconino","Arizona",0.085438893,0.219404539,0.270055584,0.086646279,0.056378215,0.163199178,0.0207719183316956,0.324436082
"101",4007,"Gila","Arizona",0.121549326,0.290550694,0.330368935,0.199700625,0.033319822,0.19662672,0.0123635311980334,0.330586424
"102",4009,"Graham","Arizona",0.081271331,0.297232898,0.218006324,0.090031619,0.057601643,0.123686268,0.0141380460153384,0.456777308
"103",4011,"Greenlee","Arizona",0.045564127,0.241129032,0.298728814,0.118038741,0.058156819,0.150426847,0.0189959294436906,0.290494615
"104",4012,"La Paz","Arizona",0.106822755,0.250534524,0.342049153,0.202109752,0.037895422,0.145441389,0.0124698310539019,0.306094099
"105",4013,"Maricopa","Arizona",0.098794787,0.240893075,0.260687697,0.100242561,0.0369098,0.142551445,0.0153301704330066,0.472375043
"106",4015,"Mohave","Arizona",0.107849469,0.299066633,0.309712196,0.179018378,0.026772812,0.147049121,0.0124393319830321,0.256279687
"107",4017,"Navajo","Arizona",0.101092172,0.226236426,0.256941302,0.1127113,0.075060797,0.129953771,0.0140436957907547,0.451221455
"108",4019,"Pima","Arizona",0.10012593,0.281659501,0.311003959,0.135590616,0.033459723,0.135234854,0.014715688214959,0.388417848
"109",4021,"Pinal","Arizona",0.084012602,0.230119423,0.210931415,0.112033798,0.039545764,0.157281059,0.0150886070474769,0.401061458
"110",4023,"Santa Cruz","Arizona",0.106793049,0.242414496,0.235841691,0.117470422,0.069110512,0.137138571,0.0114542851298834,0.882292475
"111",4025,"Yavapai","Arizona",0.163900415,0.283800939,0.314927446,0.1904601,0.024129735,0.134550648,0.0146067964893416,0.415627686
"112",4027,"Yuma","Arizona",0.063137789,0.18518696,0.22101556,0.123369667,0.053158111,0.155660377,0.0162705170217942,0.350464241
"113",5001,"Arkansas","Arkansas",0.139764319,0.290995826,0.30218021,0.132794633,0.044011346,0.084429825,0.00731087094723458,0.673858534
"114",5003,"Ashley","Arkansas",0.063032887,0.284474826,0.348762858,0.168612733,0.030737705,0.068449762,0.00315417612919505,0.874829504
"115",5005,"Baxter","Arkansas",0.136490794,0.253456451,0.332632354,0.205351979,0.020964848,0.160566706,0.00871138192031228,0.489177697
"116",5007,"Benton","Arkansas",0.107967029,0.166082034,0.222082485,0.080987673,0.032298521,0.105402712,0.0164453932884115,0.48812484
"117",5009,"Boone","Arkansas",0.115692801,0.231636085,0.299762721,0.133337727,0.051963193,0.109685039,0.00894004908262241,0.657265941
"118",5011,"Bradley","Arkansas",0.067022697,0.387632408,0.369110677,0.1672707,0.06402345,0.098438993,0.0090311986863711,0.773162636
"119",5013,"Calhoun","Arkansas",0.054169203,0.321643836,0.289719626,0.173564753,0.048765239,0.114860014,0.0073327222731439,0.911795737
"120",5015,"Carroll","Arkansas",0.161014075,0.2008521,0.253500044,0.138504887,0.026995116,0.13365484,0.00847673137238281,0.438251946
"121",5017,"Chicot","Arkansas",0.106582126,0.390722569,0.383483034,0.179141717,0.044576297,0.061998541,0.00414330977333658,0.556720219
"122",5019,"Clark","Arkansas",0.069611916,0.233864434,0.299308611,0.127215588,0.02360093,0.167615609,0.00941036331149494,0.78760608
"123",5021,"Clay","Arkansas",0.125176692,0.285528455,0.311067128,0.195282863,0.048035395,0.107433102,0.0102257379895813,0.519447499
"124",5023,"Cleburne","Arkansas",0.157042404,0.253469086,0.307641634,0.161678901,0.044712197,0.124237603,0.0082807570977918,0.63392821
"125",5025,"Cleveland","Arkansas",0.111187137,0.2734989,0.284828592,0.166666667,0.035799051,0.068073248,0.0075,0.644503311
"126",5027,"Columbia","Arkansas",0.095212305,0.246941046,0.31216458,0.159085101,0.033389518,0.07745754,0.00615134633240483,0.827332135
"127",5029,"Conway","Arkansas",0.134628265,0.308370562,0.267276181,0.137853242,0.043923755,0.15392311,0.00898100172711572,0.512527154
"128",5031,"Craighead","Arkansas",0.112556803,0.252559319,0.270123492,0.101697717,0.037490424,0.116490346,0.0114253070551271,0.604211056
"129",5033,"Crawford","Arkansas",0.108170638,0.248347718,0.246755532,0.111697682,0.035634149,0.084251706,0.011373541986634,0.52759716
"130",5035,"Crittenden","Arkansas",0.088626873,0.384735092,0.29278528,0.098186905,0.053023663,0.168781165,0.00684303782000367,0.658742188
"131",5037,"Cross","Arkansas",0.100096246,0.305990783,0.257617307,0.129189519,0.081632653,0.146123431,0.00691443388072602,0.580348126
"132",5039,"Dallas","Arkansas",0.058622002,0.309951776,0.370467453,0.220183486,0.054330884,0.093095768,0.00528501321253303,0.670934897
"133",5041,"Desha","Arkansas",0.075425191,0.292339301,0.345861395,0.184227678,0.062211982,0.120559115,0.00432276657060519,0.666783677
"134",5043,"Drew","Arkansas",0.076966135,0.297314082,0.297844641,0.170403587,0.043413323,0.095697832,0.00390851187029531,0.803688761
"135",5045,"Faulkner","Arkansas",0.087116922,0.22584281,0.245695839,0.08184235,0.033712971,0.095013199,0.0154332328948335,0.551442129
"136",5047,"Franklin","Arkansas",0.111819665,0.273447447,0.310216257,0.157196122,0.042007001,0.096734977,0.0093982325711881,0.474001287
"137",5049,"Fulton","Arkansas",0.110614262,0.340471513,0.34623431,0.1958159,0.043969541,0.169157393,0.00742332486813831,0.424761905
"138",5051,"Garland","Arkansas",0.120484207,0.324331002,0.299329014,0.163257751,0.040487451,0.136511508,0.00895947872123804,0.510730685
"139",5053,"Grant","Arkansas",0.073759959,0.196903484,0.269107351,0.125291715,0.040708272,0.096830986,0.00682926829268293,0.501280766
"140",5055,"Greene","Arkansas",0.108625878,0.32499191,0.271687053,0.13195423,0.028310666,0.12975628,0.0116770186335404,0.467377995
"141",5057,"Hempstead","Arkansas",0.072120977,0.281444414,0.323997281,0.146159075,0.054209446,0.119787718,0.0045268691588785,0.631796661
"142",5059,"Hot Spring","Arkansas",0.088930494,0.28928047,0.271008403,0.126806723,0.03827183,0.153571773,0.00740622760213427,0.506023002
"143",5061,"Howard","Arkansas",0.112047967,0.262327416,0.289816233,0.157733538,0.04753317,0.159554731,0.00558543649151841,0.608916699
"144",5063,"Independence","Arkansas",0.091725385,0.241968815,0.273496567,0.117361448,0.048129027,0.113857621,0.0101295479603087,0.731061205
"145",5065,"Izard","Arkansas",0.156689721,0.311887149,0.334226804,0.173195876,0.075134353,0.113201912,0.00946643717728055,0.494954703
"146",5067,"Jackson","Arkansas",0.109041653,0.526800516,0.335349902,0.137017659,0.042438844,0.127897351,0.00726772736201139,0.529811996
"147",5069,"Jefferson","Arkansas",0.081404472,0.331570078,0.336271522,0.13679051,0.041258894,0.073628602,0.00421337149216949,0.695227475
"148",5071,"Johnson","Arkansas",0.086205164,0.268254262,0.289928276,0.113950904,0.046713465,0.102892713,0.0102126763529164,0.49209678
"149",5073,"Lafayette","Arkansas",0.123821765,0.255935614,0.296427169,0.158617982,0.052594172,0.105013193,0.00335946248600224,0.54977806
"150",5075,"Lawrence","Arkansas",0.125077018,0.30347432,0.281176286,0.141531687,0.042435238,0.105921913,0.00887826532354448,0.561235816
"151",5077,"Lee","Arkansas",0.15521327,0.608674464,0.347641145,0.194122196,0.020605847,0.166300768,0.00280898876404494,0.758139535
"152",5079,"Lincoln","Arkansas",0.09273183,0.424838061,0.279159266,0.156305506,0.014557671,0.097893031,0.00541935483870968,0.401205471
"153",5081,"Little River","Arkansas",0.058858502,0.305311585,0.292141952,0.144486692,0.026692456,0.089648799,0.00849913077071663,0.670131382
"154",5083,"Logan","Arkansas",0.095823891,0.237003381,0.282569899,0.131469363,0.068274238,0.146426577,0.0106990881458967,0.704793905
"155",5085,"Lonoke","Arkansas",0.089273957,0.232707588,0.238416358,0.093285476,0.04794229,0.106583946,0.0131433044158894,0.418942106
"156",5087,"Madison","Arkansas",0.219086784,0.188232265,0.23936,0.10832,0.048346056,0.082588112,0.00734593932798259,0.322740754
"157",5089,"Marion","Arkansas",0.121886416,0.291127897,0.300280112,0.172829132,0.037623762,0.160592004,0.00866320138611222,0.335373826
"158",5091,"Miller","Arkansas",0.066497588,0.391721784,0.328941562,0.122612368,0.063102542,0.123617339,0.00611047250287374,0.626737089
"159",5093,"Mississippi","Arkansas",0.095254937,0.297755282,0.295834722,0.123492169,0.062955543,0.154967083,0.00972289742343218,0.733882266
"160",5095,"Monroe","Arkansas",0.141501294,0.291133455,0.429936306,0.234253362,0.051109617,0.153685311,0.00426136363636364,0.699661715
"161",5097,"Montgomery","Arkansas",0.149892275,0.289342511,0.272777933,0.154639175,0.029031188,0.169957414,0.0067131422669765,0.443658652
"162",5099,"Nevada","Arkansas",0.095222828,0.459572685,0.355738744,0.114140774,0.065870498,0.19890153,0.00238237045860631,0.631167268
"163",5101,"Newton","Arkansas",0.162180814,0.281360947,0.290189329,0.150430293,0.013383939,0.086337761,0.00575287643821911,0.257716263
"164",5103,"Ouachita","Arkansas",0.089443333,0.312721295,0.320605272,0.139614612,0.053442465,0.069701853,0.00820438259424655,1.081103753
"165",5105,"Perry","Arkansas",0.100520833,0.229438154,0.22277357,0.128493079,0.029252111,0.107609042,0.0075642965204236,0.475296936
"166",5107,"Phillips","Arkansas",0.074106827,0.32380527,0.372491909,0.158414239,0.061207779,0.150827852,0.00240307593719962,0.55395944
"167",5109,"Pike","Arkansas",0.140632374,0.185409699,0.29972548,0.149987522,0.036935287,0.16935003,0.00965614696184644,0.56995379
"168",5111,"Poinsett","Arkansas",0.105319036,0.38887574,0.30808192,0.102070029,0.036358512,0.118312483,0.0053184416965829,0.744088831
"169",5113,"Polk","Arkansas",0.1559238,0.216225429,0.303615395,0.160036284,0.016365959,0.180481969,0.00977620730270907,0.538941782
"170",5115,"Pope","Arkansas",0.101737978,0.24031561,0.283693633,0.121685526,0.040218095,0.132580971,0.00982318271119843,0.504630725
"171",5117,"Prairie","Arkansas",0.157259197,0.356614383,0.34037417,0.232649366,0.029912234,0.118079888,0.00457796852646638,0.484786284
"172",5119,"Pulaski","Arkansas",0.089936288,0.332981496,0.363132421,0.117996281,0.030430394,0.107340674,0.00981430487890983,0.62246414
"173",5121,"Randolph","Arkansas",0.133958567,0.281015281,0.324200278,0.15605007,0.046996497,0.133940853,0.00807398708162067,0.571805503
"174",5123,"St Francis","Arkansas",0.091469552,0.385705934,0.353246112,0.142310541,0.026026924,0.10333935,0.00520540236353405,0.579774794
"175",5125,"Saline","Arkansas",0.08889678,0.208748693,0.239306716,0.097781904,0.033029757,0.126831222,0.0104461103600836,0.366962144
"176",5127,"Scott","Arkansas",0.090218191,0.235135695,0.286849526,0.136375288,0.037381703,0.114540059,0.00872993522951281,0.555307035
"177",5129,"Searcy","Arkansas",0.103578802,0.255781162,0.273405699,0.183175034,0.025574015,0.169344333,0.00746454341876089,0.388732754
"178",5131,"Sebastian","Arkansas",0.093016,0.264311481,0.28477498,0.116732868,0.040642099,0.120542191,0.0170555791260076,0.626882839
"179",5133,"Sevier","Arkansas",0.120757465,0.219197047,0.268266282,0.105538517,0.038600451,0.286066078,0.0105728565936178,0.707620431
"180",5135,"Sharp","Arkansas",0.117581366,0.30343537,0.289957977,0.155484712,0.038262931,0.185101114,0.00687285223367698,0.655433964
"181",5137,"Stone","Arkansas",0.157665728,0.419196429,0.316423589,0.202282815,0.071479039,0.144758195,0.00791512293701583,0.514200178
"182",5139,"Union","Arkansas",0.087666338,0.286356096,0.328714859,0.125301205,0.029566878,0.078700995,0.0109592340579274,0.822502176
"183",5141,"Van Buren","Arkansas",0.115164916,0.310175543,0.311868872,0.193180155,0.028058463,0.164403851,0.00691686947611118,0.529817675
"184",5143,"Washington","Arkansas",0.10171831,0.22189814,0.277774816,0.087245817,0.02889084,0.149569711,0.015000106082787,0.59261564
"185",5145,"White","Arkansas",0.114131614,0.285504599,0.270876754,0.116923718,0.0415567,0.102479154,0.0127893799579084,0.665889979
"186",5147,"Woodruff","Arkansas",0.133840304,0.212086659,0.331683168,0.154226961,0.032085561,0.037004405,0.00565428109854604,0.430531185
"187",5149,"Yell","Arkansas",0.128219485,0.224570524,0.254676816,0.121016643,0.049342626,0.151545651,0.00979083222073876,0.434930662
"188",6001,"Alameda","California",0.094513383,0.159860511,0.248812771,0.093779979,0.039925017,0.149508114,0.00817458153154908,0.410493517
"189",6003,"Alpine","California",0.09752322,0.285981308,0.31954023,0.156321839,0.062370062,0.138539043,0.0202429149797571,0
"190",6005,"Amador","California",0.162184292,0.303023529,0.294569705,0.154525246,0.038032147,0.111073079,0.0156474175035868,0.273706577
"191",6007,"Butte","California",0.119503449,0.279864733,0.272758915,0.119504555,0.028832772,0.12924446,0.0173809103913154,0.289502533
"192",6009,"Calaveras","California",0.144626195,0.230303574,0.225782068,0.144202814,0.035801025,0.132439162,0.0132160212045354,0.172900291
"193",6011,"Colusa","California",0.127878289,0.164972635,0.263993541,0.155139935,0.060651828,0.147851229,0.0101746011807562,0.478593342
"194",6013,"Contra Costa","California",0.113385618,0.177117225,0.220354582,0.106311056,0.041936719,0.156522822,0.0105209559000612,0.415713848
"195",6015,"Del Norte","California",0.150020178,0.350313321,0.267576076,0.136726128,0.042011135,0.193040716,0.0130970051514887,0.140864362
"196",6017,"El Dorado","California",0.142100297,0.184124126,0.237132597,0.122143902,0.027093615,0.108549282,0.016107232328102,0.302011141
"197",6019,"Fresno","California",0.089601062,0.201024162,0.228441641,0.094925893,0.056593785,0.154213179,0.0110463475256017,0.429060907
"198",6021,"Glenn","California",0.119638284,0.167314189,0.244508315,0.10059536,0.04621139,0.150548138,0.0113304417101885,0.46789086
"199",6023,"Humboldt","California",0.166856803,0.354865996,0.315515185,0.129938526,0.018856701,0.156893741,0.0164432113649899,0.192103354
"200",6025,"Imperial","California",0.07833226,0.20799986,0.225884655,0.099119599,0.078870537,0.10952986,0.0068730944786141,0.862672647
"201",6027,"Inyo","California",0.113150586,0.264343979,0.367307937,0.161167028,0.022538738,0.210058612,0.0134964150147617,0.308003786
"202",6029,"Kern","California",0.090931884,0.19801774,0.207348495,0.085045352,0.052494324,0.150244695,0.012912228292913,0.455619284
"203",6031,"Kings","California",0.071170746,0.196693996,0.179657751,0.076868376,0.052465974,0.175019639,0.0137707758601035,0.452218564
