"","county_fips","state","county","county_collectivism_score","avg_county_collectivism_score"
"99",5027,"Arkansas","Columbia",37.9252784846097,65.7648328038968
"100",5029,"Arkansas","Conway",38.0490842277485,65.7648328038968
"101",5031,"Arkansas","Craighead",39.5305789818513,65.7648328038968
"102",5033,"Arkansas","Crawford",38.0616046151548,65.7648328038968
"103",5035,"Arkansas","Crittenden",43.9151532003341,65.7648328038968
"104",5037,"Arkansas","Cross",45.2438942815693,65.7648328038968
"105",5039,"Arkansas","Dallas",34.7673851276238,65.7648328038968
"106",5041,"Arkansas","Desha",39.0707925196176,65.7648328038968
"107",5043,"Arkansas","Drew",40.0440075688348,65.7648328038968
"108",5045,"Arkansas","Faulkner",39.9278838367957,65.7648328038968
"109",5047,"Arkansas","Franklin",34.1430377764487,65.7648328038968
"110",5049,"Arkansas","Fulton",32.984614235199,65.7648328038968
"111",5051,"Arkansas","Garland",35.0180119218027,65.7648328038968
"112",5053,"Arkansas","Grant",40.9692085611296,65.7648328038968
"113",5055,"Arkansas","Greene",35.2640461359326,65.7648328038968
"114",5057,"Arkansas","Hempstead",40.785598230644,65.7648328038968
"115",5059,"Arkansas","Hot Spring",40.2323594948679,65.7648328038968
"116",5061,"Arkansas","Howard",40.1912489388981,65.7648328038968
"117",5063,"Arkansas","Independence",42.2522691041829,65.7648328038968
"118",5065,"Arkansas","Izard",34.6015199349728,65.7648328038968
"119",5067,"Arkansas","Jackson",35.0644921205647,65.7648328038968
"120",5069,"Arkansas","Jefferson",37.79426846396,65.7648328038968
"121",5071,"Arkansas","Johnson",38.7704044644668,65.7648328038968
"122",5073,"Arkansas","Lafayette",38.3936819335272,65.7648328038968
"123",5075,"Arkansas","Lawrence",36.5301442367447,65.7648328038968
"124",5077,"Arkansas","Lee",32.2994029960881,65.7648328038968
"125",5079,"Arkansas","Lincoln",32.4531745097367,65.7648328038968
"126",5081,"Arkansas","Little River",37.4467352006926,65.7648328038968
"127",5083,"Arkansas","Logan",43.9114933538458,65.7648328038968
"128",5085,"Arkansas","Lonoke",40.7010697270756,65.7648328038968
"129",5087,"Arkansas","Madison",36.0523447911095,65.7648328038968
"130",5089,"Arkansas","Marion",33.6191893413716,65.7648328038968
"131",5091,"Arkansas","Miller",41.6353563509006,65.7648328038968
"132",5093,"Arkansas","Mississippi",43.3845117430083,65.7648328038968
"133",5095,"Arkansas","Monroe",31.263241113492,65.7648328038968
"134",5097,"Arkansas","Montgomery",35.5873157305182,65.7648328038968
"135",5099,"Arkansas","Nevada",43.7014765663217,65.7648328038968
"136",5101,"Arkansas","Newton",28.8289761768293,65.7648328038968
"137",5103,"Arkansas","Ouachita",41.7954825715562,65.7648328038968
"138",5105,"Arkansas","Perry",39.4244024307065,65.7648328038968
"139",5107,"Arkansas","Phillips",39.5900284163406,65.7648328038968
"140",5109,"Arkansas","Pike",38.1663807375524,65.7648328038968
"141",5111,"Arkansas","Poinsett",40.3834140624646,65.7648328038968
"142",5113,"Arkansas","Polk",34.0500441976822,65.7648328038968
"143",5115,"Arkansas","Pope",38.9525884744258,65.7648328038968
"144",5117,"Arkansas","Prairie",27.6917912152681,65.7648328038968
"145",5119,"Arkansas","Pulaski",34.9643201569872,65.7648328038968
"146",5121,"Arkansas","Randolph",35.9292944066687,65.7648328038968
"147",5123,"Arkansas","St Francis",34.0426534717062,65.7648328038968
"148",5125,"Arkansas","Saline",40.3328674101709,65.7648328038968
"149",5127,"Arkansas","Scott",38.541563459704,65.7648328038968
"150",5129,"Arkansas","Searcy",35.0883756815525,65.7648328038968
"151",5131,"Arkansas","Sebastian",37.7233830379099,65.7648328038968
"152",5133,"Arkansas","Sevier",46.7021882452228,65.7648328038968
"153",5135,"Arkansas","Sharp",39.5306676020627,65.7648328038968
"154",5137,"Arkansas","Stone",34.2654084332702,65.7648328038968
"155",5139,"Arkansas","Union",36.9256855281413,65.7648328038968
"156",5141,"Arkansas","Van Buren",33.7887633605293,65.7648328038968
"157",5143,"Arkansas","Washington",39.8722652977778,65.7648328038968
"158",5145,"Arkansas","White",38.3750510090334,65.7648328038968
"159",5147,"Arkansas","Woodruff",31.3927002641262,65.7648328038968
"160",5149,"Arkansas","Yell",40.2170468847599,65.7648328038968
"161",6001,"California","Alameda",43.9894428275405,66.2299831479291
"162",6003,"California","Alpine",29.7036796587624,66.2299831479291
"163",6005,"California","Amador",28.7114404409171,66.2299831479291
"164",6007,"California","Butte",32.4075032539772,66.2299831479291
"165",6009,"California","Calaveras",33.5761073485161,66.2299831479291
"166",6011,"California","Colusa",41.018914477479,66.2299831479291
"167",6013,"California","Contra Costa",42.8333564092595,66.2299831479291
"168",6015,"California","Del Norte",33.282033336327,66.2299831479291
"169",6017,"California","El Dorado",34.0706195770173,66.2299831479291
"170",6019,"California","Fresno",44.8567021624121,66.2299831479291
"171",6021,"California","Glenn",42.858051881924,66.2299831479291
"172",6023,"California","Humboldt",27.0415624670137,66.2299831479291
"173",6025,"California","Imperial",51.4838859992522,66.2299831479291
"174",6027,"California","Inyo",30.7377790649432,66.2299831479291
"175",6029,"California","Kern",45.2479171161995,66.2299831479291
"176",6031,"California","Kings",47.9543732912946,66.2299831479291
"177",6033,"California","Lake",29.9157929970335,66.2299831479291
"178",6035,"California","Lassen",32.9535236281817,66.2299831479291
"179",6037,"California","Los Angeles",43.0462755470024,66.2299831479291
"180",6039,"California","Madera",47.2286341945219,66.2299831479291
"181",6041,"California","Marin",28.4213959382961,66.2299831479291
"182",6043,"California","Mariposa",33.7921341082178,66.2299831479291
"183",6045,"California","Mendocino",26.8661445672611,66.2299831479291
"184",6047,"California","Merced",47.8003375251257,66.2299831479291
"185",6049,"California","Modoc",31.0710765031061,66.2299831479291
"186",6051,"California","Mono",32.1328367987439,66.2299831479291
"187",6053,"California","Monterey",46.6483570821233,66.2299831479291
"188",6055,"California","Napa",36.8685932254767,66.2299831479291
"189",6057,"California","Nevada",25.862061019287,66.2299831479291
"190",6059,"California","Orange",42.5955875113715,66.2299831479291
"191",6061,"California","Placer",34.3913172648469,66.2299831479291
"192",6063,"California","Plumas",29.3316467135242,66.2299831479291
"193",6065,"California","Riverside",46.2411749332334,66.2299831479291
"194",6067,"California","Sacramento",39.1361333828504,66.2299831479291
"195",6069,"California","San Benito",50.9455761557582,66.2299831479291
"196",6071,"California","San Bernardino",47.7210396071754,66.2299831479291
"197",6073,"California","San Diego",39.6106600265746,66.2299831479291
"198",6075,"California","San Francisco",37.2686276015584,66.2299831479291
"199",6077,"California","San Joaquin",46.9538312868881,66.2299831479291
"200",6079,"California","San Luis Obispo",33.7220527752719,66.2299831479291
"201",6081,"California","San Mateo",42.8463125347247,66.2299831479291
"202",6083,"California","Santa Barbara",41.8451939713229,66.2299831479291
"203",6085,"California","Santa Clara",47.0072286428369,66.2299831479291
"204",6087,"California","Santa Cruz",36.2686596462905,66.2299831479291
"205",6089,"California","Shasta",32.9132239238039,66.2299831479291
"206",6091,"California","Sierra",26.1922712074744,66.2299831479291
"207",6093,"California","Siskiyou",27.7151974609225,66.2299831479291
"208",6095,"California","Solano",41.785625678209,66.2299831479291
"209",6097,"California","Sonoma",32.3425589082101,66.2299831479291
"210",6099,"California","Stanislaus",44.1832106755083,66.2299831479291
"211",6101,"California","Sutter",43.5244618310633,66.2299831479291
"212",6103,"California","Tehama",36.8063291286175,66.2299831479291
"213",6105,"California","Trinity",10.4293179191043,66.2299831479291
"214",6107,"California","Tulare",51.154820870831,66.2299831479291
"215",6109,"California","Tuolumne",23.9940636440944,66.2299831479291
"216",6111,"California","Ventura",42.340981179882,66.2299831479291
"217",6113,"California","Yolo",40.870172511056,66.2299831479291
"218",6115,"California","Yuba",39.6253639356615,66.2299831479291
"219",8001,"Colorado","Adams",41.2364883576672,36.6728810515556
"220",8003,"Colorado","Alamosa",35.2151106897932,36.6728810515556
"221",8005,"Colorado","Arapahoe",35.9353829509454,36.6728810515556
"222",8007,"Colorado","Archuleta",31.5007987423376,36.6728810515556
"223",8009,"Colorado","Baca",21.8474735756533,36.6728810515556
"224",8011,"Colorado","Bent",28.3514766941471,36.6728810515556
"225",8013,"Colorado","Boulder",31.6842789813677,36.6728810515556
"226",8014,"Colorado","Broomfield",35.394020960066,36.6728810515556
"227",8015,"Colorado","Chaffee",27.2835498949726,36.6728810515556
"228",8017,"Colorado","Cheyenne",36.0549889962428,36.6728810515556
"229",8019,"Colorado","Clear Creek",21.2010729117582,36.6728810515556
"230",8021,"Colorado","Conejos",37.6748377652168,36.6728810515556
"231",8023,"Colorado","Costilla",39.4838169017785,36.6728810515556
"232",8025,"Colorado","Crowley",25.760395776934,36.6728810515556
"233",8027,"Colorado","Custer",33.7518131613645,36.6728810515556
"234",8029,"Colorado","Delta",27.2211696021925,36.6728810515556
"235",8031,"Colorado","Denver",31.7873456400792,36.6728810515556
"236",8033,"Colorado","Dolores",30.6284007014394,36.6728810515556
"237",8035,"Colorado","Douglas",40.1588636343046,36.6728810515556
"238",8037,"Colorado","Eagle",35.7243626706565,36.6728810515556
"239",8039,"Colorado","Elbert",42.8008956431594,36.6728810515556
"240",8041,"Colorado","El Paso",35.9422378845398,36.6728810515556
"241",8043,"Colorado","Fremont",28.1307136990256,36.6728810515556
"242",8045,"Colorado","Garfield",41.3112136229544,36.6728810515556
"243",8047,"Colorado","Gilpin",28.1878501422711,36.6728810515556
"244",8049,"Colorado","Grand",27.820629427167,36.6728810515556
"245",8051,"Colorado","Gunnison",37.0397404330979,36.6728810515556
"246",8053,"Colorado","Hinsdale",26.0000732071298,36.6728810515556
"247",8055,"Colorado","Huerfano",21.7443976189889,36.6728810515556
"248",8057,"Colorado","Jackson",28.2853317647336,36.6728810515556
"249",8059,"Colorado","Jefferson",32.24035790503,36.6728810515556
"250",8061,"Colorado","Kiowa",44.3743563376091,36.6728810515556
"251",8063,"Colorado","Kit Carson",35.2447349959651,36.6728810515556
"252",8065,"Colorado","Lake",29.6560346135122,36.6728810515556
"253",8067,"Colorado","La Plata",29.2188283304266,36.6728810515556
"254",8069,"Colorado","Larimer",33.745922606094,36.6728810515556
"255",8071,"Colorado","Las Animas",30.3912973606248,36.6728810515556
"256",8073,"Colorado","Lincoln",25.7898621806703,36.6728810515556
"257",8075,"Colorado","Logan",34.8403487157425,36.6728810515556
"258",8077,"Colorado","Mesa",30.219937570217,36.6728810515556
"259",8079,"Colorado","Mineral",37.3721058090459,36.6728810515556
"260",8081,"Colorado","Moffat",37.3543602550608,36.6728810515556
"261",8083,"Colorado","Montezuma",33.9092209101287,36.6728810515556
"262",8085,"Colorado","Montrose",31.3852736397865,36.6728810515556
"263",8087,"Colorado","Morgan",39.3460535364624,36.6728810515556
"264",8089,"Colorado","Otero",34.1951029756433,36.6728810515556
"265",8091,"Colorado","Ouray",30.7837601143051,36.6728810515556
"266",8093,"Colorado","Park",36.3833467874331,36.6728810515556
"267",8095,"Colorado","Phillips",30.9711093623946,36.6728810515556
"268",8097,"Colorado","Pitkin",23.7083106767975,36.6728810515556
"269",8099,"Colorado","Prowers",34.4821022511577,36.6728810515556
"270",8101,"Colorado","Pueblo",33.49804014689,36.6728810515556
"271",8103,"Colorado","Rio Blanco",31.933685321281,36.6728810515556
"272",8105,"Colorado","Rio Grande",33.4788539086967,36.6728810515556
"273",8107,"Colorado","Routt",33.5648049098241,36.6728810515556
"274",8109,"Colorado","Saguache",34.8780878073747,36.6728810515556
"275",8111,"Colorado","San Juan",34.0835589583673,36.6728810515556
"276",8113,"Colorado","San Miguel",25.7975733649776,36.6728810515556
"277",8115,"Colorado","Sedgwick",31.249036443978,36.6728810515556
"278",8117,"Colorado","Summit",32.1883573845497,36.6728810515556
"279",8119,"Colorado","Teller",28.0465894236968,36.6728810515556
"280",8121,"Colorado","Washington",32.5316792306383,36.6728810515556
"281",8123,"Colorado","Weld",39.9612985827834,36.6728810515556
"282",8125,"Colorado","Yuma",37.077351541912,36.6728810515556
"283",10001,"Delaware","Kent",38.7441099830193,61.5543663348043
"284",10003,"Delaware","New Castle",37.4785679256998,61.5543663348043
"285",10005,"Delaware","Sussex",34.2826919895219,61.5543663348043
"286",11001,"District of Columbia","Washington",34.4166019812194,47.2046472042128
"287",12001,"Florida","Alachua",35.6098367762258,63.1508502411032
"288",12003,"Florida","Baker",42.9606005533958,63.1508502411032
"289",12005,"Florida","Bay",37.4739665658024,63.1508502411032
"290",12007,"Florida","Bradford",36.222252794483,63.1508502411032
"291",12009,"Florida","Brevard",32.9362745416735,63.1508502411032
"292",12011,"Florida","Broward",37.2444602003487,63.1508502411032
"293",12013,"Florida","Calhoun",30.3851335045945,63.1508502411032
"294",12015,"Florida","Charlotte",32.1836297060746,63.1508502411032
"295",12017,"Florida","Citrus",30.1971737376726,63.1508502411032
"296",12019,"Florida","Clay",42.8575895493804,63.1508502411032
"297",12021,"Florida","Collier",36.2636919103396,63.1508502411032
"298",12023,"Florida","Columbia",40.7250701965488,63.1508502411032
"299",12027,"Florida","DeSoto",40.14691598664,63.1508502411032
"300",12029,"Florida","Dixie",34.4263943921548,63.1508502411032
"301",12031,"Florida","Duval",38.8005179002509,63.1508502411032
"302",12033,"Florida","Escambia",36.1268837370896,63.1508502411032
"303",12035,"Florida","Flagler",41.1071162397785,63.1508502411032
"304",12037,"Florida","Franklin",29.6349758326332,63.1508502411032
"305",12039,"Florida","Gadsden",37.274279568135,63.1508502411032
"306",12041,"Florida","Gilchrist",39.661023979417,63.1508502411032
"307",12043,"Florida","Glades",40.4373567219031,63.1508502411032
"308",12045,"Florida","Gulf",44.9631430197562,63.1508502411032
"309",12047,"Florida","Hamilton",43.6658472355656,63.1508502411032
"310",12049,"Florida","Hardee",54.7280603090725,63.1508502411032
"311",12051,"Florida","Hendry",47.5293740505765,63.1508502411032
"312",12053,"Florida","Hernando",37.120884806187,63.1508502411032
"313",12055,"Florida","Highlands",35.4003843954725,63.1508502411032
"314",12057,"Florida","Hillsborough",40.8770876353889,63.1508502411032
"315",12059,"Florida","Holmes",34.2835844167297,63.1508502411032
"316",12061,"Florida","Indian River",31.5096121671552,63.1508502411032
"317",12063,"Florida","Jackson",32.1051299611282,63.1508502411032
"318",12065,"Florida","Jefferson",40.6342573170843,63.1508502411032
"319",12067,"Florida","Lafayette",36.0961100288681,63.1508502411032
"320",12069,"Florida","Lake",38.138668249969,63.1508502411032
"321",12071,"Florida","Lee",35.0229639090848,63.1508502411032
"322",12073,"Florida","Leon",36.1293115483703,63.1508502411032
"323",12075,"Florida","Levy",33.7724793746744,63.1508502411032
"324",12077,"Florida","Liberty",40.5389321739352,63.1508502411032
"325",12079,"Florida","Madison",37.2457823261962,63.1508502411032
"326",12081,"Florida","Manatee",34.6037935596168,63.1508502411032
"327",12083,"Florida","Marion",34.0360915687268,63.1508502411032
"328",12085,"Florida","Martin",30.3062420394742,63.1508502411032
"329",12086,"Florida","Miami-Dade",40.9853705329371,63.1508502411032
"330",12087,"Florida","Monroe",31.9542445465579,63.1508502411032
"331",12089,"Florida","Nassau",38.8729853390376,63.1508502411032
"332",12091,"Florida","Okaloosa",36.5745880529779,63.1508502411032
"333",12093,"Florida","Okeechobee",39.7996850924364,63.1508502411032
"334",12095,"Florida","Orange",43.3775835862731,63.1508502411032
"335",12097,"Florida","Osceola",46.9674962554526,63.1508502411032
"336",12099,"Florida","Palm Beach",33.0343467653632,63.1508502411032
"337",12101,"Florida","Pasco",34.0205025352247,63.1508502411032
"338",12103,"Florida","Pinellas",29.203373741662,63.1508502411032
"339",12105,"Florida","Polk",39.4443064152141,63.1508502411032
"340",12107,"Florida","Putnam",34.6948482986262,63.1508502411032
"341",12109,"Florida","St Johns",38.9151364592755,63.1508502411032
"342",12111,"Florida","St Lucie",37.0081970259659,63.1508502411032
"343",12113,"Florida","Santa Rosa",39.247167890889,63.1508502411032
"344",12115,"Florida","Sarasota",30.7082380095122,63.1508502411032
"345",12117,"Florida","Seminole",40.051758022552,63.1508502411032
"346",12119,"Florida","Sumter",27.9051875272284,63.1508502411032
"347",12121,"Florida","Suwannee",38.5298965486698,63.1508502411032
"348",12123,"Florida","Taylor",37.6329807529295,63.1508502411032
"349",12125,"Florida","Union",37.6273887344567,63.1508502411032
"350",12127,"Florida","Volusia",32.2997075281332,63.1508502411032
"351",12129,"Florida","Wakulla",35.0127005035451,63.1508502411032
"352",12131,"Florida","Walton",35.36366550822,63.1508502411032
"353",12133,"Florida","Washington",35.3669510545059,63.1508502411032
"354",13001,"Georgia","Appling",49.4103004223684,72.4119776441354
"355",13003,"Georgia","Atkinson",45.0459257281969,72.4119776441354
"356",13005,"Georgia","Bacon",35.2203956001083,72.4119776441354
"357",13007,"Georgia","Baker",31.5125333309344,72.4119776441354
"358",13009,"Georgia","Baldwin",35.3889836331244,72.4119776441354
"359",13011,"Georgia","Banks",44.6121373299452,72.4119776441354
"360",13013,"Georgia","Barrow",43.8218016720099,72.4119776441354
"361",13015,"Georgia","Bartow",45.9196691175165,72.4119776441354
"362",13017,"Georgia","Ben Hill",39.979937052074,72.4119776441354
"363",13019,"Georgia","Berrien",38.4739939114714,72.4119776441354
"364",13021,"Georgia","Bibb",35.013920324125,72.4119776441354
"365",13023,"Georgia","Bleckley",41.8172563557221,72.4119776441354
"366",13025,"Georgia","Brantley",35.7757551575462,72.4119776441354
"367",13027,"Georgia","Brooks",30.6566112047353,72.4119776441354
"368",13029,"Georgia","Bryan",41.1629947514899,72.4119776441354
"369",13031,"Georgia","Bulloch",37.4497061201135,72.4119776441354
"370",13033,"Georgia","Burke",34.3771717948501,72.4119776441354
"371",13035,"Georgia","Butts",39.7697224297562,72.4119776441354
"372",13037,"Georgia","Calhoun",34.0880505192676,72.4119776441354
"373",13039,"Georgia","Camden",37.5370848756581,72.4119776441354
"374",13043,"Georgia","Candler",35.3254176486369,72.4119776441354
"375",13045,"Georgia","Carroll",42.55753263402,72.4119776441354
"376",13047,"Georgia","Catoosa",36.738220588709,72.4119776441354
"377",13049,"Georgia","Charlton",34.4114288517862,72.4119776441354
"378",13051,"Georgia","Chatham",34.8952627354677,72.4119776441354
"379",13053,"Georgia","Chattahoochee",45.437862708921,72.4119776441354
"380",13055,"Georgia","Chattooga",31.9758446892508,72.4119776441354
"381",13057,"Georgia","Cherokee",41.6533568503358,72.4119776441354
"382",13059,"Georgia","Clarke",33.1319885119218,72.4119776441354
"383",13061,"Georgia","Clay",32.6144859592298,72.4119776441354
"384",13063,"Georgia","Clayton",44.2600688511128,72.4119776441354
"385",13065,"Georgia","Clinch",42.0580914730952,72.4119776441354
"386",13067,"Georgia","Cobb",39.1150285990368,72.4119776441354
"387",13069,"Georgia","Coffee",40.5130882990445,72.4119776441354
"388",13071,"Georgia","Colquitt",39.8175249923464,72.4119776441354
"389",13073,"Georgia","Columbia",40.4777851169179,72.4119776441354
"390",13075,"Georgia","Cook",37.266925123135,72.4119776441354
"391",13077,"Georgia","Coweta",41.806419764982,72.4119776441354
"392",13079,"Georgia","Crawford",36.203063453559,72.4119776441354
"393",13081,"Georgia","Crisp",36.7875737611059,72.4119776441354
"394",13083,"Georgia","Dade",37.179595136796,72.4119776441354
"395",13085,"Georgia","Dawson",40.3977335850831,72.4119776441354
"396",13087,"Georgia","Decatur",41.8680991081822,72.4119776441354
"397",13089,"Georgia","De Kalb",37.5880674147727,72.4119776441354
"398",13091,"Georgia","Dodge",41.1544161340537,72.4119776441354
"399",13093,"Georgia","Dooly",37.4260741130523,72.4119776441354
"400",13095,"Georgia","Dougherty",34.0521757141285,72.4119776441354
"401",13097,"Georgia","Douglas",44.5084476684376,72.4119776441354
"402",13099,"Georgia","Early",40.7351414188484,72.4119776441354
"403",13101,"Georgia","Echols",46.4413432869047,72.4119776441354
"404",13103,"Georgia","Effingham",39.8429478278574,72.4119776441354
"405",13105,"Georgia","Elbert",38.4710565930214,72.4119776441354
"406",13107,"Georgia","Emanuel",36.5526636432416,72.4119776441354
"407",13109,"Georgia","Evans",35.2543539115895,72.4119776441354
"408",13111,"Georgia","Fannin",37.4245887935292,72.4119776441354
"409",13113,"Georgia","Fayette",44.3011345238857,72.4119776441354
"410",13115,"Georgia","Floyd",40.0484221005947,72.4119776441354
"411",13117,"Georgia","Forsyth",43.612949001394,72.4119776441354
"412",13119,"Georgia","Franklin",44.3704448103765,72.4119776441354
"413",13121,"Georgia","Fulton",34.2161718942477,72.4119776441354
"414",13123,"Georgia","Gilmer",39.2348529460399,72.4119776441354
"415",13125,"Georgia","Glascock",38.7785779424448,72.4119776441354
"416",13127,"Georgia","Glynn",34.6721154719691,72.4119776441354
"417",13129,"Georgia","Gordon",42.0046652492301,72.4119776441354
"418",13131,"Georgia","Grady",40.3806077563752,72.4119776441354
"419",13133,"Georgia","Greene",38.6964954301967,72.4119776441354
"420",13135,"Georgia","Gwinnett",46.7701713190036,72.4119776441354
"421",13137,"Georgia","Habersham",38.8231092858646,72.4119776441354
"422",13139,"Georgia","Hall",47.4583017368117,72.4119776441354
"423",13141,"Georgia","Hancock",28.2605899892488,72.4119776441354
"424",13143,"Georgia","Haralson",44.9566530467214,72.4119776441354
"425",13145,"Georgia","Harris",43.6805797804991,72.4119776441354
"426",13147,"Georgia","Hart",39.2104511493917,72.4119776441354
"427",13149,"Georgia","Heard",41.76838708459,72.4119776441354
